race_id,driver_id,constructor_id,position
81,33,17,20
82,8,1,1
82,18,16,2
82,4,4,3
82,21,4,4
82,30,6,5
82,17,3,6
82,2,3,7
82,11,16,8
82,15,7,9
82,32,9,10
82,14,9,11
82,23,7,12
82,13,15,13
82,35,15,14
82,22,6,15
82,27,18,16
82,38,18,17
82,33,17,18
82,31,1,19
82,39,17,20
83,30,6,1
83,31,1,2
83,15,7,3
83,8,1,4
83,23,7,5
83,4,4,6
83,22,6,7
83,18,16,8
83,21,4,9
83,11,16,10
83,32,9,11
83,2,3,12
83,14,9,13
83,13,15,14
83,35,15,15
83,17,3,16
83,27,18,17
83,39,17,18
83,38,18,19
83,33,17,20
84,8,1,1
84,21,4,2
84,4,4,3
84,31,1,4
84,15,7,5
84,2,3,6
84,17,3,7
84,13,15,8
84,23,7,9
84,32,9,10
84,22,6,11
84,14,9,12
84,18,16,13
84,11,16,14
84,33,17,15
84,27,18,16
84,38,18,17
84,35,15,18
84,39,17,19
84,30,6,20
85,8,1,1
85,31,1,2
85,4,4,3
85,18,16,4
85,11,16,5
85,15,7,6
85,30,6,7
85,22,6,8
85,21,4,9
85,23,7,10
85,14,9,11
85,35,15,12
85,32,9,13
85,17,3,14
85,13,15,15
85,42,3,16
85,33,17,17
85,38,18,18
85,39,17,19
85,27,18,20
86,31,1,1
86,8,1,2
86,21,4,3
86,15,7,4
86,4,4,5
86,23,7,6
86,30,6,7
86,13,15,8
86,18,16,9
86,17,3,10
86,11,16,11
86,14,9,12
86,22,6,13
86,35,15,14
86,42,3,15
86,32,9,16
86,38,18,17
86,27,18,18
86,33,17,19
86,39,17,20
87,4,4,1
87,31,1,2
87,21,4,3
87,18,16,4
87,8,1,5
87,32,9,6
87,30,6,7
87,15,7,8
87,13,15,9
87,22,6,10
87,23,7,11
87,35,15,12
87,33,17,13
87,17,3,14
87,42,3,15
87,14,9,16
87,39,17,17
87,27,18,18
87,11,16,19
87,38,18,20
88,23,7,1
88,18,16,2
88,21,4,3
88,32,9,4
88,11,16,5
88,14,9,6
88,17,3,7
88,35,15,8
88,22,6,9
88,13,15,10
88,39,17,11
88,42,3,12
88,27,18,13
88,30,6,14
88,38,18,15
88,4,4,16
88,8,1,17
88,31,1,18
88,15,7,19
88,33,17,20
89,4,4,1
89,21,4,2
89,8,1,3
89,18,16,4
89,31,1,5
89,30,6,6
89,14,9,7
89,22,6,8
89,23,7,9
89,17,3,10
89,13,15,11
89,15,7,12
89,42,3,13
89,32,9,14
89,39,17,15
89,35,15,16
89,11,16,17
89,27,18,18
89,33,17,19
89,38,18,20
104,22,6,1
104,31,3,2
104,30,6,3
104,4,4,4
104,11,16,5
104,18,16,6
104,8,1,7
104,42,3,8
104,15,4,9
104,14,1,10
104,41,7,11
104,17,19,12
104,44,7,13
104,32,19,14
104,21,15,15
104,13,15,16
104,2,17,17
104,45,17,18
104,47,18,19
104,46,18,20
109,4,4,1
109,15,4,2
109,30,6,3
109,14,1,4
109,22,6,5
109,2,15,6
109,8,1,7
109,31,3,8
109,18,16,9
109,44,7,10
109,43,7,11
109,35,16,12
109,49,15,13
109,21,17,14
109,42,19,15
109,17,19,16
109,23,3,17
109,50,18,18
109,51,18,19
109,52,17,20
125,30,6,1
125,31,3,2
125,22,6,3
125,23,3,4
125,8,1,5
125,14,1,6
125,2,15,7
125,18,4,8
125,21,17,9
125,63,7,10
125,49,21,11
125,15,4,12
125,35,16,13
125,13,15,14
125,11,17,15
125,59,21,16
125,37,19,17
125,44,16,18
125,66,7,19
125,56,19,20
125,17,18,21
125,62,18,22
140,30,6,1
140,22,6,2
140,14,1,3
140,8,1,4
140,23,3,5
140,31,3,6
140,11,17,7
140,21,17,8
140,35,16,9
140,18,4,10
140,15,4,11
140,2,15,12
140,63,7,13
140,56,19,14
140,13,15,15
140,44,16,16
140,37,19,17
140,66,7,18
140,17,18,19
140,62,18,20
156,30,6,1
156,23,3,2
156,31,3,3
156,57,1,4
156,22,6,5
156,2,15,6
156,14,1,7
156,15,17,8
156,55,17,9
156,18,22,10
156,8,15,11
156,21,22,12
156,44,16,13
156,56,19,14
156,49,20,15
156,37,19,16
156,4,18,17
156,35,16,18
156,59,21,19
156,50,21,20
156,61,20,21
156,62,18,22
158,57,1,1
158,14,1,2
158,30,6,3
158,22,6,4
158,49,17,5
158,15,17,6
158,56,19,7
158,35,16,8
158,21,22,9
158,63,15,10
158,23,3,11
158,37,21,12
158,50,21,13
158,25,22,14
158,2,20,15
158,41,16,16
158,55,20,17
158,48,18,18
158,64,15,19
158,65,19,20
158,18,3,21
158,60,18,22
160,57,1,1
160,30,6,2
160,14,1,3
160,22,6,4
160,23,3,5
160,49,17,6
160,56,19,7
160,15,17,8
160,35,16,9
160,64,15,10
160,25,22,11
160,63,15,12
160,37,21,13
160,41,16,14
160,55,20,15
160,50,21,16
160,65,19,17
160,18,3,18
160,21,22,19
160,60,18,20
160,48,18,21
160,2,20,22
161,22,6,1
161,49,17,2
161,57,1,3
161,14,1,4
161,30,6,5
161,18,3,6
161,23,3,7
161,50,21,8
161,56,19,9
161,35,16,10
161,15,17,11
161,21,22,12
161,64,15,13
161,65,19,14
161,55,20,15
161,41,16,16
161,2,20,17
161,63,15,18
161,37,21,19
161,25,22,20
161,48,18,21
161,60,18,22
173,30,6,1
173,57,1,2
173,14,1,3
173,22,6,4
173,18,3,5
173,23,3,6
173,56,19,7
173,49,17,8
173,35,16,9
173,65,19,10
173,25,22,11
173,21,22,12
173,37,21,13
173,50,21,14
173,15,17,15
173,2,20,16
173,55,20,17
173,41,16,18
173,63,15,19
173,64,15,20
173,48,18,21
173,60,18,22
175,57,1,1
175,14,1,2
175,30,6,3
175,22,24,4
175,49,17,5
175,56,6,6
175,21,22,7
175,23,3,8
175,71,17,9
175,25,22,10
175,35,16,11
175,15,20,12
175,65,24,13
175,64,15,14
175,70,3,15
175,55,15,16
175,68,21,17
175,37,21,18
175,41,16,19
175,44,20,20
175,69,18,21
175,48,18,22
176,57,1,1
176,14,1,2
176,22,24,3
176,30,6,4
176,21,22,5
176,56,6,6
176,71,17,7
176,49,17,8
176,25,22,9
176,65,24,10
176,23,3,11
176,44,20,12
176,15,20,13
176,55,15,14
176,64,15,15
176,70,3,16
176,72,18,17
176,37,21,18
176,68,21,19
176,48,18,20
176,35,16,21
177,57,1,1
177,14,1,2
177,30,6,3
177,56,6,4
177,35,16,5
177,22,24,6
177,49,17,7
177,71,17,8
177,23,3,9
177,70,3,10
177,44,20,11
177,65,24,12
177,55,15,13
177,15,20,14
177,64,15,15
177,21,22,16
177,25,22,17
177,37,21,18
177,63,16,19
177,68,21,20
177,48,18,21
177,69,18,22
191,57,1,1
191,14,1,2
191,30,6,3
191,35,3,4
191,65,15,5
191,49,3,6
191,21,22,7
191,56,6,8
191,23,17,9
191,71,17,10
191,25,22,11
191,55,15,12
191,68,25,13
191,22,24,14
191,15,20,15
191,63,21,16
191,74,18,17
191,76,24,18
191,73,25,19
191,64,21,20
191,44,20,21
191,75,18,22
192,57,1,1
192,14,1,2
192,49,3,3
192,30,6,4
192,25,22,5
192,56,6,6
192,21,22,7
192,23,17,8
192,44,20,9
192,35,3,10
192,71,17,11
192,15,20,12
192,22,24,13
192,65,15,14
192,55,15,15
192,76,24,16
192,68,25,17
192,75,18,18
192,74,18,19
192,63,21,20
192,73,25,21
192,64,21,22
193,14,1,1
193,30,6,2
193,57,1,3
193,56,6,4
193,23,17,5
193,49,3,6
193,35,3,7
193,25,22,8
193,71,17,9
193,21,22,10
193,55,15,11
193,65,15,12
193,68,25,13
193,22,24,14
193,44,20,15
193,15,20,16
193,63,21,17
193,64,21,18
193,75,18,19
193,74,18,20
193,73,25,21
193,76,24,22
199,57,1,1
199,30,6,2
199,35,3,3
199,14,1,4
199,56,6,5
199,49,3,6
199,71,17,7
199,55,15,8
199,65,15,9
199,21,22,10
199,25,22,11
199,64,21,12
199,63,21,13
199,15,20,14
199,50,24,15
199,22,24,16
199,68,25,17
199,74,18,18
199,75,18,19
199,73,25,20
