race_id,driver_id,constructor_id,grid,position_order,points,laps
18,1,1,1,1,10.0,58
18,2,2,5,2,8.0,58
18,3,3,7,3,6.0,58
18,4,4,11,4,5.0,58
18,5,1,3,5,4.0,58
18,6,3,13,6,3.0,57
18,7,5,17,7,2.0,55
18,8,6,15,8,1.0,53
18,9,2,2,9,0.0,47
18,10,7,18,10,0.0,43
18,11,8,19,11,0.0,32
18,12,4,20,12,0.0,30
18,13,6,4,13,0.0,29
18,14,9,8,14,0.0,25
18,15,7,6,15,0.0,19
18,16,10,22,16,0.0,8
18,17,9,14,17,0.0,0
18,18,11,12,18,0.0,0
18,19,8,21,19,0.0,0
18,20,5,9,20,0.0,0
18,21,10,16,21,0.0,0
18,22,11,10,22,0.0,58
19,8,6,2,1,10.0,56
19,9,2,4,2,8.0,56
19,5,1,8,3,6.0,56
19,15,7,3,4,5.0,56
19,1,1,9,5,4.0,56
19,2,2,5,6,3.0,56
19,17,9,6,7,2.0,56
19,4,4,7,8,1.0,56
19,14,9,12,9,0.0,56
19,18,11,11,10,0.0,56
19,12,4,13,11,0.0,56
19,21,10,17,12,0.0,55
19,22,11,14,13,0.0,55
19,3,3,16,14,0.0,55
19,19,8,21,15,0.0,55
19,11,8,19,16,0.0,54
19,6,3,22,17,0.0,54
19,20,5,15,18,0.0,39
19,13,6,1,19,0.0,30
19,16,10,20,20,0.0,5
19,10,7,10,21,0.0,1
19,7,5,18,22,0.0,0
20,13,6,2,1,10.0,57
20,8,6,4,2,8.0,57
20,9,2,1,3,6.0,57
20,2,2,6,4,5.0,57
20,5,1,5,5,4.0,57
20,15,7,7,6,3.0,57
20,17,9,11,7,2.0,57
20,3,3,8,8,1.0,57
20,10,7,13,9,0.0,57
20,4,4,10,10,0.0,57
20,22,11,12,11,0.0,57
20,21,10,18,12,0.0,56
20,1,1,3,13,0.0,56
20,6,3,16,14,0.0,56
20,7,5,15,15,0.0,56
20,19,8,21,16,0.0,56
20,11,8,22,17,0.0,56
20,14,9,17,18,0.0,56
20,16,10,20,19,0.0,56
20,12,4,14,20,0.0,40
20,18,11,9,21,0.0,19
20,20,5,19,22,0.0,0
21,8,6,1,1,10.0,66
21,13,6,3,2,8.0,66
21,1,1,5,3,6.0,66
21,9,2,4,4,5.0,66
21,17,9,7,5,4.0,66
21,18,11,13,6,3.0,66
21,6,3,12,7,2.0,66
21,15,7,8,8,1.0,66
21,2,2,9,9,0.0,66
21,21,10,19,10,0.0,65
21,10,7,14,11,0.0,65
21,14,9,17,12,0.0,65
21,11,8,22,13,0.0,65
21,3,3,15,14,0.0,41
21,4,4,2,15,0.0,34
21,22,11,11,16,0.0,34
21,5,1,6,17,0.0,21
21,19,8,21,18,0.0,8
21,7,5,16,19,0.0,7
21,12,4,10,20,0.0,6
21,16,10,20,21,0.0,0
21,20,5,18,22,0.0,0
22,13,6,1,1,10.0,58
22,1,1,3,2,8.0,58
22,8,6,4,3,6.0,58
22,9,2,5,4,5.0,58
22,2,2,9,5,4.0,58
22,4,4,7,6,3.0,58
22,17,9,6,7,2.0,58
22,3,3,11,8,1.0,58
22,14,9,10,9,0.0,58
22,15,7,8,10,0.0,58
22,18,11,13,11,0.0,57
22,5,1,2,12,0.0,57
22,10,7,15,13,0.0,57
22,22,11,12,14,0.0,57
22,12,4,17,15,0.0,57
22,16,10,19,16,0.0,57
22,20,5,14,17,0.0,57
22,7,5,18,18,0.0,24
22,6,3,16,19,0.0,1
22,21,10,20,20,0.0,0
23,1,1,3,1,10.0,76
23,9,2,5,2,8.0,76
23,13,6,1,3,6.0,76
23,17,9,9,4,5.0,76
23,20,5,19,5,4.0,76
23,22,11,14,6,3.0,76
23,6,3,13,7,2.0,76
23,5,1,4,8,1.0,76
23,8,6,2,9,0.0,76
23,4,4,7,10,0.0,75
23,18,11,11,11,0.0,75
23,10,7,10,12,0.0,75
23,15,7,8,13,0.0,75
23,2,2,12,14,0.0,72
23,16,10,18,15,0.0,67
23,3,3,6,16,0.0,59
23,12,4,17,17,0.0,47
23,21,10,20,18,0.0,36
23,14,9,15,19,0.0,7
23,7,5,16,20,0.0,7
24,9,2,2,1,10.0,70
24,2,2,8,2,8.0,70
24,14,9,13,3,6.0,70
24,10,7,11,4,5.0,70
24,13,6,6,5,4.0,70
24,15,7,14,6,3.0,70
24,22,11,9,7,2.0,70
24,20,5,19,8,1.0,70
24,5,1,7,9,0.0,70
24,3,3,5,10,0.0,70
24,18,11,20,11,0.0,70
24,17,9,10,12,0.0,70
24,7,5,18,13,0.0,69
24,21,10,17,14,0.0,51
24,6,3,12,15,0.0,46
24,4,4,4,16,0.0,44
24,12,4,15,17,0.0,43
24,8,6,3,18,0.0,19
24,1,1,1,19,0.0,19
24,16,10,16,20,0.0,13
25,13,6,2,1,10.0,70
25,8,6,1,2,8.0,70
25,15,7,4,3,6.0,70
25,5,1,10,4,5.0,70
25,9,2,5,5,4.0,70
25,17,9,6,6,3.0,70
25,12,4,9,7,2.0,70
25,4,4,3,8,1.0,70
25,14,9,7,9,0.0,70
25,1,1,13,10,0.0,70
25,10,7,8,11,0.0,70
25,20,5,12,12,0.0,70
25,2,2,11,13,0.0,70
25,22,11,20,14,0.0,69
25,6,3,15,15,0.0,69
25,3,3,19,16,0.0,69
25,7,5,14,17,0.0,69
25,21,10,17,18,0.0,69
25,16,10,18,19,0.0,69
25,18,11,16,20,0.0,16
26,1,1,4,1,10.0,60
26,2,2,5,2,8.0,60
26,22,11,16,3,6.0,60
26,8,6,3,4,5.0,59
26,5,1,1,5,4.0,59
26,4,4,6,6,3.0,59
26,15,7,14,7,2.0,59
26,6,3,15,8,1.0,59
26,3,3,20,9,0.0,59
26,17,9,2,10,0.0,59
26,7,5,13,11,0.0,59
26,10,7,12,12,0.0,59
26,13,6,9,13,0.0,58
26,9,2,10,14,0.0,39
26,18,11,17,15,0.0,38
26,12,4,7,16,0.0,35
26,21,10,19,17,0.0,16
26,16,10,18,18,0.0,10
26,20,5,8,19,0.0,0
26,14,9,11,20,0.0,0
27,1,1,1,1,10.0,67
27,12,4,17,2,8.0,67
27,13,6,2,3,6.0,67
27,2,2,12,4,5.0,67
27,5,1,3,5,4.0,67
27,8,6,6,6,3.0,67
27,9,2,7,7,2.0,67
27,20,5,9,8,1.0,67
27,15,7,4,9,0.0,67
27,3,3,13,10,0.0,67
27,4,4,5,11,0.0,67
27,7,5,15,12,0.0,67
27,14,9,10,13,0.0,67
27,6,3,16,14,0.0,67
27,16,10,19,15,0.0,67
27,21,10,20,16,0.0,67
27,18,11,14,17,0.0,66
27,22,11,18,18,0.0,50
27,17,9,8,19,0.0,40
27,10,7,11,20,0.0,35
28,5,1,2,1,10.0,70
28,10,7,5,2,8.0,70
28,8,6,6,3,6.0,70
28,4,4,7,4,5.0,70
28,1,1,1,5,4.0,70
28,12,4,10,6,3.0,70
28,15,7,9,7,2.0,70
28,9,2,4,8,1.0,70
28,17,9,8,9,0.0,70
28,2,2,15,10,0.0,70
28,14,9,13,11,0.0,70
28,18,11,12,12,0.0,69
28,6,3,16,13,0.0,69
28,3,3,14,14,0.0,69
28,21,10,18,15,0.0,69
28,22,11,17,16,0.0,68
28,13,6,3,17,0.0,67
28,7,5,19,18,0.0,67
28,16,10,20,19,0.0,62
28,20,5,11,20,0.0,22
29,13,6,1,1,10.0,57
29,1,1,2,2,8.0,57
29,9,2,3,3,6.0,57
29,5,1,5,4,5.0,57
29,15,7,7,5,4.0,57
29,20,5,6,6,3.0,57
29,10,7,13,7,2.0,57
29,3,3,9,8,1.0,57
29,2,2,8,9,0.0,57
29,7,5,10,10,0.0,57
29,12,4,15,11,0.0,57
29,17,9,14,12,0.0,56
29,18,11,16,13,0.0,56
29,21,10,18,14,0.0,56
29,6,3,11,15,0.0,56
29,22,11,19,16,0.0,56
29,14,9,17,17,0.0,56
29,8,6,4,18,0.0,45
29,16,10,20,19,0.0,41
29,4,4,12,20,0.0,0
30,13,6,2,1,10.0,44
30,2,2,5,2,8.0,44
30,1,1,1,3,6.0,44
30,4,4,6,4,5.0,44
30,20,5,10,5,4.0,44
30,9,2,8,6,3.0,44
30,7,5,9,7,2.0,44
30,17,9,7,8,1.0,44
30,10,7,13,9,0.0,44
30,5,1,3,10,0.0,43
30,14,9,14,11,0.0,43
30,3,3,15,12,0.0,43
30,16,10,18,13,0.0,43
30,6,3,19,14,0.0,43
30,18,11,17,15,0.0,43
30,15,7,11,16,0.0,43
30,21,10,20,17,0.0,43
30,8,6,4,18,0.0,42
30,22,11,16,19,0.0,19
30,12,4,12,20,0.0,13
31,20,5,1,1,10.0,53
31,5,1,2,2,8.0,53
31,9,2,11,3,6.0,53
31,4,4,8,4,5.0,53
31,2,2,10,5,4.0,53
31,13,6,6,6,3.0,53
31,1,1,15,7,2.0,53
31,17,9,3,8,1.0,53
31,8,6,14,9,0.0,53
31,12,4,17,10,0.0,53
31,10,7,9,11,0.0,53
31,6,3,18,12,0.0,53
31,15,7,7,13,0.0,53
31,3,3,5,14,0.0,53
31,18,11,19,15,0.0,53
31,14,9,13,16,0.0,52
31,22,11,16,17,0.0,52
31,7,5,4,18,0.0,52
31,16,10,20,19,0.0,51
31,21,10,12,20,0.0,11
32,4,4,15,1,10.0,61
32,3,3,8,2,8.0,61
32,1,1,2,3,6.0,61
32,10,7,7,4,5.0,61
32,20,5,6,5,4.0,61
32,2,2,9,6,3.0,61
32,14,9,14,7,2.0,61
32,6,3,10,8,1.0,61
32,18,11,12,9,0.0,61
32,5,1,5,10,0.0,61
32,9,2,4,11,0.0,61
32,7,5,17,12,0.0,61
32,13,6,1,13,0.0,61
32,21,10,20,14,0.0,61
32,8,6,3,15,0.0,57
32,15,7,11,16,0.0,50
32,16,10,19,17,0.0,49
32,17,9,13,18,0.0,29
32,22,11,18,19,0.0,14
32,12,4,16,20,0.0,13
33,4,4,4,1,10.0,67
33,9,2,6,2,8.0,67
33,8,6,2,3,6.0,67
33,12,4,12,4,5.0,67
33,15,7,7,5,4.0,67
33,20,5,9,6,3.0,67
33,13,6,5,7,2.0,67
33,17,9,13,8,1.0,67
33,2,2,16,9,0.0,67
33,7,5,10,10,0.0,67
33,3,3,15,11,0.0,67
33,1,1,1,12,0.0,67
33,22,11,17,13,0.0,66
33,18,11,18,14,0.0,66
33,6,3,14,15,0.0,66
33,21,10,20,16,0.0,21
33,5,1,3,17,0.0,16
33,16,10,19,18,0.0,8
33,10,7,8,19,0.0,6
33,14,9,11,20,0.0,0
34,1,1,1,1,10.0,56
34,13,6,3,2,8.0,56
34,8,6,2,3,6.0,56
34,4,4,4,4,5.0,56
34,2,2,9,5,4.0,56
34,9,2,11,6,3.0,56
34,10,7,12,7,2.0,56
34,12,4,10,8,1.0,56
34,20,5,6,9,0.0,56
34,14,9,15,10,0.0,56
34,22,11,13,11,0.0,56
34,6,3,17,12,0.0,56
34,7,5,8,13,0.0,56
34,17,9,16,14,0.0,56
34,3,3,14,15,0.0,55
34,18,11,18,16,0.0,55
34,21,10,20,17,0.0,55
34,5,1,5,18,0.0,49
34,16,10,19,19,0.0,13
34,15,7,7,20,0.0,2
35,13,6,1,1,10.0,71
35,4,4,6,2,8.0,71
35,8,6,3,3,6.0,71
35,20,5,7,4,5.0,71
35,1,1,4,5,4.0,71
35,10,7,10,6,3.0,71
35,5,1,5,7,2.0,71
35,15,7,2,8,1.0,71
35,17,9,12,9,0.0,71
35,2,2,8,10,0.0,70
35,9,2,13,11,0.0,70
35,3,3,18,12,0.0,70
35,18,11,17,13,0.0,70
35,7,5,9,14,0.0,70
35,22,11,15,15,0.0,70
35,16,10,20,16,0.0,69
35,6,3,16,17,0.0,69
35,21,10,19,18,0.0,69
35,12,4,11,19,0.0,0
35,14,9,14,20,0.0,0
36,8,6,1,1,10.0,58
36,4,1,2,2,8.0,58
36,1,1,4,3,6.0,58
36,2,2,3,4,5.0,58
36,21,4,6,5,4.0,58
36,13,6,22,6,3.0,58
36,3,3,12,7,2.0,57
36,23,7,9,8,1.0,57
36,15,7,8,9,0.0,57
36,5,4,13,10,0.0,57
36,22,11,16,11,0.0,57
36,11,8,10,12,0.0,57
36,17,9,7,13,0.0,57
36,24,5,19,14,0.0,57
36,18,11,14,15,0.0,57
36,19,8,11,16,0.0,56
36,16,12,20,17,0.0,56
36,25,3,15,18,0.0,48
36,14,9,18,19,0.0,48
36,9,2,5,20,0.0,36
36,26,5,17,21,0.0,28
36,27,12,21,22,0.0,10
37,4,1,2,1,10.0,56
37,1,1,4,2,8.0,56
37,8,6,3,3,6.0,56
37,2,2,5,4,5.0,56
37,13,6,1,5,4.0,56
37,21,4,12,6,3.0,56
37,15,7,8,7,2.0,56
37,5,4,11,8,1.0,56
37,25,3,19,9,0.0,56
37,17,9,10,10,0.0,56
37,22,11,22,11,0.0,55
37,18,11,15,12,0.0,55
37,11,8,14,13,0.0,55
37,26,5,17,14,0.0,55
37,23,7,9,15,0.0,55
37,19,8,18,16,0.0,55
37,24,5,16,17,0.0,55
37,9,2,7,18,0.0,55
37,3,3,6,19,0.0,42
37,14,9,13,20,0.0,36
37,27,12,20,21,0.0,7
37,16,12,21,22,0.0,0
38,13,6,1,1,10.0,57
38,1,1,2,2,8.0,57
38,8,6,3,3,6.0,57
38,2,2,5,4,5.0,57
38,4,1,4,5,4.0,57
38,9,2,6,6,3.0,57
38,15,7,9,7,2.0,57
38,21,4,7,8,1.0,57
38,5,4,12,9,0.0,57
38,3,3,10,10,0.0,57
38,25,3,11,11,0.0,56
38,23,7,14,12,0.0,56
38,22,11,15,13,0.0,56
38,27,12,22,14,0.0,55
38,16,12,20,15,0.0,53
38,19,8,13,16,0.0,51
38,17,9,8,17,0.0,41
38,14,9,21,18,0.0,36
38,11,8,17,19,0.0,34
38,24,5,18,20,0.0,26
38,18,11,16,21,0.0,0
38,26,5,19,22,0.0,0
39,13,6,1,1,10.0,65
39,1,1,4,2,8.0,65
39,4,1,2,3,6.0,65
39,9,2,5,4,5.0,65
39,14,9,9,5,4.0,65
39,3,3,11,6,3.0,65
39,5,4,8,7,2.0,65
39,11,8,13,8,1.0,64
39,21,4,10,9,0.0,64
39,22,11,12,10,0.0,64
39,19,8,15,11,0.0,64
39,18,11,14,12,0.0,64
39,16,12,20,13,0.0,63
39,27,12,21,14,0.0,63
39,2,2,7,15,0.0,46
39,23,7,17,16,0.0,44
39,24,5,16,17,0.0,19
39,26,5,22,18,0.0,9
39,8,6,3,19,0.0,9
39,15,7,6,20,0.0,8
39,17,9,19,21,0.0,7
39,25,3,18,22,0.0,1
40,4,1,1,1,10.0,78
40,1,1,2,2,8.0,78
40,13,6,3,3,6.0,78
40,21,4,4,4,5.0,77
40,9,2,8,5,4.0,77
40,2,2,7,6,3.0,77
40,25,3,11,7,2.0,77
40,8,6,16,8,1.0,77
40,26,5,18,9,0.0,77
40,22,11,9,10,0.0,77
40,18,11,10,11,0.0,77
40,3,3,5,12,0.0,77
40,5,4,15,13,0.0,76
40,14,9,13,14,0.0,76
40,15,7,14,15,0.0,76
40,23,7,20,16,0.0,76
40,11,8,21,17,0.0,76
40,19,8,17,18,0.0,76
40,27,12,22,19,0.0,70
40,16,12,19,20,0.0,53
40,17,9,6,21,0.0,17
40,24,5,12,22,0.0,2
41,1,1,1,1,10.0,70
41,2,2,3,2,8.0,70
41,25,3,19,3,6.0,70
41,5,4,22,4,5.0,70
41,8,6,4,5,4.0,70
41,11,8,11,6,3.0,70
41,4,1,2,7,2.0,70
41,23,7,18,8,1.0,70
41,17,9,6,9,0.0,70
41,3,3,7,10,0.0,70
41,19,8,17,11,0.0,70
41,22,11,13,12,0.0,70
41,15,7,10,13,0.0,58
41,24,5,12,14,0.0,54
41,27,12,21,15,0.0,47
41,14,9,14,16,0.0,36
41,9,2,8,17,0.0,26
41,16,12,20,18,0.0,21
41,26,5,16,19,0.0,8
41,18,11,15,20,0.0,0
41,13,6,5,21,0.0,51
41,21,4,9,22,0.0,51
42,1,1,1,1,10.0,73
42,4,1,2,2,8.0,73
42,13,6,3,3,6.0,73
42,8,6,4,4,5.0,73
42,5,4,6,5,4.0,73
42,15,7,8,6,3.0,73
42,17,9,9,7,2.0,73
42,20,2,7,8,1.0,73
42,21,4,10,9,0.0,72
42,25,3,17,10,0.0,72
42,19,8,16,11,0.0,72
42,18,11,13,12,0.0,72
42,26,5,20,13,0.0,71
42,16,12,21,14,0.0,71
42,27,12,22,15,0.0,70
42,3,3,14,16,0.0,68
42,24,5,19,17,0.0,68
42,2,2,5,18,0.0,56
42,11,8,18,19,0.0,13
42,14,9,11,20,0.0,0
42,22,11,15,21,0.0,0
42,23,7,12,22,0.0,0
43,8,6,3,1,10.0,70
43,13,6,1,2,8.0,70
43,1,1,2,3,6.0,70
43,9,2,4,4,5.0,70
43,2,2,7,5,4.0,70
43,21,4,5,6,3.0,70
43,4,1,10,7,2.0,70
43,18,11,12,8,1.0,70
43,3,3,9,9,0.0,70
43,23,7,11,10,0.0,69
43,22,11,13,11,0.0,69
43,17,9,14,12,0.0,69
43,14,9,16,13,0.0,69
43,25,3,18,14,0.0,69
43,5,4,6,15,0.0,69
43,11,8,22,16,0.0,68
43,16,12,21,17,0.0,68
43,26,5,15,18,0.0,55
43,27,12,20,19,0.0,28
43,19,8,19,20,0.0,1
43,15,7,8,21,0.0,1
43,24,5,17,22,0.0,0
44,8,6,2,1,10.0,59
44,4,1,3,2,8.0,59
44,1,1,1,3,6.0,59
44,9,2,5,4,5.0,59
44,13,6,4,5,4.0,59
44,2,2,9,6,3.0,59
44,5,4,7,7,2.0,58
44,21,4,8,8,1.0,58
44,22,11,14,9,0.0,58
44,18,11,18,10,0.0,58
44,14,9,12,11,0.0,58
44,3,3,17,12,0.0,58
44,25,3,13,13,0.0,58
44,11,8,21,14,0.0,57
44,27,12,22,15,0.0,57
44,24,5,16,16,0.0,53
44,15,7,10,17,0.0,43
44,19,8,19,18,0.0,35
44,26,5,15,19,0.0,29
44,23,7,6,20,0.0,22
44,16,12,20,21,0.0,16
44,17,9,11,22,0.0,8
45,4,1,2,1,10.0,60
45,13,6,3,2,8.0,60
45,17,9,6,3,6.0,60
45,25,3,12,4,5.0,60
45,14,9,20,5,4.0,60
45,2,2,4,6,3.0,60
45,9,2,5,7,2.0,60
45,5,4,7,8,1.0,59
45,1,1,10,9,0.0,59
45,21,4,13,10,0.0,59
45,22,11,14,11,0.0,59
45,19,8,15,12,0.0,59
45,15,7,8,13,0.0,59
45,8,6,1,14,0.0,34
45,11,8,16,15,0.0,19
45,23,7,9,16,0.0,18
45,28,12,22,17,0.0,13
45,18,11,17,18,0.0,2
45,16,12,21,19,0.0,2
45,3,3,11,20,0.0,2
45,26,5,18,21,0.0,2
45,24,5,19,22,0.0,2
46,1,1,1,1,10.0,70
46,8,6,3,2,8.0,70
46,2,2,2,3,6.0,70
46,4,1,6,4,5.0,70
46,9,2,7,5,4.0,70
46,23,7,5,6,3.0,70
46,3,3,4,7,2.0,70
46,5,4,11,8,1.0,70
46,17,9,9,9,0.0,70
46,15,7,8,10,0.0,69
46,14,9,10,11,0.0,69
46,21,4,13,12,0.0,69
46,13,6,14,13,0.0,69
46,25,3,12,14,0.0,69
46,11,8,19,15,0.0,69
46,20,5,20,16,0.0,69
46,16,12,21,17,0.0,68
46,22,11,18,18,0.0,68
46,24,5,16,19,0.0,42
46,19,8,15,20,0.0,41
46,18,11,17,21,0.0,35
46,29,12,22,22,0.0,4
47,13,6,1,1,10.0,58
47,8,6,3,2,8.0,58
47,4,1,4,3,6.0,58
47,2,2,6,4,5.0,58
47,1,1,2,5,4.0,58
47,5,4,7,6,3.0,58
47,3,3,8,7,2.0,58
47,9,2,5,8,1.0,58
47,21,4,10,9,0.0,58
47,14,9,13,10,0.0,58
47,25,3,14,11,0.0,58
47,23,7,16,12,0.0,57
47,18,11,21,13,0.0,57
47,19,8,11,14,0.0,57
47,24,5,15,15,0.0,57
47,15,7,9,16,0.0,57
47,22,11,22,17,0.0,57
47,11,8,17,18,0.0,57
47,20,5,18,19,0.0,57
47,29,12,20,20,0.0,56
47,16,12,19,21,0.0,53
47,17,9,12,22,0.0,9
48,4,1,1,1,10.0,53
48,1,1,2,2,8.0,53
48,8,6,5,3,6.0,53
48,2,2,4,4,5.0,53
48,9,2,6,5,4.0,53
48,3,3,8,6,3.0,53
48,5,4,7,7,2.0,53
48,18,11,10,8,1.0,53
48,17,9,11,9,0.0,53
48,22,11,12,10,0.0,53
48,15,7,9,11,0.0,53
48,21,4,15,12,0.0,52
48,25,3,13,13,0.0,52
48,19,8,14,14,0.0,52
48,23,7,18,15,0.0,52
48,11,8,17,16,0.0,52
48,24,5,19,17,0.0,52
48,20,5,16,18,0.0,52
48,16,12,21,19,0.0,52
48,29,12,22,20,0.0,52
48,13,6,3,21,0.0,10
48,14,9,20,22,0.0,1
49,8,6,1,1,10.0,44
49,13,6,2,2,8.0,44
49,4,1,3,3,6.0,44
49,1,1,4,4,5.0,44
49,2,2,6,5,4.0,44
49,3,3,5,6,3.0,44
49,17,9,7,7,2.0,44
49,5,4,9,8,1.0,44
49,9,2,14,9,0.0,44
49,23,7,10,10,0.0,44
49,15,7,8,11,0.0,44
49,24,5,13,12,0.0,43
49,22,11,17,13,0.0,43
49,16,12,19,14,0.0,43
49,11,8,18,15,0.0,43
49,19,8,20,16,0.0,43
49,29,12,21,17,0.0,43
49,18,11,12,18,0.0,36
49,25,3,15,19,0.0,34
49,14,9,11,20,0.0,29
49,20,5,16,21,0.0,8
49,21,4,22,22,0.0,1
50,1,1,1,1,10.0,67
50,5,4,11,2,8.0,67
50,8,6,3,3,6.0,67
50,14,9,12,4,5.0,67
50,21,4,10,5,4.0,67
50,13,6,4,6,3.0,67
50,9,2,9,7,2.0,67
50,16,12,20,8,1.0,67
50,24,5,14,9,0.0,67
50,22,11,17,10,0.0,67
50,18,11,6,11,0.0,66
50,29,12,22,12,0.0,66
50,15,7,13,13,0.0,66
50,2,2,5,14,0.0,65
50,11,8,21,15,0.0,65
50,23,7,15,16,0.0,55
50,19,8,19,17,0.0,54
50,3,3,16,18,0.0,49
50,20,5,8,19,0.0,46
50,17,9,7,20,0.0,45
50,4,1,2,21,0.0,41
50,25,3,18,22,0.0,19
51,8,6,2,1,10.0,56
51,4,1,4,2,8.0,56
51,13,6,3,3,6.0,56
51,20,5,17,4,5.0,56
51,18,11,10,5,4.0,56
51,24,5,11,6,3.0,56
51,2,2,8,7,2.0,56
51,14,9,5,8,1.0,56
51,5,4,13,9,0.0,56
51,17,9,7,10,0.0,56
51,21,4,18,11,0.0,56
51,25,3,19,12,0.0,55
51,15,7,12,13,0.0,55
51,11,8,20,14,0.0,55
51,22,11,16,15,0.0,55
51,3,3,15,16,0.0,54
51,29,12,22,17,0.0,53
51,9,2,9,18,0.0,33
51,1,1,1,19,0.0,30
51,23,7,6,20,0.0,25
51,16,12,21,21,0.0,24
51,19,8,14,22,0.0,11
52,8,6,3,1,10.0,71
52,13,6,1,2,8.0,71
52,4,1,4,3,6.0,71
52,3,3,10,4,5.0,71
52,9,2,7,5,4.0,71
52,2,2,6,6,3.0,71
52,1,1,2,7,2.0,70
52,15,7,8,8,1.0,70
52,14,9,9,9,0.0,70
52,6,3,19,10,0.0,70
52,23,7,15,11,0.0,70
52,11,8,18,12,0.0,69
52,24,5,14,13,0.0,69
52,19,8,20,14,0.0,68
52,16,12,21,15,0.0,43
52,22,11,11,16,0.0,40
52,5,4,17,17,0.0,35
52,20,5,13,18,0.0,34
52,18,11,16,19,0.0,20
52,17,9,5,20,0.0,14
52,29,12,22,21,0.0,2
52,21,4,12,22,0.0,2
53,4,4,4,1,10.0,57
53,30,6,1,2,8.0,57
53,8,1,22,3,6.0,57
53,18,11,3,4,5.0,57
53,31,1,5,5,4.0,57
53,17,3,7,6,3.0,57
53,3,3,12,7,2.0,57
53,32,9,8,8,1.0,57
53,13,6,2,9,0.0,57
53,14,9,13,10,0.0,57
53,24,5,15,11,0.0,57
53,2,2,10,12,0.0,56
53,26,5,16,13,0.0,56
53,23,7,17,14,0.0,56
53,22,11,6,15,0.0,56
53,15,7,14,16,0.0,56
53,33,13,19,17,0.0,55
53,11,8,20,18,0.0,53
53,34,8,21,19,0.0,35
53,35,2,11,20,0.0,29
53,21,4,9,21,0.0,21
53,27,13,18,22,0.0,0
54,21,4,1,1,10.0,56
54,4,4,7,2,8.0,56
54,18,11,2,3,6.0,56
54,31,1,5,4,5.0,56
54,13,6,21,5,4.0,56
54,30,6,14,6,3.0,56
54,35,2,10,7,2.0,56
54,23,7,22,8,1.0,56
54,15,7,9,9,0.0,55
54,22,11,20,10,0.0,55
54,24,5,13,11,0.0,54
54,27,13,15,12,0.0,54
54,33,13,16,13,0.0,54
54,11,8,17,14,0.0,53
54,2,2,11,15,0.0,48
54,26,5,12,16,0.0,41
54,34,8,18,17,0.0,33
54,32,9,8,18,0.0,26
54,17,3,4,19,0.0,15
54,14,9,19,20,0.0,10
54,3,3,3,21,0.0,6
54,8,1,6,22,0.0,0
55,4,4,3,1,10.0,57
55,8,1,4,2,8.0,57
55,23,7,6,3,6.0,57
55,2,2,8,4,5.0,57
55,21,4,2,5,4.0,57
55,35,2,19,6,3.0,57
55,22,11,16,7,2.0,57
55,14,9,11,8,1.0,57
55,26,5,18,9,0.0,57
55,18,11,1,10,0.0,56
55,27,13,17,11,0.0,56
55,11,8,21,12,0.0,55
55,34,8,22,13,0.0,54
55,31,1,5,14,0.0,46
55,33,13,20,15,0.0,39
55,24,5,12,16,0.0,37
55,30,6,10,17,0.0,32
55,17,3,7,18,0.0,22
55,32,9,13,19,0.0,4
55,15,7,9,20,0.0,0
55,3,3,14,21,0.0,0
55,13,6,15,22,0.0,0
56,30,6,1,1,10.0,62
56,4,4,5,2,8.0,62
56,31,1,7,3,6.0,62
56,13,6,4,4,5.0,62
56,8,1,8,5,4.0,62
56,17,3,10,6,3.0,62
56,18,11,2,7,2.0,62
56,21,4,11,8,1.0,62
56,23,7,6,9,0.0,62
56,22,11,3,10,0.0,62
56,3,3,13,11,0.0,62
56,35,2,12,12,0.0,62
56,2,2,15,13,0.0,61
56,24,5,16,14,0.0,61
56,26,5,18,15,0.0,61
56,33,13,19,16,0.0,60
56,14,9,14,17,0.0,47
56,11,8,21,18,0.0,44
56,32,9,17,19,0.0,40
56,34,8,22,20,0.0,23
56,15,7,9,21,0.0,5
56,27,13,20,22,0.0,0
57,30,6,2,1,10.0,60
57,4,4,1,2,8.0,60
57,13,6,3,3,6.0,60
57,8,1,5,4,5.0,60
57,22,11,4,5,4.0,60
57,21,4,11,6,3.0,60
57,3,3,22,7,2.0,60
57,35,2,9,8,1.0,60
57,15,7,7,9,0.0,59
57,2,2,13,10,0.0,59
57,26,5,17,11,0.0,59
57,33,13,18,12,0.0,59
57,27,13,16,13,0.0,59
57,23,7,10,14,0.0,52
57,31,1,8,15,0.0,52
57,11,8,20,16,0.0,45
57,36,8,21,17,0.0,29
57,18,11,6,18,0.0,28
57,32,9,15,19,0.0,28
57,17,3,19,20,0.0,12
57,14,9,12,21,0.0,2
57,24,5,14,22,0.0,0
58,4,4,1,1,10.0,66
58,30,6,3,2,8.0,66
58,21,4,2,3,6.0,66
58,13,6,4,4,5.0,66
58,8,1,9,5,4.0,66
58,18,11,8,6,3.0,66
58,22,11,5,7,2.0,65
58,2,2,10,8,1.0,65
58,17,3,11,9,0.0,65
58,15,7,7,10,0.0,65
58,3,3,13,11,0.0,65
58,35,2,22,12,0.0,65
58,32,9,14,13,0.0,65
58,14,9,21,14,0.0,65
58,24,5,15,15,0.0,63
58,33,13,17,16,0.0,63
58,11,8,19,17,0.0,62
58,27,13,18,18,0.0,48
58,26,5,16,19,0.0,47
58,23,7,6,20,0.0,31
58,31,1,12,21,0.0,17
