race_id,driver_id,constructor_id,grid,position_order,points,laps
222,22,24,12,20,0.0,6
222,76,24,14,21,0.0,3
222,81,15,0,22,0.0,0
223,57,1,5,1,10.0,69
223,14,1,6,2,6.0,69
223,35,3,1,3,4.0,69
223,77,22,8,4,3.0,69
223,56,6,7,5,2.0,69
223,49,3,3,6,1.0,69
223,44,20,9,7,0.0,69
223,65,15,14,8,0.0,69
223,76,24,11,9,0.0,69
223,75,20,15,10,0.0,69
223,21,17,17,11,0.0,68
223,63,25,21,12,0.0,68
223,55,22,10,13,0.0,68
223,82,15,18,14,0.0,68
223,58,18,20,15,0.0,68
223,50,25,22,16,0.0,68
223,79,18,19,17,0.0,68
223,30,6,2,18,0.0,47
223,71,21,4,19,0.0,47
223,23,17,16,20,0.0,44
223,22,24,12,21,0.0,30
223,64,21,13,22,0.0,11
224,71,3,2,1,10.0,58
224,35,3,1,2,6.0,58
224,56,6,3,3,4.0,58
224,77,22,7,4,3.0,58
224,57,1,5,5,2.0,58
224,63,25,10,6,1.0,57
224,44,27,11,7,0.0,57
224,49,15,9,8,0.0,57
224,73,29,18,9,0.0,56
224,64,27,20,10,0.0,56
224,79,25,15,11,0.0,55
224,83,18,17,12,0.0,42
224,30,6,4,13,0.0,32
224,21,18,16,14,0.0,32
224,22,17,8,15,0.0,29
224,14,1,13,16,0.0,24
224,50,29,12,17,0.0,15
224,55,22,6,18,0.0,9
224,84,17,19,19,0.0,1
224,65,15,14,20,0.0,0
224,69,28,21,21,0.0,0
224,85,28,22,22,0.0,0
225,71,3,1,1,10.0,71
225,55,22,5,2,6.0,71
225,30,6,4,3,4.0,70
225,57,1,7,4,3.0,70
225,63,25,11,5,2.0,70
225,44,27,15,6,1.0,70
225,56,6,10,7,0.0,70
225,64,27,22,8,0.0,69
225,79,25,16,9,0.0,69
225,83,18,18,10,0.0,68
225,69,28,19,11,0.0,67
225,84,17,6,12,0.0,64
225,22,17,2,13,0.0,59
225,49,15,9,14,0.0,36
225,14,1,14,15,0.0,29
225,65,15,12,16,0.0,28
225,35,3,3,17,0.0,26
225,77,22,8,18,0.0,26
225,85,28,20,19,0.0,26
225,73,29,17,20,0.0,24
225,50,29,13,21,0.0,19
225,58,18,21,22,0.0,0
226,71,3,1,1,10.0,72
226,35,3,3,2,6.0,72
226,55,22,4,3,4.0,72
226,22,17,6,4,3.0,72
226,56,6,10,5,2.0,72
226,50,29,7,6,1.0,72
226,14,1,9,7,0.0,72
226,44,27,12,8,0.0,72
226,65,15,17,9,0.0,71
226,85,28,22,10,0.0,69
226,77,22,5,11,0.0,56
226,30,6,2,12,0.0,46
226,83,18,19,13,0.0,39
226,63,25,16,14,0.0,36
226,84,17,15,15,0.0,34
226,58,18,14,16,0.0,33
226,49,15,11,17,0.0,32
226,64,27,18,18,0.0,29
226,79,25,13,19,0.0,28
226,73,29,20,20,0.0,24
226,69,28,21,21,0.0,24
226,57,1,8,22,0.0,19
227,35,3,2,1,10.0,67
227,30,6,3,2,6.0,67
227,14,1,6,3,4.0,67
227,71,3,1,4,3.0,67
227,22,17,5,5,2.0,67
227,84,17,11,6,1.0,67
227,65,15,12,7,0.0,67
227,57,1,9,8,0.0,67
227,77,22,8,9,0.0,67
227,64,27,17,10,0.0,66
227,73,29,20,11,0.0,65
227,83,18,19,12,0.0,65
227,21,18,18,13,0.0,65
227,63,25,14,14,0.0,66
227,79,25,16,15,0.0,65
227,49,15,10,16,0.0,59
227,50,29,13,17,0.0,38
227,44,27,15,18,0.0,6
227,56,6,7,19,0.0,6
227,55,22,4,20,0.0,1
227,85,28,21,21,0.0,0
227,69,28,22,22,0.0,0
228,71,3,2,1,10.0,63
228,30,6,1,2,6.0,63
228,77,22,7,3,4.0,63
228,56,6,6,4,3.0,63
228,22,17,9,5,2.0,63
228,55,22,5,6,1.0,62
228,64,27,17,7,0.0,62
228,57,1,11,8,0.0,61
228,83,18,18,9,0.0,61
228,69,28,21,10,0.0,59
228,35,3,3,11,0.0,57
228,44,27,13,12,0.0,54
228,79,25,16,13,0.0,45
228,14,1,4,14,0.0,44
228,73,29,20,15,0.0,40
228,50,29,14,16,0.0,38
228,84,17,12,17,0.0,36
228,49,15,10,18,0.0,32
228,21,18,19,19,0.0,30
228,65,15,15,20,0.0,25
228,63,25,8,21,0.0,23
228,85,28,22,22,0.0,0
229,44,27,14,1,10.0,75
229,14,1,5,2,6.0,75
229,65,15,13,3,4.0,75
229,49,15,9,4,3.0,74
229,63,25,11,5,2.0,70
229,57,1,8,6,1.0,70
229,56,6,7,7,0.0,68
229,35,3,10,8,0.0,66
229,55,22,3,9,0.0,60
229,69,28,21,10,0.0,60
229,71,3,2,11,0.0,40
229,84,17,16,12,0.0,30
229,77,22,4,13,0.0,9
229,64,27,17,14,0.0,5
229,73,29,20,15,0.0,3
229,79,25,15,16,0.0,2
229,30,6,1,17,0.0,0
229,22,17,6,18,0.0,0
229,83,18,19,19,0.0,0
229,21,18,18,20,0.0,0
229,50,29,12,21,0.0,0
229,85,28,22,22,0.0,0
230,30,6,3,1,10.0,65
230,55,22,4,2,6.0,65
230,35,3,2,3,4.0,65
230,49,15,11,4,3.0,64
230,57,1,10,5,2.0,64
230,64,27,17,6,1.0,63
230,50,29,13,7,0.0,47
230,22,17,7,8,0.0,45
230,77,22,5,9,0.0,44
230,65,15,9,10,0.0,20
230,84,17,15,11,0.0,17
230,63,25,12,12,0.0,16
230,71,3,1,13,0.0,10
230,79,25,16,14,0.0,8
230,56,6,6,15,0.0,1
230,44,27,8,16,0.0,1
230,21,18,19,17,0.0,1
230,14,1,14,18,0.0,0
230,73,29,20,19,0.0,0
230,83,18,18,20,0.0,0
230,69,28,21,21,0.0,0
230,85,28,22,22,0.0,0
231,71,3,1,1,10.0,69
231,35,3,2,2,6.0,69
231,55,22,4,3,4.0,69
231,14,1,10,4,3.0,69
231,57,1,6,5,2.0,68
231,84,17,9,6,1.0,68
231,65,15,15,7,0.0,68
231,21,18,16,8,0.0,67
231,83,18,19,9,0.0,44
231,69,28,20,10,0.0,44
231,77,22,7,11,0.0,42
231,30,6,3,12,0.0,41
231,44,27,11,13,0.0,39
231,63,25,14,14,0.0,39
231,64,27,18,15,0.0,38
231,22,17,8,16,0.0,22
231,85,28,22,17,0.0,22
231,49,15,12,18,0.0,19
231,50,29,13,19,0.0,10
231,73,29,21,20,0.0,6
231,79,25,17,21,0.0,6
231,56,6,5,22,0.0,1
232,71,3,2,1,10.0,72
232,35,3,6,2,6.0,72
232,55,22,3,3,4.0,72
232,77,22,4,4,3.0,72
232,57,1,5,5,2.0,72
232,14,1,7,6,1.0,71
232,44,27,9,7,0.0,71
232,84,17,8,8,0.0,71
232,22,17,10,9,0.0,71
232,63,25,13,10,0.0,70
232,73,29,19,11,0.0,69
232,83,18,18,12,0.0,69
232,65,15,16,13,0.0,70
232,49,15,12,14,0.0,56
232,79,25,14,15,0.0,33
232,69,28,20,16,0.0,29
232,64,27,11,17,0.0,28
232,50,29,15,18,0.0,10
232,56,6,22,19,0.0,5
232,21,18,17,20,0.0,2
232,85,28,21,21,0.0,2
232,30,6,1,22,0.0,0
233,35,3,2,1,10.0,61
233,77,22,7,2,6.0,61
233,57,1,4,3,4.0,61
233,22,17,6,4,3.0,61
233,14,1,9,5,2.0,61
233,84,17,8,6,1.0,60
233,63,25,14,7,0.0,60
233,49,15,11,8,0.0,60
233,65,15,13,9,0.0,60
233,50,29,15,10,0.0,60
233,21,18,18,11,0.0,59
233,55,22,5,12,0.0,44
233,44,27,16,13,0.0,40
233,64,27,17,14,0.0,38
233,71,3,1,15,0.0,26
233,83,18,19,16,0.0,21
233,73,29,20,17,0.0,13
233,79,25,12,18,0.0,12
233,56,6,10,19,0.0,5
233,30,6,3,20,0.0,3
233,85,28,21,21,0.0,0
233,69,28,22,22,0.0,0
234,71,3,1,1,10.0,45
234,55,22,5,2,6.0,45
234,35,3,6,3,4.0,45
234,30,6,3,4,3.0,45
234,14,1,7,5,2.0,45
234,22,17,9,6,1.0,45
234,44,27,12,7,0.0,45
234,49,15,13,8,0.0,44
234,63,25,15,9,0.0,44
234,84,17,10,10,0.0,44
234,73,29,19,11,0.0,44
234,83,18,18,12,0.0,43
234,77,22,2,13,0.0,42
234,56,6,8,14,0.0,34
234,65,15,14,15,0.0,25
234,64,27,11,16,0.0,19
234,79,25,16,17,0.0,19
234,57,1,4,18,0.0,13
234,50,29,17,19,0.0,0
234,86,18,0,20,0.0,0
235,35,3,3,1,10.0,77
235,71,3,2,2,6.0,77
235,55,22,5,3,4.0,77
235,57,1,7,4,3.0,76
235,44,27,11,5,2.0,76
235,22,17,13,6,1.0,75
235,79,25,14,7,0.0,74
235,73,29,18,8,0.0,74
235,30,6,1,9,0.0,70
235,86,18,20,10,0.0,69
235,77,22,6,11,0.0,64
235,49,15,10,12,0.0,50
235,65,15,8,13,0.0,35
235,56,6,4,14,0.0,31
235,83,18,19,15,0.0,24
235,14,1,9,16,0.0,23
235,50,29,17,17,0.0,10
235,84,17,12,18,0.0,5
235,64,27,15,19,0.0,1
235,63,25,16,20,0.0,0
236,30,6,3,1,10.0,44
236,35,3,1,2,6.0,44
236,57,1,6,3,4.0,44
236,55,22,7,4,3.0,44
236,71,3,2,5,2.0,44
236,77,22,5,6,1.0,44
236,63,25,13,7,0.0,44
236,79,25,17,8,0.0,44
236,73,29,18,9,0.0,43
236,83,18,19,10,0.0,43
236,14,1,4,11,0.0,37
236,84,17,8,12,0.0,34
236,56,6,9,13,0.0,29
236,22,17,10,14,0.0,29
236,64,27,15,15,0.0,22
236,50,29,16,16,0.0,11
236,49,15,11,17,0.0,0
236,65,15,12,18,0.0,0
236,44,27,14,19,0.0,0
236,86,18,0,20,0.0,0
237,30,6,3,1,10.0,53
237,55,22,6,2,6.0,53
237,57,1,4,3,4.0,53
237,84,17,9,4,3.0,53
237,22,17,10,5,2.0,53
237,64,27,14,6,1.0,52
237,35,3,2,7,0.0,52
237,50,29,15,8,0.0,52
237,65,15,12,9,0.0,51
237,79,25,16,10,0.0,51
237,73,29,19,11,0.0,36
237,56,6,7,12,0.0,23
237,83,18,18,13,0.0,12
237,63,25,17,14,0.0,9
237,49,15,13,15,0.0,7
237,71,3,1,16,0.0,5
237,86,18,20,17,0.0,5
237,77,22,8,18,0.0,4
237,44,27,11,19,0.0,2
237,14,1,5,20,0.0,1
238,35,3,2,1,10.0,70
238,71,3,1,2,6.0,70
238,30,6,4,3,4.0,70
238,55,22,3,4,3.0,70
238,56,6,6,5,2.0,70
238,77,22,5,6,1.0,70
238,49,15,11,7,0.0,69
238,65,15,12,8,0.0,69
238,84,17,10,9,0.0,69
238,44,27,15,10,0.0,69
238,63,25,13,11,0.0,69
238,79,25,14,12,0.0,68
238,14,1,8,13,0.0,68
238,73,29,17,14,0.0,67
238,86,18,20,15,0.0,65
238,83,18,19,16,0.0,65
238,57,1,7,17,0.0,52
238,50,29,16,18,0.0,47
238,64,27,18,19,0.0,46
238,22,17,9,20,0.0,41
239,71,3,2,1,10.0,52
239,30,6,3,2,6.0,52
239,57,1,5,3,4.0,52
239,77,22,4,4,3.0,52
239,84,17,10,5,2.0,52
239,49,15,7,6,1.0,52
239,44,27,12,7,0.0,52
239,14,1,8,8,0.0,52
239,22,17,11,9,0.0,52
239,65,15,13,10,0.0,52
239,50,29,17,11,0.0,51
239,83,18,18,12,0.0,50
239,73,29,19,13,0.0,50
239,56,6,6,14,0.0,39
239,79,25,14,15,0.0,37
239,35,3,1,16,0.0,36
239,63,25,15,17,0.0,20
239,64,27,16,18,0.0,13
239,55,22,9,19,0.0,0
239,86,18,20,20,0.0,0
240,30,22,2,1,10.0,71
240,14,3,3,2,6.0,71
240,77,6,5,3,4.0,70
240,57,1,7,4,3.0,70
240,55,6,6,5,2.0,70
240,87,1,9,6,1.0,70
240,63,25,12,7,0.0,69
240,88,27,15,8,0.0,69
240,85,30,22,9,0.0,65
240,64,28,25,10,0.0,64
240,81,29,13,11,0.0,62
240,89,29,21,12,0.0,48
240,69,18,18,13,0.0,47
240,90,28,23,14,0.0,47
240,91,15,19,15,0.0,41
240,71,3,1,16,0.0,30
240,65,22,4,17,0.0,30
240,92,30,20,18,0.0,23
240,22,17,16,19,0.0,16
240,50,31,24,20,0.0,16
240,79,25,11,21,0.0,15
240,56,17,8,22,0.0,15
240,93,31,26,23,0.0,12
240,49,15,14,24,0.0,10
240,44,27,10,25,0.0,0
240,94,18,17,26,0.0,0
241,71,3,2,1,10.0,72
241,55,6,6,2,6.0,72
241,30,22,3,3,4.0,72
241,65,22,11,4,3.0,71
241,49,15,9,5,2.0,70
241,77,6,8,6,1.0,70
241,44,27,18,7,0.0,70
241,79,25,15,8,0.0,69
241,93,31,20,9,0.0,68
241,64,28,25,10,0.0,63
241,90,28,24,11,0.0,63
241,63,25,7,12,0.0,48
241,88,27,19,13,0.0,47
241,94,18,16,14,0.0,44
241,81,29,12,15,0.0,43
241,89,29,26,16,0.0,40
241,22,17,10,17,0.0,33
241,50,31,14,18,0.0,23
241,14,3,1,19,0.0,16
241,87,1,17,20,0.0,9
241,56,17,4,21,0.0,6
241,85,30,22,22,0.0,1
241,57,1,5,23,0.0,0
241,92,30,23,24,0.0,0
241,91,15,21,25,0.0,0
241,69,18,13,26,0.0,0
242,71,3,4,1,10.0,63
242,55,6,5,2,6.0,63
242,77,6,2,3,4.0,63
242,14,3,3,4,3.0,63
242,57,1,6,5,2.0,62
242,49,15,14,6,1.0,62
242,65,22,8,7,0.0,61
242,56,17,7,8,0.0,61
242,44,27,12,9,0.0,61
242,95,1,9,10,0.0,61
242,88,27,16,11,0.0,60
242,94,18,18,12,0.0,59
242,81,29,11,13,0.0,59
242,69,18,20,14,0.0,59
242,64,28,26,15,0.0,56
242,90,28,25,16,0.0,56
242,91,15,21,17,0.0,43
242,92,30,22,18,0.0,36
242,93,31,23,19,0.0,35
242,22,17,10,20,0.0,31
242,79,25,15,21,0.0,23
242,63,25,13,22,0.0,19
242,85,30,24,23,0.0,15
242,50,31,17,24,0.0,14
242,89,29,19,25,0.0,12
242,30,22,1,26,0.0,10
243,30,22,1,1,10.0,65
243,65,22,7,2,6.0,65
243,77,6,3,3,4.0,65
243,71,3,5,4,3.0,65
243,56,17,6,5,2.0,64
243,44,27,15,6,1.0,64
243,22,17,8,7,0.0,64
243,49,15,12,8,0.0,64
243,84,27,11,9,0.0,64
243,63,25,13,10,0.0,64
243,81,29,14,11,0.0,63
243,50,31,16,12,0.0,63
243,91,15,20,13,0.0,63
243,94,18,19,14,0.0,62
243,93,31,22,15,0.0,61
243,79,25,17,16,0.0,56
243,14,3,4,17,0.0,54
243,57,1,9,18,0.0,53
243,89,29,18,19,0.0,43
243,92,30,24,20,0.0,43
243,90,28,25,21,0.0,39
243,55,6,2,22,0.0,25
243,69,18,21,23,0.0,21
243,95,1,10,24,0.0,18
243,64,28,26,25,0.0,17
243,85,30,23,26,0.0,0
244,30,22,2,1,10.0,78
244,71,3,1,2,6.0,78
244,77,6,4,3,4.0,78
244,65,22,7,4,3.0,77
244,87,1,10,5,2.0,77
244,49,15,14,6,1.0,76
244,94,18,18,7,0.0,76
244,96,15,19,8,0.0,74
244,81,29,13,9,0.0,74
244,64,28,22,10,0.0,72
244,69,18,16,11,0.0,68
244,44,27,12,12,0.0,65
244,63,25,17,13,0.0,63
244,22,17,11,14,0.0,60
244,92,30,21,15,0.0,42
244,55,6,5,16,0.0,41
244,84,27,8,17,0.0,40
244,89,29,26,18,0.0,27
244,79,25,15,19,0.0,26
244,85,30,25,20,0.0,23
244,56,17,9,21,0.0,22
244,14,3,3,22,0.0,16
244,90,28,24,23,0.0,9
244,57,1,6,24,0.0,8
244,50,31,23,25,0.0,0
244,93,31,20,26,0.0,0
245,55,6,5,1,10.0,68
245,22,17,9,2,6.0,68
245,56,17,8,3,4.0,68
245,44,27,11,4,3.0,68
245,30,22,1,5,2.0,68
245,81,29,13,6,1.0,67
245,63,25,15,7,0.0,67
245,69,18,19,8,0.0,67
245,89,29,22,9,0.0,66
245,84,27,14,10,0.0,61
245,77,6,4,11,0.0,61
245,94,18,17,12,0.0,60
245,90,28,23,13,0.0,54
245,71,3,2,14,0.0,50
245,87,1,10,15,0.0,47
245,79,25,16,16,0.0,42
245,92,30,20,17,0.0,36
245,49,15,12,18,0.0,26
245,64,28,24,19,0.0,26
245,96,15,18,20,0.0,19
245,85,30,21,21,0.0,5
245,14,3,3,22,0.0,1
245,65,22,6,23,0.0,0
245,57,1,7,24,0.0,0
246,30,22,2,1,10.0,72
246,71,3,1,2,6.0,72
246,14,3,3,3,4.0,72
246,84,27,9,4,3.0,72
246,55,6,4,5,2.0,72
246,22,17,5,6,1.0,71
246,57,1,8,7,0.0,71
246,44,27,6,8,0.0,71
246,56,17,11,9,0.0,71
246,49,15,12,10,0.0,71
246,87,1,13,11,0.0,70
246,77,6,7,12,0.0,70
246,69,18,17,13,0.0,69
246,81,29,16,14,0.0,69
246,63,25,14,15,0.0,69
246,90,28,24,16,0.0,66
246,85,30,21,17,0.0,62
246,96,15,15,18,0.0,48
246,92,30,22,19,0.0,24
246,94,18,20,20,0.0,23
246,65,22,10,21,0.0,2
246,89,29,18,22,0.0,0
246,79,25,19,23,0.0,0
246,64,28,23,24,0.0,0
247,65,22,5,1,10.0,61
247,55,6,6,2,6.0,61
247,14,3,3,3,4.0,61
247,44,27,13,4,3.0,61
247,87,1,10,5,2.0,61
247,49,15,12,6,1.0,60
247,94,18,15,7,0.0,60
247,63,25,23,8,0.0,60
247,96,15,16,9,0.0,60
247,69,18,18,10,0.0,60
247,22,17,9,11,0.0,59
247,92,30,21,12,0.0,58
247,90,28,22,13,0.0,48
247,30,22,2,14,0.0,45
247,71,3,1,15,0.0,45
247,97,29,17,16,0.0,28
247,79,25,14,17,0.0,22
247,85,30,24,18,0.0,21
247,57,1,8,19,0.0,20
247,77,6,4,20,0.0,20
247,84,27,11,21,0.0,16
247,89,29,19,22,0.0,16
247,64,28,20,23,0.0,13
247,56,17,7,24,0.0,2
248,30,22,2,1,10.0,45
248,14,3,3,2,6.0,45
248,77,6,4,3,4.0,45
248,65,22,9,4,3.0,45
248,96,15,14,5,2.0,44
248,88,27,18,6,1.0,44
248,79,25,17,7,0.0,44
248,85,30,23,8,0.0,42
248,56,17,6,9,0.0,41
248,57,1,7,10,0.0,33
248,49,15,11,11,0.0,32
248,69,18,16,12,0.0,28
248,86,30,24,13,0.0,27
248,90,28,22,14,0.0,27
248,22,17,5,15,0.0,20
248,87,1,8,16,0.0,17
248,44,27,12,17,0.0,13
248,55,6,10,18,0.0,12
248,94,18,20,19,0.0,11
248,89,29,19,20,0.0,9
248,64,28,21,21,0.0,8
248,71,3,1,22,0.0,1
248,63,25,13,23,0.0,0
248,97,29,15,24,0.0,0
249,71,3,1,1,10.0,77
249,14,3,2,2,6.0,77
249,77,6,4,3,4.0,76
249,65,22,9,4,3.0,76
249,49,15,11,5,2.0,76
249,44,27,10,6,1.0,76
249,22,17,14,7,0.0,76
249,69,18,12,8,0.0,75
249,83,18,15,9,0.0,74
249,96,15,19,10,0.0,74
249,30,22,3,11,0.0,73
249,85,30,22,12,0.0,73
249,56,17,7,13,0.0,70
249,84,27,8,14,0.0,67
249,63,25,16,15,0.0,58
249,87,1,13,16,0.0,54
249,79,25,17,17,0.0,46
249,97,29,20,18,0.0,45
249,55,6,6,19,0.0,42
249,64,28,23,20,0.0,32
249,89,29,18,21,0.0,13
249,90,28,21,22,0.0,8
249,86,30,24,23,0.0,5
249,57,1,5,24,0.0,3
250,30,22,16,1,10.0,44
250,71,3,8,2,6.0,44
250,84,27,13,3,4.0,44
250,49,15,10,4,3.0,44
250,87,1,6,5,2.0,44
250,22,17,12,6,1.0,44
250,65,22,4,7,0.0,44
250,63,25,11,8,0.0,44
250,44,27,9,9,0.0,44
250,83,18,17,10,0.0,44
250,96,15,14,11,0.0,43
250,89,29,18,12,0.0,43
250,64,28,24,13,0.0,42
250,90,28,22,14,0.0,42
250,79,25,15,15,0.0,28
250,86,30,23,16,0.0,27
250,69,18,19,17,0.0,23
250,77,6,1,18,0.0,22
250,56,17,7,19,0.0,21
250,97,29,20,20,0.0,20
250,85,30,21,21,0.0,18
250,14,3,5,22,0.0,13
250,55,6,2,23,0.0,4
250,57,1,3,24,0.0,1
251,65,22,8,1,10.0,53
251,57,1,7,2,6.0,53
251,49,15,10,3,4.0,53
251,87,1,9,4,3.0,53
251,63,25,16,5,2.0,52
251,96,15,14,6,1.0,52
251,97,29,15,7,0.0,52
251,89,29,20,8,0.0,52
251,64,28,23,9,0.0,50
251,79,25,17,10,0.0,47
251,55,6,5,11,0.0,45
251,22,17,6,12,0.0,43
251,56,17,12,13,0.0,40
251,77,6,3,14,0.0,32
251,69,18,18,15,0.0,26
251,30,22,2,16,0.0,23
251,71,3,4,17,0.0,23
251,44,27,13,18,0.0,20
251,14,3,1,19,0.0,13
251,84,27,11,20,0.0,10
251,86,30,24,21,0.0,6
251,83,18,19,22,0.0,0
251,85,30,21,23,0.0,0
251,90,28,22,24,0.0,0
252,14,3,1,1,10.0,71
252,30,22,3,2,6.0,71
252,71,3,2,3,4.0,71
252,77,6,4,4,3.0,71
252,55,6,7,5,2.0,71
252,49,15,5,6,1.0,70
252,65,22,6,7,0.0,70
252,84,27,9,8,0.0,70
252,87,1,12,9,0.0,70
252,56,17,10,10,0.0,70
252,22,17,8,11,0.0,70
252,96,15,14,12,0.0,70
252,63,25,15,13,0.0,69
252,69,18,18,14,0.0,68
252,89,29,19,15,0.0,68
252,64,28,22,16,0.0,66
252,90,28,23,17,0.0,64
252,85,30,21,18,0.0,53
252,57,1,13,19,0.0,44
252,98,30,24,20,0.0,14
252,44,27,11,21,0.0,10
252,83,18,17,22,0.0,7
252,79,25,16,23,0.0,0
252,97,29,20,24,0.0,0
253,30,22,3,1,10.0,67
253,55,6,6,2,6.0,67
253,14,3,1,3,4.0,67
253,22,17,11,4,3.0,66
253,65,22,7,5,2.0,66
253,56,17,5,6,1.0,66
253,84,27,12,7,0.0,66
253,57,1,9,8,0.0,65
253,83,18,16,9,0.0,64
253,63,25,15,10,0.0,64
253,69,18,18,11,0.0,64
253,97,29,17,12,0.0,64
253,64,28,22,13,0.0,62
253,99,25,19,14,0.0,61
253,98,30,24,15,0.0,60
253,71,3,2,16,0.0,58
253,85,30,20,17,0.0,45
253,96,15,13,18,0.0,44
253,77,6,4,19,0.0,40
253,90,28,23,20,0.0,22
253,49,15,8,21,0.0,17
253,44,27,14,22,0.0,14
253,87,1,10,23,0.0,14
253,89,29,21,24,0.0,0
254,30,22,3,1,10.0,83
254,14,3,1,2,6.0,83
254,71,3,2,3,4.0,83
254,77,6,5,4,3.0,82
254,55,6,4,5,2.0,82
254,65,22,7,6,1.0,82
254,49,15,8,7,0.0,82
254,44,27,9,8,0.0,81
254,87,1,10,9,0.0,81
254,76,1,12,10,0.0,81
254,56,17,6,11,0.0,81
254,63,25,18,12,0.0,80
254,83,18,14,13,0.0,80
254,79,25,17,14,0.0,80
254,69,18,16,15,0.0,80
254,90,28,22,16,0.0,78
254,64,28,21,17,0.0,77
254,22,17,11,18,0.0,67
254,81,29,19,19,0.0,63
254,89,29,20,20,0.0,38
254,85,30,23,21,0.0,14
254,88,27,13,22,0.0,10
254,96,15,15,23,0.0,7
254,92,30,24,24,0.0,2
255,30,22,1,1,10.0,53
255,57,1,3,2,6.0,53
255,65,22,9,3,4.0,53
255,56,17,7,4,3.0,53
255,44,27,11,5,2.0,52
255,63,25,12,6,1.0,52
255,87,1,23,7,0.0,52
255,49,15,8,8,0.0,52
255,69,18,17,9,0.0,51
255,91,15,15,10,0.0,51
255,83,18,16,11,0.0,51
255,89,29,18,12,0.0,51
255,71,3,4,13,0.0,40
255,14,3,6,14,0.0,39
255,64,28,20,15,0.0,32
255,55,6,2,16,0.0,24
255,85,30,19,17,0.0,23
255,77,6,5,18,0.0,16
255,22,17,10,19,0.0,15
255,79,25,13,20,0.0,12
255,92,30,22,21,0.0,6
255,90,28,21,22,0.0,1
255,81,29,14,23,0.0,0
255,88,27,0,24,0.0,0
256,71,3,1,1,10.0,81
256,44,27,12,2,6.0,79
256,81,29,13,3,4.0,79
256,87,1,10,4,3.0,79
256,63,25,14,5,2.0,78
256,83,18,17,6,1.0,78
256,64,28,21,7,0.0,77
256,92,30,23,8,0.0,76
256,79,25,16,9,0.0,70
256,65,22,8,10,0.0,69
256,56,17,9,11,0.0,62
256,49,15,6,12,0.0,39
256,77,6,4,13,0.0,34
256,84,27,11,14,0.0,29
256,30,22,3,15,0.0,25
256,55,6,5,16,0.0,23
256,90,28,20,17,0.0,21
256,22,17,7,18,0.0,20
256,14,3,2,19,0.0,19
256,89,29,19,20,0.0,15
256,91,15,18,21,0.0,8
256,85,30,22,22,0.0,2
256,69,18,15,23,0.0,0
256,57,1,24,24,0.0,0
257,30,22,2,1,10.0,71
257,71,3,4,2,6.0,70
257,55,6,3,3,4.0,70
257,22,17,14,4,3.0,70
257,79,25,10,5,2.0,69
257,91,15,7,6,1.0,69
257,65,32,21,7,0.0,69
257,94,18,15,8,0.0,69
257,100,33,13,9,0.0,68
257,83,32,24,10,0.0,68
257,44,27,19,11,0.0,68
257,101,31,26,12,0.0,67
257,102,3,1,13,0.0,55
257,84,1,18,14,0.0,34
257,56,17,16,15,0.0,34
257,50,22,9,16,0.0,34
257,103,27,20,17,0.0,33
257,87,25,12,18,0.0,21
257,104,29,11,19,0.0,21
257,49,15,5,20,0.0,15
257,57,1,8,21,0.0,13
257,105,18,22,22,0.0,7
257,81,29,6,23,0.0,5
257,77,6,17,24,0.0,5
257,106,33,23,25,0.0,2
257,92,30,25,26,0.0,1
257,107,31,27,27,0.0,0
257,108,30,28,28,0.0,0
258,30,22,2,1,10.0,83
258,77,6,5,2,6.0,83
258,22,17,8,3,4.0,82
258,104,29,9,4,3.0,82
258,49,15,11,5,2.0,82
258,100,33,16,6,1.0,80
258,65,32,23,7,0.0,80
258,83,32,24,8,0.0,79
258,44,27,22,9,0.0,78
258,103,27,18,10,0.0,78
258,107,31,26,11,0.0,78
258,81,29,13,12,0.0,69
258,91,15,19,13,0.0,69
258,105,18,15,14,0.0,69
258,84,1,6,15,0.0,67
258,94,18,17,16,0.0,63
258,50,22,10,17,0.0,54
258,71,3,3,18,0.0,49
258,88,17,20,19,0.0,44
258,79,25,14,20,0.0,42
258,57,1,4,21,0.0,19
258,106,33,21,22,0.0,14
258,101,31,25,23,0.0,2
258,102,3,1,24,0.0,0
258,78,6,7,25,0.0,0
258,87,25,12,26,0.0,0
258,92,30,0,27,0.0,0
258,108,30,0,28,0.0,0
259,30,22,2,1,10.0,58
259,78,6,6,2,6.0,58
259,57,1,8,3,4.0,58
259,91,15,10,4,3.0,58
259,79,25,9,5,2.0,57
259,71,3,4,6,1.0,57
259,49,15,7,7,0.0,57
259,84,1,13,8,0.0,57
259,87,25,12,9,0.0,56
259,65,32,20,10,0.0,56
259,44,27,19,11,0.0,56
259,103,27,17,12,0.0,55
259,104,29,16,13,0.0,54
259,110,17,21,14,0.0,49
259,105,18,15,15,0.0,44
259,81,29,11,16,0.0,40
259,94,18,14,17,0.0,37
259,101,31,24,18,0.0,27
259,92,30,25,19,0.0,23
259,106,33,23,20,0.0,17
259,77,6,3,21,0.0,16
259,102,3,1,22,0.0,5
259,100,33,18,23,0.0,5
259,109,22,5,24,0.0,0
259,83,32,22,25,0.0,0
259,107,31,0,26,0.0,0
259,22,17,0,27,0.0,0
259,108,30,0,28,0.0,0
260,30,22,1,1,10.0,78
260,84,1,8,2,6.0,78
260,77,6,3,3,4.0,78
260,110,17,14,4,3.0,77
260,55,6,5,5,2.0,77
260,105,18,12,6,1.0,77
