race_id,round,circuit_id,name,race_year
372,1,36,Brazilian Grand Prix,1988
373,2,21,San Marino Grand Prix,1988
374,3,6,Monaco Grand Prix,1988
375,4,32,Mexican Grand Prix,1988
376,5,7,Canadian Grand Prix,1988
377,6,37,Detroit Grand Prix,1988
378,7,34,French Grand Prix,1988
379,8,9,British Grand Prix,1988
380,9,10,German Grand Prix,1988
381,10,11,Hungarian Grand Prix,1988
382,11,13,Belgian Grand Prix,1988
383,12,14,Italian Grand Prix,1988
384,13,27,Portuguese Grand Prix,1988
385,14,26,Spanish Grand Prix,1988
386,15,22,Japanese Grand Prix,1988
387,16,29,Australian Grand Prix,1988
388,1,36,Brazilian Grand Prix,1987
389,2,21,San Marino Grand Prix,1987
390,3,13,Belgian Grand Prix,1987
391,4,6,Monaco Grand Prix,1987
392,5,37,Detroit Grand Prix,1987
393,6,34,French Grand Prix,1987
394,7,9,British Grand Prix,1987
395,8,10,German Grand Prix,1987
396,9,11,Hungarian Grand Prix,1987
397,10,23,Austrian Grand Prix,1987
398,11,14,Italian Grand Prix,1987
399,12,27,Portuguese Grand Prix,1987
400,13,26,Spanish Grand Prix,1987
401,14,32,Mexican Grand Prix,1987
402,15,22,Japanese Grand Prix,1987
403,16,29,Australian Grand Prix,1987
498,1,25,Argentine Grand Prix,1980
499,2,18,Brazilian Grand Prix,1980
500,3,30,South African Grand Prix,1980
501,4,43,United States Grand Prix West,1980
502,5,40,Belgian Grand Prix,1980
503,6,6,Monaco Grand Prix,1980
504,7,34,French Grand Prix,1980
505,8,38,British Grand Prix,1980
506,9,10,German Grand Prix,1980
507,10,23,Austrian Grand Prix,1980
508,11,39,Dutch Grand Prix,1980
509,12,21,Italian Grand Prix,1980
510,13,7,Canadian Grand Prix,1980
511,14,46,United States Grand Prix,1980
576,1,25,Argentine Grand Prix,1975
577,2,18,Brazilian Grand Prix,1975
578,3,30,South African Grand Prix,1975
579,4,49,Spanish Grand Prix,1975
580,5,6,Monaco Grand Prix,1975
581,6,40,Belgian Grand Prix,1975
582,7,47,Swedish Grand Prix,1975
583,8,39,Dutch Grand Prix,1975
584,9,34,French Grand Prix,1975
585,10,9,British Grand Prix,1975
586,11,20,German Grand Prix,1975
587,12,23,Austrian Grand Prix,1975
588,13,14,Italian Grand Prix,1975
589,14,46,United States Grand Prix,1975
643,1,30,South African Grand Prix,1970
644,2,45,Spanish Grand Prix,1970
645,3,6,Monaco Grand Prix,1970
646,4,13,Belgian Grand Prix,1970
647,5,39,Dutch Grand Prix,1970
648,6,51,French Grand Prix,1970
649,7,38,British Grand Prix,1970
650,8,10,German Grand Prix,1970
651,9,23,Austrian Grand Prix,1970
652,10,14,Italian Grand Prix,1970
653,11,52,Canadian Grand Prix,1970
654,12,46,United States Grand Prix,1970
655,13,32,Mexican Grand Prix,1970
620,1,25,Argentine Grand Prix,1972
621,2,30,South African Grand Prix,1972
622,3,45,Spanish Grand Prix,1972
623,4,6,Monaco Grand Prix,1972
624,5,50,Belgian Grand Prix,1972
625,6,51,French Grand Prix,1972
626,7,38,British Grand Prix,1972
627,8,20,German Grand Prix,1972
628,9,23,Austrian Grand Prix,1972
629,10,14,Italian Grand Prix,1972
630,11,48,Canadian Grand Prix,1972
631,12,46,United States Grand Prix,1972
667,1,30,South African Grand Prix,1968
668,2,45,Spanish Grand Prix,1968
669,3,6,Monaco Grand Prix,1968
670,4,13,Belgian Grand Prix,1968
671,5,39,Dutch Grand Prix,1968
672,6,53,French Grand Prix,1968
673,7,38,British Grand Prix,1968
674,8,20,German Grand Prix,1968
675,9,14,Italian Grand Prix,1968
676,10,52,Canadian Grand Prix,1968
677,11,46,United States Grand Prix,1968
678,12,32,Mexican Grand Prix,1968
679,1,30,South African Grand Prix,1967
680,2,6,Monaco Grand Prix,1967
681,3,39,Dutch Grand Prix,1967
682,4,13,Belgian Grand Prix,1967
683,5,54,French Grand Prix,1967
684,6,9,British Grand Prix,1967
685,7,20,German Grand Prix,1967
686,8,48,Canadian Grand Prix,1967
687,9,14,Italian Grand Prix,1967
688,10,46,United States Grand Prix,1967
689,11,32,Mexican Grand Prix,1967
765,1,25,Argentine Grand Prix,1958
766,2,6,Monaco Grand Prix,1958
767,3,39,Dutch Grand Prix,1958
768,4,19,Indianapolis 500,1958
769,5,13,Belgian Grand Prix,1958
770,6,55,French Grand Prix,1958
771,7,9,British Grand Prix,1958
772,8,20,German Grand Prix,1958
773,9,59,Portuguese Grand Prix,1958
774,10,14,Italian Grand Prix,1958
775,11,64,Moroccan Grand Prix,1958
632,1,30,South African Grand Prix,1971
633,2,49,Spanish Grand Prix,1971
634,3,6,Monaco Grand Prix,1971
635,4,39,Dutch Grand Prix,1971
636,5,34,French Grand Prix,1971
637,6,9,British Grand Prix,1971
638,7,20,German Grand Prix,1971
639,8,23,Austrian Grand Prix,1971
640,9,14,Italian Grand Prix,1971
641,10,48,Canadian Grand Prix,1971
642,11,46,United States Grand Prix,1971
656,1,30,South African Grand Prix,1969
657,2,49,Spanish Grand Prix,1969
658,3,6,Monaco Grand Prix,1969
659,4,39,Dutch Grand Prix,1969
660,5,51,French Grand Prix,1969
661,6,9,British Grand Prix,1969
662,7,20,German Grand Prix,1969
663,8,14,Italian Grand Prix,1969
664,9,48,Canadian Grand Prix,1969
665,10,46,United States Grand Prix,1969
666,11,32,Mexican Grand Prix,1969
746,1,25,Argentine Grand Prix,1960
747,2,6,Monaco Grand Prix,1960
748,3,19,Indianapolis 500,1960
749,4,39,Dutch Grand Prix,1960
750,5,13,Belgian Grand Prix,1960
751,6,55,French Grand Prix,1960
752,7,9,British Grand Prix,1960
753,8,59,Portuguese Grand Prix,1960
754,9,14,Italian Grand Prix,1960
755,10,60,United States Grand Prix,1960
719,1,6,Monaco Grand Prix,1963
720,2,13,Belgian Grand Prix,1963
721,3,39,Dutch Grand Prix,1963
722,4,55,French Grand Prix,1963
723,5,9,British Grand Prix,1963
724,6,20,German Grand Prix,1963
725,7,14,Italian Grand Prix,1963
726,8,46,United States Grand Prix,1963
727,9,32,Mexican Grand Prix,1963
728,10,56,South African Grand Prix,1963
699,1,56,South African Grand Prix,1965
700,2,6,Monaco Grand Prix,1965
701,3,13,Belgian Grand Prix,1965
702,4,51,French Grand Prix,1965
703,5,9,British Grand Prix,1965
704,6,39,Dutch Grand Prix,1965
705,7,20,German Grand Prix,1965
706,8,14,Italian Grand Prix,1965
707,9,46,United States Grand Prix,1965
708,10,32,Mexican Grand Prix,1965
709,1,6,Monaco Grand Prix,1964
710,2,39,Dutch Grand Prix,1964
711,3,13,Belgian Grand Prix,1964
712,4,53,French Grand Prix,1964
713,5,38,British Grand Prix,1964
714,6,20,German Grand Prix,1964
715,7,57,Austrian Grand Prix,1964
716,8,14,Italian Grand Prix,1964
717,9,46,United States Grand Prix,1964
718,10,32,Mexican Grand Prix,1964
756,1,6,Monaco Grand Prix,1959
757,2,19,Indianapolis 500,1959
758,3,39,Dutch Grand Prix,1959
759,4,55,French Grand Prix,1959
760,5,58,British Grand Prix,1959
761,6,61,German Grand Prix,1959
762,7,62,Portuguese Grand Prix,1959
763,8,14,Italian Grand Prix,1959
764,9,63,United States Grand Prix,1959
729,1,39,Dutch Grand Prix,1962
730,2,6,Monaco Grand Prix,1962
731,3,13,Belgian Grand Prix,1962
732,4,53,French Grand Prix,1962
733,5,58,British Grand Prix,1962
734,6,20,German Grand Prix,1962
735,7,14,Italian Grand Prix,1962
736,8,46,United States Grand Prix,1962
737,9,56,South African Grand Prix,1962
690,1,6,Monaco Grand Prix,1966
691,2,13,Belgian Grand Prix,1966
692,3,55,French Grand Prix,1966
693,4,38,British Grand Prix,1966
694,5,39,Dutch Grand Prix,1966
695,6,20,German Grand Prix,1966
696,7,14,Italian Grand Prix,1966
697,8,46,United States Grand Prix,1966
698,9,32,Mexican Grand Prix,1966
799,1,25,Argentine Grand Prix,1954
800,2,19,Indianapolis 500,1954
801,3,13,Belgian Grand Prix,1954
802,4,55,French Grand Prix,1954
803,5,9,British Grand Prix,1954
804,6,20,German Grand Prix,1954
805,7,66,Swiss Grand Prix,1954
806,8,14,Italian Grand Prix,1954
807,9,67,Spanish Grand Prix,1954
808,1,25,Argentine Grand Prix,1953
809,2,19,Indianapolis 500,1953
810,3,39,Dutch Grand Prix,1953
811,4,13,Belgian Grand Prix,1953
812,5,55,French Grand Prix,1953
813,6,9,British Grand Prix,1953
814,7,20,German Grand Prix,1953
815,8,66,Swiss Grand Prix,1953
816,9,14,Italian Grand Prix,1953
738,1,6,Monaco Grand Prix,1961
739,2,39,Dutch Grand Prix,1961
740,3,13,Belgian Grand Prix,1961
741,4,55,French Grand Prix,1961
742,5,58,British Grand Prix,1961
743,6,20,German Grand Prix,1961
744,7,14,Italian Grand Prix,1961
745,8,46,United States Grand Prix,1961
776,1,25,Argentine Grand Prix,1957
777,2,6,Monaco Grand Prix,1957
778,3,19,Indianapolis 500,1957
779,4,53,French Grand Prix,1957
780,5,58,British Grand Prix,1957
781,6,20,German Grand Prix,1957
782,7,65,Pescara Grand Prix,1957
783,8,14,Italian Grand Prix,1957
784,1,25,Argentine Grand Prix,1956
785,2,6,Monaco Grand Prix,1956
786,3,19,Indianapolis 500,1956
787,4,13,Belgian Grand Prix,1956
788,5,55,French Grand Prix,1956
789,6,9,British Grand Prix,1956
790,7,20,German Grand Prix,1956
791,8,14,Italian Grand Prix,1956
825,1,66,Swiss Grand Prix,1951
826,2,19,Indianapolis 500,1951
827,3,13,Belgian Grand Prix,1951
828,4,55,French Grand Prix,1951
829,5,9,British Grand Prix,1951
830,6,20,German Grand Prix,1951
831,7,14,Italian Grand Prix,1951
832,8,67,Spanish Grand Prix,1951
817,1,66,Swiss Grand Prix,1952
818,2,19,Indianapolis 500,1952
819,3,13,Belgian Grand Prix,1952
820,4,53,French Grand Prix,1952
821,5,9,British Grand Prix,1952
822,6,20,German Grand Prix,1952
823,7,39,Dutch Grand Prix,1952
824,8,14,Italian Grand Prix,1952
792,1,25,Argentine Grand Prix,1955
793,2,6,Monaco Grand Prix,1955
794,3,19,Indianapolis 500,1955
795,4,13,Belgian Grand Prix,1955
796,5,39,Dutch Grand Prix,1955
797,6,58,British Grand Prix,1955
798,7,14,Italian Grand Prix,1955
833,1,9,British Grand Prix,1950
834,2,6,Monaco Grand Prix,1950
835,3,19,Indianapolis 500,1950
836,4,66,Swiss Grand Prix,1950
837,5,13,Belgian Grand Prix,1950
838,6,55,French Grand Prix,1950
839,7,14,Italian Grand Prix,1950
