race_id,race_year,round,circuit_id,name,ingestion_date,race_timestamp
1007,2018,19,32,Mexican Grand Prix,2023-08-19T21:48:05.430+05:30,2018-10-28T19:10:00.000+05:30
1008,2018,20,18,Brazilian Grand Prix,2023-08-19T21:48:05.430+05:30,2018-11-11T17:10:00.000+05:30
1009,2018,21,24,Abu Dhabi Grand Prix,2023-08-19T21:48:05.430+05:30,2018-11-25T13:10:00.000+05:30
1010,2019,1,1,Australian Grand Prix,2023-08-19T21:48:05.430+05:30,2019-03-17T05:10:00.000+05:30
1011,2019,2,3,Bahrain Grand Prix,2023-08-19T21:48:05.430+05:30,2019-03-31T15:10:00.000+05:30
1012,2019,3,17,Chinese Grand Prix,2023-08-19T21:48:05.430+05:30,2019-04-14T06:10:00.000+05:30
1013,2019,4,73,Azerbaijan Grand Prix,2023-08-19T21:48:05.430+05:30,2019-04-28T12:10:00.000+05:30
1014,2019,5,4,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,2019-05-12T13:10:00.000+05:30
1015,2019,6,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,2019-05-26T13:10:00.000+05:30
1016,2019,7,7,Canadian Grand Prix,2023-08-19T21:48:05.430+05:30,2019-06-09T18:10:00.000+05:30
1017,2019,8,34,French Grand Prix,2023-08-19T21:48:05.430+05:30,2019-06-23T13:10:00.000+05:30
1018,2019,9,70,Austrian Grand Prix,2023-08-19T21:48:05.430+05:30,2019-06-30T13:10:00.000+05:30
1019,2019,10,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,2019-07-14T13:10:00.000+05:30
1020,2019,11,10,German Grand Prix,2023-08-19T21:48:05.430+05:30,2019-07-28T13:10:00.000+05:30
1021,2019,12,11,Hungarian Grand Prix,2023-08-19T21:48:05.430+05:30,2019-08-04T13:10:00.000+05:30
1022,2019,13,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,2019-09-01T13:10:00.000+05:30
1023,2019,14,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,2019-09-08T13:10:00.000+05:30
1024,2019,15,15,Singapore Grand Prix,2023-08-19T21:48:05.430+05:30,2019-09-22T12:10:00.000+05:30
1025,2019,16,71,Russian Grand Prix,2023-08-19T21:48:05.430+05:30,2019-09-29T11:10:00.000+05:30
1026,2019,17,22,Japanese Grand Prix,2023-08-19T21:48:05.430+05:30,2019-10-13T05:10:00.000+05:30
1027,2019,18,32,Mexican Grand Prix,2023-08-19T21:48:05.430+05:30,2019-10-27T19:10:00.000+05:30
1028,2019,19,69,United States Grand Prix,2023-08-19T21:48:05.430+05:30,2019-11-03T19:10:00.000+05:30
1029,2019,20,18,Brazilian Grand Prix,2023-08-19T21:48:05.430+05:30,2019-11-17T17:10:00.000+05:30
1030,2019,21,24,Abu Dhabi Grand Prix,2023-08-19T21:48:05.430+05:30,2019-12-01T13:10:00.000+05:30
1031,2020,1,70,Austrian Grand Prix,2023-08-19T21:48:05.430+05:30,2020-07-05T13:10:00.000+05:30
1032,2020,2,70,Styrian Grand Prix,2023-08-19T21:48:05.430+05:30,2020-07-12T13:10:00.000+05:30
1033,2020,3,11,Hungarian Grand Prix,2023-08-19T21:48:05.430+05:30,2020-07-19T13:10:00.000+05:30
1034,2020,4,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,2020-08-02T13:10:00.000+05:30
1035,2020,5,9,70th Anniversary Grand Prix,2023-08-19T21:48:05.430+05:30,2020-08-09T13:10:00.000+05:30
1036,2020,6,4,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,2020-08-16T13:10:00.000+05:30
1037,2020,7,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,2020-08-30T13:10:00.000+05:30
1038,2020,8,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,2020-09-06T13:10:00.000+05:30
1039,2020,9,76,Tuscan Grand Prix,2023-08-19T21:48:05.430+05:30,2020-09-13T13:10:00.000+05:30
1040,2020,10,71,Russian Grand Prix,2023-08-19T21:48:05.430+05:30,2020-09-27T11:10:00.000+05:30
1041,2020,11,20,Eifel Grand Prix,2023-08-19T21:48:05.430+05:30,2020-10-11T13:10:00.000+05:30
1042,2020,12,75,Portuguese Grand Prix,2023-08-19T21:48:05.430+05:30,2020-10-25T12:10:00.000+05:30
1043,2020,13,21,Emilia Romagna Grand Prix,2023-08-19T21:48:05.430+05:30,2020-11-01T12:10:00.000+05:30
1044,2020,14,5,Turkish Grand Prix,2023-08-19T21:48:05.430+05:30,2020-11-15T10:10:00.000+05:30
1045,2020,15,3,Bahrain Grand Prix,2023-08-19T21:48:05.430+05:30,2020-11-29T14:10:00.000+05:30
1046,2020,16,3,Sakhir Grand Prix,2023-08-19T21:48:05.430+05:30,2020-12-06T17:10:00.000+05:30
1047,2020,17,24,Abu Dhabi Grand Prix,2023-08-19T21:48:05.430+05:30,2020-12-13T13:10:00.000+05:30
1053,2021,2,21,Emilia Romagna Grand Prix,2023-08-19T21:48:05.430+05:30,2021-04-18T13:00:00.000+05:30
1052,2021,1,3,Bahrain Grand Prix,2023-08-19T21:48:05.430+05:30,2021-03-28T15:00:00.000+05:30
1051,2021,21,1,Australian Grand Prix,2023-08-19T21:48:05.430+05:30,2021-11-21T06:00:00.000+05:30
1054,2021,3,20,TBC,2023-08-19T21:48:05.430+05:30,""
1055,2021,4,4,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,2021-05-09T13:00:00.000+05:30
1056,2021,5,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,2021-05-23T13:00:00.000+05:30
1057,2021,6,73,Azerbaijan Grand Prix,2023-08-19T21:48:05.430+05:30,2021-06-06T12:00:00.000+05:30
1058,2021,7,7,Canadian Grand Prix,2023-08-19T21:48:05.430+05:30,2021-06-13T18:00:00.000+05:30
1059,2021,8,34,French Grand Prix,2023-08-19T21:48:05.430+05:30,2021-06-27T13:00:00.000+05:30
1060,2021,9,70,Austrian Grand Prix,2023-08-19T21:48:05.430+05:30,2021-07-04T13:00:00.000+05:30
1061,2021,10,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,2021-07-18T14:00:00.000+05:30
1062,2021,11,11,Hungarian Grand Prix,2023-08-19T21:48:05.430+05:30,2021-08-01T13:00:00.000+05:30
1063,2021,12,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,2021-08-29T13:00:00.000+05:30
1064,2021,13,39,Dutch Grand Prix,2023-08-19T21:48:05.430+05:30,2021-09-05T13:00:00.000+05:30
1065,2021,14,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,2021-09-12T13:00:00.000+05:30
1066,2021,15,71,Russian Grand Prix,2023-08-19T21:48:05.430+05:30,2021-09-26T12:00:00.000+05:30
1067,2021,16,15,Singapore Grand Prix,2023-08-19T21:48:05.430+05:30,2021-10-03T12:00:00.000+05:30
1068,2021,17,22,Japanese Grand Prix,2023-08-19T21:48:05.430+05:30,2021-10-10T05:00:00.000+05:30
1069,2021,18,69,United States Grand Prix,2023-08-19T21:48:05.430+05:30,2021-10-24T19:00:00.000+05:30
1070,2021,19,32,Mexico City Grand Prix,2023-08-19T21:48:05.430+05:30,2021-10-31T19:00:00.000+05:30
1071,2021,20,18,Brazilian Grand Prix,2023-08-19T21:48:05.430+05:30,2021-11-07T17:00:00.000+05:30
1072,2021,22,77,Saudi Arabian Grand Prix,2023-08-19T21:48:05.430+05:30,2021-12-05T16:00:00.000+05:30
1073,2021,23,24,Abu Dhabi Grand Prix,2023-08-19T21:48:05.430+05:30,2021-12-12T13:00:00.000+05:30
