race_id,race_year,round,circuit_id,name,ingestion_date,race_timestamp
714,1964,6,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,""
715,1964,7,57,Austrian Grand Prix,2023-08-19T21:48:05.430+05:30,""
716,1964,8,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
717,1964,9,46,United States Grand Prix,2023-08-19T21:48:05.430+05:30,""
718,1964,10,32,Mexican Grand Prix,2023-08-19T21:48:05.430+05:30,""
719,1963,1,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,""
720,1963,2,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,""
721,1963,3,39,Dutch Grand Prix,2023-08-19T21:48:05.430+05:30,""
722,1963,4,55,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
723,1963,5,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
724,1963,6,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,""
725,1963,7,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
726,1963,8,46,United States Grand Prix,2023-08-19T21:48:05.430+05:30,""
727,1963,9,32,Mexican Grand Prix,2023-08-19T21:48:05.430+05:30,""
728,1963,10,56,South African Grand Prix,2023-08-19T21:48:05.430+05:30,""
729,1962,1,39,Dutch Grand Prix,2023-08-19T21:48:05.430+05:30,""
730,1962,2,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,""
731,1962,3,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,""
732,1962,4,53,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
733,1962,5,58,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
734,1962,6,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,""
735,1962,7,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
736,1962,8,46,United States Grand Prix,2023-08-19T21:48:05.430+05:30,""
737,1962,9,56,South African Grand Prix,2023-08-19T21:48:05.430+05:30,""
738,1961,1,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,""
739,1961,2,39,Dutch Grand Prix,2023-08-19T21:48:05.430+05:30,""
740,1961,3,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,""
741,1961,4,55,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
742,1961,5,58,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
743,1961,6,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,""
744,1961,7,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
745,1961,8,46,United States Grand Prix,2023-08-19T21:48:05.430+05:30,""
746,1960,1,25,Argentine Grand Prix,2023-08-19T21:48:05.430+05:30,""
747,1960,2,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,""
748,1960,3,19,Indianapolis 500,2023-08-19T21:48:05.430+05:30,""
749,1960,4,39,Dutch Grand Prix,2023-08-19T21:48:05.430+05:30,""
750,1960,5,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,""
751,1960,6,55,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
752,1960,7,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
753,1960,8,59,Portuguese Grand Prix,2023-08-19T21:48:05.430+05:30,""
754,1960,9,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
755,1960,10,60,United States Grand Prix,2023-08-19T21:48:05.430+05:30,""
756,1959,1,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,""
757,1959,2,19,Indianapolis 500,2023-08-19T21:48:05.430+05:30,""
758,1959,3,39,Dutch Grand Prix,2023-08-19T21:48:05.430+05:30,""
759,1959,4,55,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
760,1959,5,58,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
761,1959,6,61,German Grand Prix,2023-08-19T21:48:05.430+05:30,""
762,1959,7,62,Portuguese Grand Prix,2023-08-19T21:48:05.430+05:30,""
763,1959,8,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
764,1959,9,63,United States Grand Prix,2023-08-19T21:48:05.430+05:30,""
765,1958,1,25,Argentine Grand Prix,2023-08-19T21:48:05.430+05:30,""
766,1958,2,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,""
767,1958,3,39,Dutch Grand Prix,2023-08-19T21:48:05.430+05:30,""
768,1958,4,19,Indianapolis 500,2023-08-19T21:48:05.430+05:30,""
769,1958,5,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,""
770,1958,6,55,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
771,1958,7,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
772,1958,8,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,""
773,1958,9,59,Portuguese Grand Prix,2023-08-19T21:48:05.430+05:30,""
774,1958,10,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
775,1958,11,64,Moroccan Grand Prix,2023-08-19T21:48:05.430+05:30,""
776,1957,1,25,Argentine Grand Prix,2023-08-19T21:48:05.430+05:30,""
777,1957,2,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,""
778,1957,3,19,Indianapolis 500,2023-08-19T21:48:05.430+05:30,""
779,1957,4,53,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
780,1957,5,58,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
781,1957,6,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,""
782,1957,7,65,Pescara Grand Prix,2023-08-19T21:48:05.430+05:30,""
783,1957,8,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
784,1956,1,25,Argentine Grand Prix,2023-08-19T21:48:05.430+05:30,""
785,1956,2,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,""
786,1956,3,19,Indianapolis 500,2023-08-19T21:48:05.430+05:30,""
787,1956,4,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,""
788,1956,5,55,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
789,1956,6,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
790,1956,7,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,""
791,1956,8,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
792,1955,1,25,Argentine Grand Prix,2023-08-19T21:48:05.430+05:30,""
793,1955,2,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,""
794,1955,3,19,Indianapolis 500,2023-08-19T21:48:05.430+05:30,""
795,1955,4,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,""
796,1955,5,39,Dutch Grand Prix,2023-08-19T21:48:05.430+05:30,""
797,1955,6,58,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
798,1955,7,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
799,1954,1,25,Argentine Grand Prix,2023-08-19T21:48:05.430+05:30,""
800,1954,2,19,Indianapolis 500,2023-08-19T21:48:05.430+05:30,""
801,1954,3,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,""
802,1954,4,55,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
803,1954,5,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
804,1954,6,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,""
805,1954,7,66,Swiss Grand Prix,2023-08-19T21:48:05.430+05:30,""
806,1954,8,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
807,1954,9,67,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,""
808,1953,1,25,Argentine Grand Prix,2023-08-19T21:48:05.430+05:30,""
809,1953,2,19,Indianapolis 500,2023-08-19T21:48:05.430+05:30,""
810,1953,3,39,Dutch Grand Prix,2023-08-19T21:48:05.430+05:30,""
811,1953,4,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,""
812,1953,5,55,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
813,1953,6,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
814,1953,7,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,""
815,1953,8,66,Swiss Grand Prix,2023-08-19T21:48:05.430+05:30,""
816,1953,9,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
817,1952,1,66,Swiss Grand Prix,2023-08-19T21:48:05.430+05:30,""
818,1952,2,19,Indianapolis 500,2023-08-19T21:48:05.430+05:30,""
819,1952,3,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,""
820,1952,4,53,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
821,1952,5,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
822,1952,6,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,""
823,1952,7,39,Dutch Grand Prix,2023-08-19T21:48:05.430+05:30,""
824,1952,8,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
825,1951,1,66,Swiss Grand Prix,2023-08-19T21:48:05.430+05:30,""
826,1951,2,19,Indianapolis 500,2023-08-19T21:48:05.430+05:30,""
827,1951,3,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,""
828,1951,4,55,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
829,1951,5,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
830,1951,6,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,""
831,1951,7,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
832,1951,8,67,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,""
833,1950,1,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,""
834,1950,2,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,""
835,1950,3,19,Indianapolis 500,2023-08-19T21:48:05.430+05:30,""
836,1950,4,66,Swiss Grand Prix,2023-08-19T21:48:05.430+05:30,""
837,1950,5,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,""
838,1950,6,55,French Grand Prix,2023-08-19T21:48:05.430+05:30,""
839,1950,7,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,""
841,2011,1,1,Australian Grand Prix,2023-08-19T21:48:05.430+05:30,2011-03-27T06:00:00.000+05:30
842,2011,2,2,Malaysian Grand Prix,2023-08-19T21:48:05.430+05:30,2011-04-10T08:00:00.000+05:30
843,2011,3,17,Chinese Grand Prix,2023-08-19T21:48:05.430+05:30,2011-04-17T07:00:00.000+05:30
844,2011,4,5,Turkish Grand Prix,2023-08-19T21:48:05.430+05:30,2011-05-08T12:00:00.000+05:30
845,2011,5,4,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,2011-05-22T12:00:00.000+05:30
846,2011,6,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,2011-05-29T12:00:00.000+05:30
847,2011,7,7,Canadian Grand Prix,2023-08-19T21:48:05.430+05:30,2011-06-12T17:00:00.000+05:30
848,2011,8,12,European Grand Prix,2023-08-19T21:48:05.430+05:30,2011-06-26T12:00:00.000+05:30
849,2011,9,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,2011-07-10T12:00:00.000+05:30
850,2011,10,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,2011-07-24T12:00:00.000+05:30
851,2011,11,11,Hungarian Grand Prix,2023-08-19T21:48:05.430+05:30,2011-07-31T12:00:00.000+05:30
852,2011,12,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,2011-08-28T12:00:00.000+05:30
853,2011,13,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,2011-09-11T12:00:00.000+05:30
854,2011,14,15,Singapore Grand Prix,2023-08-19T21:48:05.430+05:30,2011-09-25T12:00:00.000+05:30
855,2011,15,22,Japanese Grand Prix,2023-08-19T21:48:05.430+05:30,2011-10-09T06:00:00.000+05:30
856,2011,16,35,Korean Grand Prix,2023-08-19T21:48:05.430+05:30,2011-10-16T06:00:00.000+05:30
857,2011,17,68,Indian Grand Prix,2023-08-19T21:48:05.430+05:30,2011-10-30T09:30:00.000+05:30
858,2011,18,24,Abu Dhabi Grand Prix,2023-08-19T21:48:05.430+05:30,2011-11-13T13:00:00.000+05:30
859,2011,19,18,Brazilian Grand Prix,2023-08-19T21:48:05.430+05:30,2011-11-27T16:00:00.000+05:30
860,2012,1,1,Australian Grand Prix,2023-08-19T21:48:05.430+05:30,2012-03-18T06:00:00.000+05:30
861,2012,2,2,Malaysian Grand Prix,2023-08-19T21:48:05.430+05:30,2012-03-25T08:00:00.000+05:30
862,2012,3,17,Chinese Grand Prix,2023-08-19T21:48:05.430+05:30,2012-04-15T07:00:00.000+05:30
863,2012,4,3,Bahrain Grand Prix,2023-08-19T21:48:05.430+05:30,2012-04-22T12:00:00.000+05:30
864,2012,5,4,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,2012-05-13T12:00:00.000+05:30
865,2012,6,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,2012-05-27T12:00:00.000+05:30
866,2012,7,7,Canadian Grand Prix,2023-08-19T21:48:05.430+05:30,2012-06-10T18:00:00.000+05:30
867,2012,8,12,European Grand Prix,2023-08-19T21:48:05.430+05:30,2012-06-24T12:00:00.000+05:30
868,2012,9,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,2012-07-08T12:00:00.000+05:30
869,2012,10,10,German Grand Prix,2023-08-19T21:48:05.430+05:30,2012-07-22T12:00:00.000+05:30
870,2012,11,11,Hungarian Grand Prix,2023-08-19T21:48:05.430+05:30,2012-07-29T12:00:00.000+05:30
871,2012,12,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,2012-09-02T12:00:00.000+05:30
872,2012,13,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,2012-09-09T12:00:00.000+05:30
873,2012,14,15,Singapore Grand Prix,2023-08-19T21:48:05.430+05:30,2012-09-23T12:00:00.000+05:30
874,2012,15,22,Japanese Grand Prix,2023-08-19T21:48:05.430+05:30,2012-10-07T06:00:00.000+05:30
875,2012,16,35,Korean Grand Prix,2023-08-19T21:48:05.430+05:30,2012-10-14T06:00:00.000+05:30
876,2012,17,68,Indian Grand Prix,2023-08-19T21:48:05.430+05:30,2012-10-28T09:30:00.000+05:30
877,2012,18,24,Abu Dhabi Grand Prix,2023-08-19T21:48:05.430+05:30,2012-11-04T13:00:00.000+05:30
878,2012,19,69,United States Grand Prix,2023-08-19T21:48:05.430+05:30,2012-11-18T19:00:00.000+05:30
879,2012,20,18,Brazilian Grand Prix,2023-08-19T21:48:05.430+05:30,2012-11-25T16:00:00.000+05:30
880,2013,1,1,Australian Grand Prix,2023-08-19T21:48:05.430+05:30,2013-03-17T06:00:00.000+05:30
881,2013,2,2,Malaysian Grand Prix,2023-08-19T21:48:05.430+05:30,2013-03-24T08:00:00.000+05:30
882,2013,3,17,Chinese Grand Prix,2023-08-19T21:48:05.430+05:30,2013-04-14T07:00:00.000+05:30
883,2013,4,3,Bahrain Grand Prix,2023-08-19T21:48:05.430+05:30,2013-04-21T12:00:00.000+05:30
884,2013,5,4,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,2013-05-12T12:00:00.000+05:30
885,2013,6,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,2013-05-26T12:00:00.000+05:30
886,2013,7,7,Canadian Grand Prix,2023-08-19T21:48:05.430+05:30,2013-06-09T18:00:00.000+05:30
887,2013,8,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,2013-06-30T12:00:00.000+05:30
888,2013,9,20,German Grand Prix,2023-08-19T21:48:05.430+05:30,2013-07-07T12:00:00.000+05:30
890,2013,10,11,Hungarian Grand Prix,2023-08-19T21:48:05.430+05:30,2013-07-28T12:00:00.000+05:30
891,2013,11,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,2013-08-25T12:00:00.000+05:30
892,2013,12,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,2013-09-08T12:00:00.000+05:30
893,2013,13,15,Singapore Grand Prix,2023-08-19T21:48:05.430+05:30,2013-09-22T12:00:00.000+05:30
894,2013,14,35,Korean Grand Prix,2023-08-19T21:48:05.430+05:30,2013-10-06T06:00:00.000+05:30
895,2013,15,22,Japanese Grand Prix,2023-08-19T21:48:05.430+05:30,2013-10-13T06:00:00.000+05:30
896,2013,16,68,Indian Grand Prix,2023-08-19T21:48:05.430+05:30,2013-10-27T09:30:00.000+05:30
897,2013,17,24,Abu Dhabi Grand Prix,2023-08-19T21:48:05.430+05:30,2013-11-03T13:00:00.000+05:30
898,2013,18,69,United States Grand Prix,2023-08-19T21:48:05.430+05:30,2013-11-17T19:00:00.000+05:30
899,2013,19,18,Brazilian Grand Prix,2023-08-19T21:48:05.430+05:30,2013-11-24T16:00:00.000+05:30
900,2014,1,1,Australian Grand Prix,2023-08-19T21:48:05.430+05:30,2014-03-16T06:00:00.000+05:30
901,2014,2,2,Malaysian Grand Prix,2023-08-19T21:48:05.430+05:30,2014-03-30T08:00:00.000+05:30
902,2014,3,3,Bahrain Grand Prix,2023-08-19T21:48:05.430+05:30,2014-04-06T15:00:00.000+05:30
903,2014,4,17,Chinese Grand Prix,2023-08-19T21:48:05.430+05:30,2014-04-20T07:00:00.000+05:30
904,2014,5,4,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,2014-05-11T12:00:00.000+05:30
905,2014,6,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,2014-05-25T12:00:00.000+05:30
906,2014,7,7,Canadian Grand Prix,2023-08-19T21:48:05.430+05:30,2014-06-08T18:00:00.000+05:30
907,2014,8,70,Austrian Grand Prix,2023-08-19T21:48:05.430+05:30,2014-06-22T12:00:00.000+05:30
908,2014,9,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,2014-07-06T12:00:00.000+05:30
909,2014,10,10,German Grand Prix,2023-08-19T21:48:05.430+05:30,2014-07-20T12:00:00.000+05:30
910,2014,11,11,Hungarian Grand Prix,2023-08-19T21:48:05.430+05:30,2014-07-27T12:00:00.000+05:30
911,2014,12,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,2014-08-24T12:00:00.000+05:30
912,2014,13,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,2014-09-07T12:00:00.000+05:30
913,2014,14,15,Singapore Grand Prix,2023-08-19T21:48:05.430+05:30,2014-09-21T12:00:00.000+05:30
914,2014,15,22,Japanese Grand Prix,2023-08-19T21:48:05.430+05:30,2014-10-05T06:00:00.000+05:30
915,2014,16,71,Russian Grand Prix,2023-08-19T21:48:05.430+05:30,2014-10-12T11:00:00.000+05:30
916,2014,17,69,United States Grand Prix,2023-08-19T21:48:05.430+05:30,2014-11-02T20:00:00.000+05:30
917,2014,18,18,Brazilian Grand Prix,2023-08-19T21:48:05.430+05:30,2014-11-09T16:00:00.000+05:30
918,2014,19,24,Abu Dhabi Grand Prix,2023-08-19T21:48:05.430+05:30,2014-11-23T13:00:00.000+05:30
931,2015,6,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,2015-05-24T12:00:00.000+05:30
932,2015,7,7,Canadian Grand Prix,2023-08-19T21:48:05.430+05:30,2015-06-07T18:00:00.000+05:30
929,2015,4,3,Bahrain Grand Prix,2023-08-19T21:48:05.430+05:30,2015-04-19T15:00:00.000+05:30
930,2015,5,4,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,2015-05-10T12:00:00.000+05:30
928,2015,3,17,Chinese Grand Prix,2023-08-19T21:48:05.430+05:30,2015-04-12T06:00:00.000+05:30
926,2015,1,1,Australian Grand Prix,2023-08-19T21:48:05.430+05:30,2015-03-15T05:00:00.000+05:30
927,2015,2,2,Malaysian Grand Prix,2023-08-19T21:48:05.430+05:30,2015-03-29T07:00:00.000+05:30
933,2015,8,70,Austrian Grand Prix,2023-08-19T21:48:05.430+05:30,2015-06-21T12:00:00.000+05:30
934,2015,9,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,2015-07-05T12:00:00.000+05:30
936,2015,10,11,Hungarian Grand Prix,2023-08-19T21:48:05.430+05:30,2015-07-26T12:00:00.000+05:30
937,2015,11,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,2015-08-23T12:00:00.000+05:30
938,2015,12,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,2015-09-06T12:00:00.000+05:30
939,2015,13,15,Singapore Grand Prix,2023-08-19T21:48:05.430+05:30,2015-09-20T12:00:00.000+05:30
940,2015,14,22,Japanese Grand Prix,2023-08-19T21:48:05.430+05:30,2015-09-27T05:00:00.000+05:30
941,2015,15,71,Russian Grand Prix,2023-08-19T21:48:05.430+05:30,2015-10-11T11:00:00.000+05:30
942,2015,16,69,United States Grand Prix,2023-08-19T21:48:05.430+05:30,2015-10-25T19:00:00.000+05:30
943,2015,17,32,Mexican Grand Prix,2023-08-19T21:48:05.430+05:30,2015-11-01T19:00:00.000+05:30
944,2015,18,18,Brazilian Grand Prix,2023-08-19T21:48:05.430+05:30,2015-11-15T16:00:00.000+05:30
945,2015,19,24,Abu Dhabi Grand Prix,2023-08-19T21:48:05.430+05:30,2015-11-29T13:00:00.000+05:30
948,2016,1,1,Australian Grand Prix,2023-08-19T21:48:05.430+05:30,2016-03-20T05:00:00.000+05:30
949,2016,2,3,Bahrain Grand Prix,2023-08-19T21:48:05.430+05:30,2016-04-03T15:00:00.000+05:30
950,2016,3,17,Chinese Grand Prix,2023-08-19T21:48:05.430+05:30,2016-04-17T06:00:00.000+05:30
951,2016,4,71,Russian Grand Prix,2023-08-19T21:48:05.430+05:30,2016-05-01T12:00:00.000+05:30
952,2016,5,4,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,2016-05-15T12:00:00.000+05:30
953,2016,6,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,2016-05-29T12:00:00.000+05:30
954,2016,7,7,Canadian Grand Prix,2023-08-19T21:48:05.430+05:30,2016-06-12T18:00:00.000+05:30
955,2016,8,73,European Grand Prix,2023-08-19T21:48:05.430+05:30,2016-06-19T13:00:00.000+05:30
956,2016,9,70,Austrian Grand Prix,2023-08-19T21:48:05.430+05:30,2016-07-03T12:00:00.000+05:30
957,2016,10,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,2016-07-10T12:00:00.000+05:30
958,2016,11,11,Hungarian Grand Prix,2023-08-19T21:48:05.430+05:30,2016-07-24T12:00:00.000+05:30
959,2016,12,10,German Grand Prix,2023-08-19T21:48:05.430+05:30,2016-07-31T12:00:00.000+05:30
960,2016,13,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,2016-08-28T12:00:00.000+05:30
961,2016,14,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,2016-09-04T12:00:00.000+05:30
962,2016,15,15,Singapore Grand Prix,2023-08-19T21:48:05.430+05:30,2016-09-18T12:00:00.000+05:30
963,2016,16,2,Malaysian Grand Prix,2023-08-19T21:48:05.430+05:30,2016-10-02T07:00:00.000+05:30
964,2016,17,22,Japanese Grand Prix,2023-08-19T21:48:05.430+05:30,2016-10-09T05:00:00.000+05:30
965,2016,18,69,United States Grand Prix,2023-08-19T21:48:05.430+05:30,2016-10-23T19:00:00.000+05:30
966,2016,19,32,Mexican Grand Prix,2023-08-19T21:48:05.430+05:30,2016-10-30T19:00:00.000+05:30
967,2016,20,18,Brazilian Grand Prix,2023-08-19T21:48:05.430+05:30,2016-11-13T16:00:00.000+05:30
968,2016,21,24,Abu Dhabi Grand Prix,2023-08-19T21:48:05.430+05:30,2016-11-27T13:00:00.000+05:30
969,2017,1,1,Australian Grand Prix,2023-08-19T21:48:05.430+05:30,2017-03-26T05:00:00.000+05:30
970,2017,2,17,Chinese Grand Prix,2023-08-19T21:48:05.430+05:30,2017-04-09T06:00:00.000+05:30
971,2017,3,3,Bahrain Grand Prix,2023-08-19T21:48:05.430+05:30,2017-04-16T15:00:00.000+05:30
972,2017,4,71,Russian Grand Prix,2023-08-19T21:48:05.430+05:30,2017-04-30T12:00:00.000+05:30
973,2017,5,4,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,2017-05-14T12:00:00.000+05:30
974,2017,6,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,2017-05-28T12:00:00.000+05:30
975,2017,7,7,Canadian Grand Prix,2023-08-19T21:48:05.430+05:30,2017-06-11T18:00:00.000+05:30
976,2017,8,73,Azerbaijan Grand Prix,2023-08-19T21:48:05.430+05:30,2017-06-25T13:00:00.000+05:30
977,2017,9,70,Austrian Grand Prix,2023-08-19T21:48:05.430+05:30,2017-07-09T12:00:00.000+05:30
978,2017,10,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,2017-07-16T12:00:00.000+05:30
979,2017,11,11,Hungarian Grand Prix,2023-08-19T21:48:05.430+05:30,2017-07-30T12:00:00.000+05:30
980,2017,12,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,2017-08-27T12:00:00.000+05:30
981,2017,13,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,2017-09-03T12:00:00.000+05:30
982,2017,14,15,Singapore Grand Prix,2023-08-19T21:48:05.430+05:30,2017-09-17T12:00:00.000+05:30
983,2017,15,2,Malaysian Grand Prix,2023-08-19T21:48:05.430+05:30,2017-10-01T07:00:00.000+05:30
984,2017,16,22,Japanese Grand Prix,2023-08-19T21:48:05.430+05:30,2017-10-08T05:00:00.000+05:30
985,2017,17,69,United States Grand Prix,2023-08-19T21:48:05.430+05:30,2017-10-22T19:00:00.000+05:30
986,2017,18,32,Mexican Grand Prix,2023-08-19T21:48:05.430+05:30,2017-10-29T19:00:00.000+05:30
987,2017,19,18,Brazilian Grand Prix,2023-08-19T21:48:05.430+05:30,2017-11-12T16:00:00.000+05:30
988,2017,20,24,Abu Dhabi Grand Prix,2023-08-19T21:48:05.430+05:30,2017-11-26T13:00:00.000+05:30
989,2018,1,1,Australian Grand Prix,2023-08-19T21:48:05.430+05:30,2018-03-25T05:10:00.000+05:30
990,2018,2,3,Bahrain Grand Prix,2023-08-19T21:48:05.430+05:30,2018-04-08T15:10:00.000+05:30
991,2018,3,17,Chinese Grand Prix,2023-08-19T21:48:05.430+05:30,2018-04-15T06:10:00.000+05:30
992,2018,4,73,Azerbaijan Grand Prix,2023-08-19T21:48:05.430+05:30,2018-04-29T12:10:00.000+05:30
993,2018,5,4,Spanish Grand Prix,2023-08-19T21:48:05.430+05:30,2018-05-13T13:10:00.000+05:30
994,2018,6,6,Monaco Grand Prix,2023-08-19T21:48:05.430+05:30,2018-05-27T13:10:00.000+05:30
995,2018,7,7,Canadian Grand Prix,2023-08-19T21:48:05.430+05:30,2018-06-10T18:10:00.000+05:30
996,2018,8,34,French Grand Prix,2023-08-19T21:48:05.430+05:30,2018-06-24T14:10:00.000+05:30
997,2018,9,70,Austrian Grand Prix,2023-08-19T21:48:05.430+05:30,2018-07-01T13:10:00.000+05:30
998,2018,10,9,British Grand Prix,2023-08-19T21:48:05.430+05:30,2018-07-08T13:10:00.000+05:30
999,2018,11,10,German Grand Prix,2023-08-19T21:48:05.430+05:30,2018-07-22T13:10:00.000+05:30
1000,2018,12,11,Hungarian Grand Prix,2023-08-19T21:48:05.430+05:30,2018-07-29T13:10:00.000+05:30
1001,2018,13,13,Belgian Grand Prix,2023-08-19T21:48:05.430+05:30,2018-08-26T13:10:00.000+05:30
1002,2018,14,14,Italian Grand Prix,2023-08-19T21:48:05.430+05:30,2018-09-02T13:10:00.000+05:30
1003,2018,15,15,Singapore Grand Prix,2023-08-19T21:48:05.430+05:30,2018-09-16T12:10:00.000+05:30
1004,2018,16,71,Russian Grand Prix,2023-08-19T21:48:05.430+05:30,2018-09-30T11:10:00.000+05:30
1005,2018,17,22,Japanese Grand Prix,2023-08-19T21:48:05.430+05:30,2018-10-07T05:10:00.000+05:30
1006,2018,18,69,United States Grand Prix,2023-08-19T21:48:05.430+05:30,2018-10-21T18:10:00.000+05:30
