result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,rank,fastest_lap_time,fastest_lap_speed,ingestion_date
20709,353,13,6,7,6,3,3,3,15.0,55,+30.868,10131678,44,4,1:50.502,182.928,2023-08-19T22:50:32.175+05:30
20710,353,30,131,3,9,4,4,4,12.0,55,+39.688,10140498,43,8,1:51.835,180.748,2023-08-19T22:50:32.175+05:30
20711,353,9,4,11,8,5,5,5,10.0,55,+47.734,10148544,45,7,1:51.604,181.122,2023-08-19T22:50:32.175+05:30
20712,353,24,10,15,17,6,6,6,8.0,55,+53.571,10154381,45,5,1:51.371,181.501,2023-08-19T22:50:32.175+05:30
20713,353,22,3,9,10,7,7,7,6.0,55,+1:09.257,10170067,45,6,1:51.564,181.187,2023-08-19T22:50:32.175+05:30
20714,353,155,15,23,12,8,8,8,4.0,55,+1:17.889,10178699,42,14,1:53.086,178.748,2023-08-19T22:50:32.175+05:30
20715,353,2,15,22,13,9,9,9,2.0,55,+1:20.107,10180917,42,15,1:53.263,178.469,2023-08-19T22:50:32.175+05:30
20716,353,807,3,10,11,10,10,10,1.0,55,+1:20.851,10181661,43,10,1:51.982,180.511,2023-08-19T22:50:32.175+05:30
20717,353,153,5,17,15,11,11,11,0.0,55,+1:24.146,10184956,43,9,1:51.962,180.543,2023-08-19T22:50:32.175+05:30
20718,353,18,1,1,7,12,12,12,0.0,55,+1:29.939,10190749,42,11,1:52.193,180.171,2023-08-19T22:50:32.175+05:30
20719,353,5,205,19,21,13,13,13,0.0,54,\N,"",43,16,1:55.018,175.746,2023-08-19T22:50:32.175+05:30
20720,353,811,164,21,24,14,14,14,0.0,53,\N,"",30,20,1:59.290,169.452,2023-08-19T22:50:32.175+05:30
20721,353,29,164,20,23,15,15,15,0.0,53,\N,"",36,19,1:58.313,170.851,2023-08-19T22:50:32.175+05:30
20722,353,16,10,14,14,"",R,16,0.0,46,\N,"",40,12,1:52.601,179.518,2023-08-19T22:50:32.175+05:30
20723,353,20,9,5,1,"",R,17,0.0,45,\N,"",44,2,1:50.375,183.139,2023-08-19T22:50:32.175+05:30
20724,353,808,4,12,20,"",R,18,0.0,39,\N,"",39,13,1:53.031,178.835,2023-08-19T22:50:32.175+05:30
20725,353,10,166,24,19,"",R,19,0.0,31,\N,"",29,18,1:58.102,171.157,2023-08-19T22:50:32.175+05:30
20726,353,67,5,16,16,"",R,20,0.0,30,\N,"",27,17,1:56.768,173.112,2023-08-19T22:50:32.175+05:30
20727,353,810,166,25,22,"",R,21,0.0,25,\N,"",25,23,2:02.635,164.83,2023-08-19T22:50:32.175+05:30
20728,353,15,205,18,18,"",R,22,0.0,25,\N,"",20,24,2:05.161,161.503,2023-08-19T22:50:32.175+05:30
20729,353,17,9,6,2,"",R,23,0.0,18,\N,"",18,21,2:00.025,168.414,2023-08-19T22:50:32.175+05:30
20730,353,3,131,4,5,"",R,24,0.0,18,\N,"",18,22,2:00.652,167.539,2023-08-19T22:50:32.175+05:30
20731,354,20,9,5,2,1,1,1,25.0,71,1:33:11.803,5591803,70,6,1:14.283,208.828,2023-08-19T22:50:32.175+05:30
20732,354,17,9,6,3,2,2,2,18.0,71,+4.243,5596046,69,4,1:14.047,209.493,2023-08-19T22:50:32.175+05:30
20733,354,4,6,8,5,3,3,3,15.0,71,+6.807,5598610,67,2,1:13.855,210.038,2023-08-19T22:50:32.175+05:30
20734,354,1,1,2,4,4,4,4,12.0,71,+14.634,5606437,66,1,1:13.851,210.049,2023-08-19T22:50:32.175+05:30
20735,354,18,1,1,11,5,5,5,10.0,71,+15.593,5607396,71,3,1:13.932,209.819,2023-08-19T22:50:32.175+05:30
20736,354,3,131,4,13,6,6,6,8.0,71,+35.320,5627123,65,5,1:14.184,209.107,2023-08-19T22:50:32.175+05:30
20737,354,30,131,3,8,7,7,7,6.0,71,+43.456,5635259,71,12,1:15.219,206.229,2023-08-19T22:50:32.175+05:30
20738,354,807,3,10,1,8,8,8,4.0,70,\N,"",70,8,1:14.985,206.873,2023-08-19T22:50:32.175+05:30
20739,354,9,4,11,7,9,9,9,2.0,70,\N,"",61,11,1:15.161,206.388,2023-08-19T22:50:32.175+05:30
20740,354,155,15,23,12,10,10,10,1.0,70,\N,"",65,7,1:14.748,207.529,2023-08-19T22:50:32.175+05:30
20741,354,153,5,17,14,11,11,11,0.0,70,\N,"",68,16,1:15.695,204.932,2023-08-19T22:50:32.175+05:30
20742,354,16,10,14,22,12,12,12,0.0,70,\N,"",64,9,1:14.997,206.84,2023-08-19T22:50:32.175+05:30
20743,354,67,5,16,19,13,13,13,0.0,70,\N,"",69,17,1:15.935,204.285,2023-08-19T22:50:32.175+05:30
20744,354,22,3,9,6,14,14,14,0.0,70,\N,"",69,13,1:15.227,206.207,2023-08-19T22:50:32.175+05:30
20745,354,13,6,7,9,15,15,15,0.0,70,\N,"",69,14,1:15.330,205.925,2023-08-19T22:50:32.175+05:30
20746,354,808,4,12,10,16,16,16,0.0,70,\N,"",70,15,1:15.485,205.503,2023-08-19T22:50:32.175+05:30
20747,354,2,15,22,15,17,17,17,0.0,70,\N,"",68,10,1:15.068,206.644,2023-08-19T22:50:32.175+05:30
20748,354,5,205,19,20,18,18,18,0.0,69,\N,"",69,20,1:17.161,201.039,2023-08-19T22:50:32.175+05:30
20749,354,15,205,18,18,19,19,19,0.0,69,\N,"",69,21,1:17.316,200.636,2023-08-19T22:50:32.175+05:30
20750,354,10,166,24,17,20,20,20,0.0,69,\N,"",66,23,1:17.695,199.657,2023-08-19T22:50:32.175+05:30
20751,354,811,164,21,24,21,21,21,0.0,69,\N,"",66,24,1:17.731,199.565,2023-08-19T22:50:32.175+05:30
20752,354,32,164,20,23,22,22,22,0.0,65,\N,"",63,22,1:17.690,199.67,2023-08-19T22:50:32.175+05:30
20753,354,810,166,25,21,"",N,23,0.0,62,\N,"",60,18,1:16.767,202.071,2023-08-19T22:50:32.175+05:30
20754,354,24,10,15,16,"",R,24,0.0,49,\N,"",37,19,1:16.940,201.616,2023-08-19T22:50:32.175+05:30
20755,355,20,9,5,1,1,1,1,25.0,55,1:39:36.837,5976837,50,4,1:41.739,196.526,2023-08-19T22:50:32.175+05:30
20756,355,1,1,2,2,2,2,2,18.0,55,+10.162,5986999,47,1,1:41.274,197.428,2023-08-19T22:50:32.175+05:30
20757,355,18,1,1,4,3,3,3,15.0,55,+11.047,5987884,48,2,1:41.636,196.725,2023-08-19T22:50:32.175+05:30
20758,355,3,131,4,9,4,4,4,12.0,55,+30.747,6007584,52,3,1:41.711,196.58,2023-08-19T22:50:32.175+05:30
20759,355,9,4,11,11,5,5,5,10.0,55,+39.026,6015863,51,5,1:41.753,196.499,2023-08-19T22:50:32.175+05:30
20760,355,808,4,12,10,6,6,6,8.0,55,+43.520,6020357,52,8,1:42.311,195.427,2023-08-19T22:50:32.175+05:30
20761,355,4,6,8,3,7,7,7,6.0,55,+43.797,6020634,52,7,1:42.227,195.588,2023-08-19T22:50:32.175+05:30
20762,355,17,9,6,5,8,8,8,4.0,55,+44.243,6021080,52,6,1:42.196,195.647,2023-08-19T22:50:32.175+05:30
20763,355,153,5,17,17,9,9,9,2.0,55,+50.201,6027038,49,15,1:42.727,194.636,2023-08-19T22:50:32.175+05:30
20764,355,13,6,7,6,10,10,10,1.0,55,+50.868,6027705,52,14,1:42.725,194.64,2023-08-19T22:50:32.175+05:30
20765,355,2,15,22,14,11,11,11,0.0,55,+51.551,6028388,52,12,1:42.673,194.738,2023-08-19T22:50:32.175+05:30
20766,355,22,3,9,7,12,12,12,0.0,55,+57.686,6034523,50,11,1:42.669,194.746,2023-08-19T22:50:32.175+05:30
20767,355,16,10,14,13,13,13,13,0.0,55,+58.325,6035162,52,13,1:42.695,194.696,2023-08-19T22:50:32.175+05:30
20768,355,155,15,23,12,14,14,14,0.0,55,+59.558,6036395,53,16,1:42.733,194.624,2023-08-19T22:50:32.175+05:30
20769,355,67,5,16,18,15,15,15,0.0,55,+1:03.178,6040015,50,10,1:42.573,194.928,2023-08-19T22:50:32.175+05:30
20770,355,807,3,10,15,16,16,16,0.0,55,+1:04.763,6041600,51,9,1:42.397,195.263,2023-08-19T22:50:32.175+05:30
20771,355,5,205,19,20,17,17,17,0.0,54,\N,"",52,17,1:45.378,189.739,2023-08-19T22:50:32.175+05:30
20772,355,810,166,25,22,18,18,18,0.0,53,\N,"",50,19,1:46.126,188.402,2023-08-19T22:50:32.175+05:30
20773,355,811,164,21,23,19,19,19,0.0,53,\N,"",52,20,1:46.255,188.173,2023-08-19T22:50:32.175+05:30
20774,355,32,164,20,24,20,20,20,0.0,53,\N,"",44,21,1:46.646,187.483,2023-08-19T22:50:32.175+05:30
20775,355,15,205,18,19,21,21,21,0.0,51,\N,"",42,18,1:45.979,188.663,2023-08-19T22:50:32.175+05:30
20776,355,10,166,24,21,"",R,22,0.0,43,\N,"",39,22,1:46.837,187.148,2023-08-19T22:50:32.175+05:30
20777,355,30,131,3,8,"",R,23,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20778,355,24,10,15,16,"",R,24,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20779,841,20,9,1,1,1,1,1,25.0,58,1:29:30.259,5370259,44,4,1:29.844,212.488,2023-08-19T22:50:32.175+05:30
20780,841,1,1,3,2,2,2,2,18.0,58,+22.297,5392556,41,8,1:30.314,211.382,2023-08-19T22:50:32.175+05:30
20781,841,808,4,10,6,3,3,3,15.0,58,+30.560,5400819,55,7,1:30.064,211.969,2023-08-19T22:50:32.175+05:30
20782,841,4,6,5,5,4,4,4,12.0,58,+31.772,5402031,49,2,1:29.487,213.336,2023-08-19T22:50:32.175+05:30
20783,841,17,9,2,3,5,5,5,10.0,58,+38.171,5408430,50,3,1:29.600,213.066,2023-08-19T22:50:32.175+05:30
20784,841,18,1,4,4,6,6,6,8.0,58,+54.304,5424563,49,5,1:29.883,212.396,2023-08-19T22:50:32.175+05:30
20785,841,13,6,6,8,7,7,7,6.0,58,+1:25.186,5455445,55,1,1:28.947,214.631,2023-08-19T22:50:32.175+05:30
20786,841,67,5,18,10,8,8,8,4.0,57,\N,"",44,11,1:30.836,210.167,2023-08-19T22:50:32.175+05:30
20787,841,16,10,14,16,9,9,9,2.0,57,\N,"",55,13,1:31.526,208.583,2023-08-19T22:50:32.175+05:30
20788,841,814,10,15,14,10,10,10,1.0,57,\N,"",40,14,1:31.941,207.641,2023-08-19T22:50:32.175+05:30
20789,841,153,5,19,12,11,11,11,0.0,57,\N,"",41,10,1:30.467,211.025,2023-08-19T22:50:32.175+05:30
20790,841,2,4,9,18,12,12,12,0.0,57,\N,"",43,15,1:32.377,206.661,2023-08-19T22:50:32.175+05:30
20791,841,15,205,21,20,13,13,13,0.0,56,\N,"",52,16,1:32.550,206.275,2023-08-19T22:50:32.175+05:30
20792,841,816,166,25,22,14,14,14,0.0,54,\N,"",44,19,1:34.523,201.969,2023-08-19T22:50:32.175+05:30
20793,841,10,166,24,21,"",N,15,0.0,49,\N,"",48,22,1:35.789,199.3,2023-08-19T22:50:32.175+05:30
20794,841,22,3,11,17,"",R,16,0.0,48,\N,"",47,12,1:31.404,208.861,2023-08-19T22:50:32.175+05:30
20795,841,3,131,8,7,"",R,17,0.0,22,\N,"",21,17,1:33.503,204.173,2023-08-19T22:50:32.175+05:30
20796,841,5,205,20,19,"",R,18,0.0,19,\N,"",19,20,1:34.918,201.129,2023-08-19T22:50:32.175+05:30
20797,841,30,131,7,11,"",R,19,0.0,19,\N,"",13,21,1:35.319,200.283,2023-08-19T22:50:32.175+05:30
20798,841,813,3,12,15,"",R,20,0.0,9,\N,"",7,18,1:34.102,202.873,2023-08-19T22:50:32.175+05:30
20799,841,155,15,16,9,"",D,21,0.0,58,\N,"",51,9,1:30.384,211.218,2023-08-19T22:50:32.175+05:30
20800,841,815,15,17,13,"",D,22,0.0,58,\N,"",39,6,1:29.962,212.209,2023-08-19T22:50:32.175+05:30
20801,842,20,9,1,1,1,1,1,25.0,56,1:37:39.832,5859832,33,6,1:41.539,196.523,2023-08-19T22:50:32.175+05:30
20802,842,18,1,4,4,2,2,2,18.0,56,+3.261,5863093,50,4,1:41.264,197.057,2023-08-19T22:50:32.175+05:30
20803,842,2,4,9,6,3,3,3,15.0,56,+25.075,5884907,47,7,1:41.547,196.508,2023-08-19T22:50:32.175+05:30
20804,842,17,9,2,3,4,4,4,12.0,56,+26.384,5886216,46,1,1:40.571,198.415,2023-08-19T22:50:32.175+05:30
20805,842,13,6,6,7,5,5,5,10.0,56,+36.958,5896790,41,9,1:41.999,195.637,2023-08-19T22:50:32.175+05:30
20806,842,4,6,5,5,6,6,6,8.0,56,+37.248,5897080,49,2,1:40.717,198.127,2023-08-19T22:50:32.175+05:30
20807,842,155,15,16,10,7,7,7,6.0,56,+1:06.439,5926271,39,10,1:42.095,195.453,2023-08-19T22:50:32.175+05:30
20808,842,1,1,3,2,8,8,8,4.0,56,+1:09.957,5929789,54,5,1:41.512,196.575,2023-08-19T22:50:32.175+05:30
20809,842,30,131,7,11,9,9,9,2.0,56,+1:24.896,5944728,45,11,1:42.491,194.698,2023-08-19T22:50:32.175+05:30
20810,842,814,10,15,14,10,10,10,1.0,56,+1:31.563,5951395,48,13,1:42.883,193.956,2023-08-19T22:50:32.175+05:30
20811,842,16,10,14,17,11,11,11,0.0,55,+1:41.379,5961211,34,14,1:42.973,193.786,2023-08-19T22:50:32.175+05:30
20812,842,3,131,8,9,12,12,12,0.0,55,\N,"",45,8,1:41.778,196.062,2023-08-19T22:50:32.175+05:30
20813,842,67,5,18,12,13,13,13,0.0,55,\N,"",36,12,1:42.659,194.379,2023-08-19T22:50:32.175+05:30
20814,842,153,5,19,13,14,14,14,0.0,55,\N,"",37,17,1:43.744,192.346,2023-08-19T22:50:32.175+05:30
20815,842,5,205,20,19,15,15,15,0.0,55,\N,"",43,16,1:43.677,192.47,2023-08-19T22:50:32.175+05:30
20816,842,10,166,24,21,16,16,16,0.0,54,\N,"",50,20,1:45.357,189.401,2023-08-19T22:50:32.175+05:30
20817,842,808,4,10,8,17,17,17,0.0,52,\N,"",49,3,1:41.054,197.466,2023-08-19T22:50:32.175+05:30
20818,842,24,164,23,23,"",R,18,0.0,46,\N,"",42,23,1:46.521,187.332,2023-08-19T22:50:32.175+05:30
20819,842,816,166,25,22,"",R,19,0.0,42,\N,"",41,19,1:45.346,189.421,2023-08-19T22:50:32.175+05:30
20820,842,15,205,21,20,"",R,20,0.0,31,\N,"",23,18,1:45.280,189.54,2023-08-19T22:50:32.175+05:30
20821,842,815,15,17,16,"",R,21,0.0,23,\N,"",19,15,1:43.298,193.177,2023-08-19T22:50:32.175+05:30
20822,842,22,3,11,15,"",R,22,0.0,22,\N,"",10,21,1:45.516,189.116,2023-08-19T22:50:32.175+05:30
20823,842,39,164,22,24,"",R,23,0.0,14,\N,"",5,24,1:49.385,182.427,2023-08-19T22:50:32.175+05:30
20824,842,813,3,12,18,"",R,24,0.0,8,\N,"",5,22,1:45.689,188.806,2023-08-19T22:50:32.175+05:30
20825,843,1,1,3,3,1,1,1,25.0,56,1:36:58.226,5818226,48,2,1:40.415,195.424,2023-08-19T22:50:32.175+05:30
20826,843,20,9,1,1,2,2,2,18.0,56,+5.198,5823424,47,8,1:41.321,193.677,2023-08-19T22:50:32.175+05:30
20827,843,17,9,2,18,3,3,3,15.0,56,+7.555,5825781,42,1,1:38.993,198.232,2023-08-19T22:50:32.175+05:30
20828,843,18,1,4,2,4,4,4,12.0,56,+10.000,5828226,39,3,1:40.623,195.021,2023-08-19T22:50:32.175+05:30
20829,843,3,131,8,4,5,5,5,10.0,56,+13.448,5831674,41,5,1:41.166,193.974,2023-08-19T22:50:32.175+05:30
20830,843,13,6,6,6,6,6,6,8.0,56,+15.840,5834066,39,10,1:41.678,192.997,2023-08-19T22:50:32.175+05:30
20831,843,4,6,5,5,7,7,7,6.0,56,+30.622,5848848,41,15,1:42.070,192.256,2023-08-19T22:50:32.175+05:30
20832,843,30,131,7,14,8,8,8,4.0,56,+31.026,5849252,46,6,1:41.215,193.88,2023-08-19T22:50:32.175+05:30
20833,843,808,4,10,10,9,9,9,2.0,56,+57.404,5875630,50,7,1:41.261,193.792,2023-08-19T22:50:32.175+05:30
20834,843,155,15,16,13,10,10,10,1.0,56,+1:03.273,5881499,32,17,1:42.577,191.306,2023-08-19T22:50:32.175+05:30
20835,843,814,10,15,8,11,11,11,0.0,56,+1:08.757,5886983,45,18,1:42.614,191.237,2023-08-19T22:50:32.175+05:30
20836,843,2,4,9,16,12,12,12,0.0,56,+1:12.739,5890965,51,16,1:42.406,191.625,2023-08-19T22:50:32.175+05:30
20837,843,22,3,11,15,13,13,13,0.0,56,+1:30.189,5908415,45,13,1:42.031,192.329,2023-08-19T22:50:32.175+05:30
20838,843,67,5,18,9,14,14,14,0.0,56,+1:30.671,5908897,45,11,1:41.696,192.963,2023-08-19T22:50:32.175+05:30
20839,843,16,10,14,11,15,15,15,0.0,55,\N,"",54,4,1:41.157,193.991,2023-08-19T22:50:32.175+05:30
20840,843,5,205,20,19,16,16,16,0.0,55,\N,"",45,19,1:42.672,191.129,2023-08-19T22:50:32.175+05:30
20841,843,815,15,17,12,17,17,17,0.0,55,\N,"",39,9,1:41.643,193.063,2023-08-19T22:50:32.175+05:30
20842,843,813,3,12,17,18,18,18,0.0,55,\N,"",46,12,1:41.702,192.951,2023-08-19T22:50:32.175+05:30
20843,843,15,205,21,20,19,19,19,0.0,55,\N,"",53,14,1:42.052,192.29,2023-08-19T22:50:32.175+05:30
20844,843,816,166,25,21,20,20,20,0.0,54,\N,"",45,22,1:44.806,187.237,2023-08-19T22:50:32.175+05:30
20845,843,10,166,24,22,21,21,21,0.0,54,\N,"",54,21,1:44.381,187.999,2023-08-19T22:50:32.175+05:30
20846,843,24,164,23,23,22,22,22,0.0,54,\N,"",52,20,1:43.384,189.812,2023-08-19T22:50:32.175+05:30
20847,843,39,164,22,24,23,23,23,0.0,54,\N,"",41,24,1:46.081,184.986,2023-08-19T22:50:32.175+05:30
20848,843,153,5,19,7,"",R,24,0.0,9,\N,"",5,23,1:45.700,185.653,2023-08-19T22:50:32.175+05:30
20849,844,20,9,1,1,1,1,1,25.0,58,1:30:17.558,5417558,50,3,1:29.937,213.669,2023-08-19T22:50:32.175+05:30
20850,844,17,9,2,2,2,2,2,18.0,58,+8.807,5426365,48,1,1:29.703,214.226,2023-08-19T22:50:32.175+05:30
20851,844,4,6,5,5,3,3,3,15.0,58,+10.075,5427633,48,6,1:30.279,212.86,2023-08-19T22:50:32.175+05:30
20852,844,1,1,3,4,4,4,4,12.0,58,+40.232,5457790,48,4,1:30.108,213.264,2023-08-19T22:50:32.175+05:30
20853,844,3,131,8,3,5,5,5,10.0,58,+47.539,5465097,47,7,1:30.573,212.169,2023-08-19T22:50:32.175+05:30
20854,844,18,1,4,6,6,6,6,8.0,58,+59.431,5476989,47,13,1:31.167,210.786,2023-08-19T22:50:32.175+05:30
20855,844,2,4,9,9,7,7,7,6.0,58,+1:00.857,5478415,52,5,1:30.158,213.145,2023-08-19T22:50:32.175+05:30
20856,844,808,4,10,7,8,8,8,4.0,58,+1:08.168,5485726,48,8,1:30.618,212.063,2023-08-19T22:50:32.175+05:30
20857,844,67,5,18,16,9,9,9,2.0,58,+1:09.394,5486952,44,14,1:31.360,210.341,2023-08-19T22:50:32.175+05:30
20858,844,155,15,16,24,10,10,10,1.0,58,+1:18.021,5495579,45,10,1:31.038,211.085,2023-08-19T22:50:32.175+05:30
20859,844,13,6,6,10,11,11,11,0.0,58,+1:19.823,5497381,57,11,1:31.118,210.9,2023-08-19T22:50:32.175+05:30
20860,844,30,131,7,8,12,12,12,0.0,58,+1:25.444,5503002,47,12,1:31.153,210.819,2023-08-19T22:50:32.175+05:30
20861,844,16,10,14,12,13,13,13,0.0,57,\N,"",43,16,1:32.070,208.719,2023-08-19T22:50:32.175+05:30
20862,844,815,15,17,15,14,14,14,0.0,57,\N,"",46,9,1:30.797,211.645,2023-08-19T22:50:32.175+05:30
20863,844,22,3,11,11,15,15,15,0.0,57,\N,"",46,17,1:32.079,208.699,2023-08-19T22:50:32.175+05:30
20864,844,153,5,19,17,16,16,16,0.0,57,\N,"",57,2,1:29.894,213.771,2023-08-19T22:50:32.175+05:30
20865,844,813,3,12,14,17,17,17,0.0,57,\N,"",44,15,1:32.044,208.778,2023-08-19T22:50:32.175+05:30
20866,844,15,205,21,19,18,18,18,0.0,57,\N,"",49,20,1:32.862,206.939,2023-08-19T22:50:32.175+05:30
20867,844,5,205,20,18,19,19,19,0.0,56,\N,"",55,19,1:32.695,207.312,2023-08-19T22:50:32.175+05:30
20868,844,816,166,25,23,20,20,20,0.0,56,\N,"",55,23,1:34.971,202.343,2023-08-19T22:50:32.175+05:30
20869,844,39,164,22,22,21,21,21,0.0,55,\N,"",51,21,1:33.948,204.547,2023-08-19T22:50:32.175+05:30
20870,844,24,164,23,20,22,22,22,0.0,53,\N,"",41,22,1:34.699,202.925,2023-08-19T22:50:32.175+05:30
20871,844,814,10,15,13,"",R,23,0.0,44,\N,"",40,18,1:32.519,207.706,2023-08-19T22:50:32.175+05:30
20872,844,10,166,24,21,"",W,24,0.0,0,\N,"","",0,\N,"",2023-08-19T22:50:32.175+05:30
20873,845,20,9,1,2,1,1,1,25.0,66,1:39:03.301,5943301,60,4,1:27.162,192.262,2023-08-19T22:50:32.175+05:30
20874,845,1,1,3,3,2,2,2,18.0,66,+0.630,5943931,52,1,1:26.727,193.227,2023-08-19T22:50:32.175+05:30
20875,845,18,1,4,5,3,3,3,15.0,66,+35.697,5978998,63,7,1:27.518,191.48,2023-08-19T22:50:32.175+05:30
20876,845,17,9,2,1,4,4,4,12.0,66,+47.966,5991267,50,5,1:27.187,192.207,2023-08-19T22:50:32.175+05:30
20877,845,4,6,5,4,5,5,5,10.0,65,\N,"",22,9,1:28.737,188.85,2023-08-19T22:50:32.175+05:30
20878,845,30,131,7,10,6,6,6,8.0,65,\N,"",34,15,1:29.463,187.317,2023-08-19T22:50:32.175+05:30
20879,845,3,131,8,7,7,7,7,6.0,65,\N,"",34,13,1:29.155,187.964,2023-08-19T22:50:32.175+05:30
20880,845,2,4,9,24,8,8,8,4.0,65,\N,"",61,3,1:26.958,192.713,2023-08-19T22:50:32.175+05:30
20881,845,815,15,17,12,9,9,9,2.0,65,\N,"",55,6,1:27.247,192.075,2023-08-19T22:50:32.175+05:30
20882,845,155,15,16,14,10,10,10,1.0,65,\N,"",52,8,1:27.615,191.268,2023-08-19T22:50:32.175+05:30
20883,845,808,4,10,6,11,11,11,0.0,65,\N,"",35,17,1:29.592,187.047,2023-08-19T22:50:32.175+05:30
20884,845,814,10,15,16,12,12,12,0.0,65,\N,"",42,16,1:29.469,187.305,2023-08-19T22:50:32.175+05:30
20885,845,16,10,14,17,13,13,13,0.0,65,\N,"",52,10,1:28.791,188.735,2023-08-19T22:50:32.175+05:30
20886,845,67,5,18,11,14,14,14,0.0,65,\N,"",27,18,1:30.049,186.098,2023-08-19T22:50:32.175+05:30
20887,845,813,3,12,9,15,15,15,0.0,65,\N,"",64,14,1:29.391,187.468,2023-08-19T22:50:32.175+05:30
20888,845,153,5,19,13,16,16,16,0.0,64,\N,"",52,12,1:29.132,188.013,2023-08-19T22:50:32.175+05:30
20889,845,22,3,11,19,17,17,17,0.0,64,\N,"",60,2,1:26.891,192.862,2023-08-19T22:50:32.175+05:30
20890,845,15,205,21,18,18,18,18,0.0,64,\N,"",34,20,1:30.783,184.594,2023-08-19T22:50:32.175+05:30
20891,845,10,166,24,20,19,19,19,0.0,63,\N,"",40,21,1:31.635,182.877,2023-08-19T22:50:32.175+05:30
20892,845,816,166,25,23,20,20,20,0.0,62,\N,"",36,22,1:32.549,181.071,2023-08-19T22:50:32.175+05:30
20893,845,39,164,22,22,21,21,21,0.0,61,\N,"",33,23,1:32.848,180.488,2023-08-19T22:50:32.175+05:30
20894,845,13,6,6,8,"",R,22,0.0,58,\N,"",24,11,1:29.081,188.12,2023-08-19T22:50:32.175+05:30
20895,845,5,205,20,15,"",R,23,0.0,48,\N,"",34,19,1:30.618,184.93,2023-08-19T22:50:32.175+05:30
20896,845,24,164,23,21,"",R,24,0.0,28,\N,"",22,24,1:33.884,178.496,2023-08-19T22:50:32.175+05:30
20897,846,20,9,1,1,1,1,1,25.0,78,2:09:38.373,7778373,78,2,1:16.267,157.656,2023-08-19T22:50:32.175+05:30
20898,846,4,6,5,4,2,2,2,18.0,78,+1.138,7779511,77,4,1:16.471,157.236,2023-08-19T22:50:32.175+05:30
20899,846,18,1,4,2,3,3,3,15.0,78,+2.378,7780751,78,3,1:16.463,157.252,2023-08-19T22:50:32.175+05:30
20900,846,17,9,2,3,4,4,4,12.0,78,+23.101,7801474,78,1,1:16.234,157.724,2023-08-19T22:50:32.175+05:30
20901,846,155,15,16,12,5,5,5,10.0,78,+26.916,7805289,76,7,1:18.308,153.547,2023-08-19T22:50:32.175+05:30
20902,846,1,1,3,9,6,6,6,8.0,78,+27.210,7805583,54,5,1:17.847,154.456,2023-08-19T22:50:32.175+05:30
20903,846,16,10,14,14,7,7,7,6.0,77,\N,"",77,13,1:18.872,152.449,2023-08-19T22:50:32.175+05:30
20904,846,2,4,9,15,8,8,8,4.0,77,\N,"",77,6,1:17.857,154.436,2023-08-19T22:50:32.175+05:30
20905,846,22,3,11,11,9,9,9,2.0,77,\N,"",76,8,1:18.584,153.008,2023-08-19T22:50:32.175+05:30
20906,846,67,5,18,16,10,10,10,1.0,77,\N,"",77,12,1:18.832,152.526,2023-08-19T22:50:32.175+05:30
20907,846,3,131,8,7,11,11,11,0.0,76,\N,"",56,10,1:18.699,152.784,2023-08-19T22:50:32.175+05:30
20908,846,814,10,15,13,12,12,12,0.0,76,\N,"",75,11,1:18.724,152.736,2023-08-19T22:50:32.175+05:30
20909,846,15,205,21,18,13,13,13,0.0,76,\N,"",66,19,1:21.277,147.938,2023-08-19T22:50:32.175+05:30
20910,846,5,205,20,17,14,14,14,0.0,76,\N,"",54,18,1:20.678,149.036,2023-08-19T22:50:32.175+05:30
20911,846,816,166,25,21,15,15,15,0.0,75,\N,"",75,20,1:21.391,147.731,2023-08-19T22:50:32.175+05:30
20912,846,24,164,23,23,16,16,16,0.0,75,\N,"",74,21,1:21.566,147.414,2023-08-19T22:50:32.175+05:30
20913,846,39,164,22,22,17,17,17,0.0,74,\N,"",74,23,1:22.731,145.338,2023-08-19T22:50:32.175+05:30
20914,846,813,3,12,8,18,18,18,0.0,73,\N,"",62,14,1:18.904,152.387,2023-08-19T22:50:32.175+05:30
20915,846,808,4,10,10,"",R,19,0.0,67,\N,"",57,16,1:20.058,150.191,2023-08-19T22:50:32.175+05:30
20916,846,153,5,19,19,"",R,20,0.0,66,\N,"",59,9,1:18.608,152.961,2023-08-19T22:50:32.175+05:30
20917,846,13,6,6,6,"",R,21,0.0,32,\N,"",16,17,1:20.202,149.921,2023-08-19T22:50:32.175+05:30
20918,846,30,131,7,5,"",R,22,0.0,32,\N,"",30,15,1:19.801,150.674,2023-08-19T22:50:32.175+05:30
20919,846,10,166,24,20,"",R,23,0.0,30,\N,"",30,22,1:22.102,146.451,2023-08-19T22:50:32.175+05:30
20920,847,18,1,4,7,1,1,1,25.0,70,4:04:39.537,14679537,69,1,1:16.956,204.007,2023-08-19T22:50:32.175+05:30
20921,847,20,9,1,1,2,2,2,18.0,70,+2.709,14682246,69,2,1:17.217,203.317,2023-08-19T22:50:32.175+05:30
20922,847,17,9,2,4,3,3,3,15.0,70,+13.828,14693365,65,8,1:19.572,197.3,2023-08-19T22:50:32.175+05:30
