result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,rank,fastest_lap_time,fastest_lap_speed,ingestion_date
19808,823,475,151,36,18,"",R,11,0.0,73,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19809,823,758,133,30,14,"",N,12,0.0,70,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19810,823,744,125,22,13,"",R,13,0.0,27,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19811,823,735,6,24,17,"",R,14,0.0,19,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19812,823,632,141,14,11,"",R,15,0.0,15,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19813,823,554,128,8,6,"",R,16,0.0,10,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19814,823,759,105,20,15,"",R,17,0.0,7,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19815,823,746,105,18,12,"",R,18,0.0,4,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19816,824,647,6,12,1,1,1,1,8.5,80,2:50:45.6,10245600,"","",\N,"",2023-08-19T22:50:32.175+05:30
19817,824,498,105,26,5,2,2,2,6.5,80,+1:01.8,10307400,"","",\N,"",2023-08-19T22:50:32.175+05:30
19818,824,633,6,16,2,3,3,3,4.0,80,+2:04.2,10369800,"","",\N,"",2023-08-19T22:50:32.175+05:30
19819,824,642,6,10,3,4,4,4,3.0,80,+2:11.4,10377000,"","",\N,"",2023-08-19T22:50:32.175+05:30
19820,824,697,105,22,13,5,5,5,2.0,79,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19821,824,609,6,8,8,6,6,6,0.0,79,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19822,824,641,6,14,6,7,7,7,0.0,77,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19823,824,622,105,48,18,8,8,8,0.0,76,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19824,824,663,87,40,15,9,9,9,0.0,76,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19825,824,627,6,62,17,10,10,10,0.0,75,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19826,824,748,105,50,23,11,11,11,0.0,75,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19827,824,742,125,30,19,12,12,12,0.0,74,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19828,824,688,87,36,20,13,13,13,0.0,73,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19829,824,626,128,2,7,14,14,14,0.0,71,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19830,824,689,87,38,12,15,15,15,0.0,68,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19831,824,475,125,32,1,"",R,16,0.0,60,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19832,824,746,105,46,25,"",R,17,0.0,46,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19833,824,554,128,6,11,"",R,18,0.0,42,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19834,824,578,87,42,12,"",N,19,0.0,38,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19835,824,762,105,24,16,"",R,20,0.0,24,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19836,824,427,128,4,4,"",R,21,0.0,5,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19837,824,664,125,28,2,"",R,22,0.0,4,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19838,824,723,6,18,16,"",R,23,0.0,3,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19839,824,625,127,34,10,"",R,24,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19840,824,735,6,70,0,"",F,25,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19841,824,761,105,58,0,"",F,26,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19842,824,640,105,60,0,"",F,27,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19843,824,581,133,54,0,"",F,28,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19844,824,687,6,68,0,"",F,29,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19845,824,738,133,56,0,"",F,30,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19846,824,749,152,64,0,"",F,31,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19847,824,651,133,52,0,"",F,32,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19848,824,717,6,20,0,"",F,33,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19849,824,760,153,44,0,"",F,34,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19850,824,660,141,66,0,"",F,35,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19851,825,579,51,24,1,1,1,1,9.0,42,2:07:53.64,7673640,"","",\N,"",2023-08-19T22:50:32.175+05:30
19852,825,641,6,44,6,2,2,2,6.0,42,+55.24,7728880,"","",\N,"",2023-08-19T22:50:32.175+05:30
19853,825,642,51,22,2,3,3,3,4.0,42,+1:19.31,7752950,"","",\N,"",2023-08-19T22:50:32.175+05:30
19854,825,763,51,28,4,4,4,4,3.0,41,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19855,825,640,51,26,5,5,5,5,2.0,40,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19856,825,647,6,20,7,6,6,6,0.0,40,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19857,825,589,105,30,19,7,7,7,0.0,40,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19858,825,475,133,14,14,8,8,8,0.0,40,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19859,825,627,154,8,8,9,9,9,0.0,39,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19860,825,741,154,4,12,10,10,10,0.0,39,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19861,825,723,6,38,10,11,11,11,0.0,39,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19862,825,501,105,32,17,12,12,12,0.0,38,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19863,825,660,154,2,18,13,13,13,0.0,35,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19864,825,764,154,40,21,14,14,14,0.0,31,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19865,825,687,6,16,9,"",R,15,0.0,36,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19866,825,765,154,10,11,"",R,16,0.0,30,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19867,825,725,133,12,20,"",R,17,0.0,23,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19868,825,704,154,6,15,"",R,18,0.0,14,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19869,825,633,6,18,3,"",R,19,0.0,12,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19870,825,498,154,42,13,"",R,20,0.0,10,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19871,825,721,144,52,16,"",R,21,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19872,826,766,113,99,2,1,1,1,9.0,200,3:57:38.05,14258050,"","",\N,"",2023-08-19T22:50:32.175+05:30
19873,826,673,113,83,7,2,2,2,6.0,200,+1:47.24,14365290,"","",\N,"",2023-08-19T22:50:32.175+05:30
19874,826,658,113,9,3,3,3,3,2.0,200,+2:51.39,14429440,"","",\N,"",2023-08-19T22:50:32.175+05:30
19875,826,612,149,57,31,4,4,4,3.0,200,+4:40.12,14538170,"","",\N,"",2023-08-19T22:50:32.175+05:30
19876,826,734,134,52,29,5,5,5,2.0,200,+4:52.23,14550280,"","",\N,"",2023-08-19T22:50:32.175+05:30
19877,826,731,119,1,17,6,6,6,0.0,200,+5:40.02,14598070,"","",\N,"",2023-08-19T22:50:32.175+05:30
19878,826,767,113,68,24,7,7,7,0.0,193,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19879,826,518,150,27,4,8,8,8,0.0,180,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19880,826,529,150,5,9,"",R,9,0.0,178,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19881,826,699,113,18,1,"",R,10,0.0,151,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19882,826,534,113,69,22,"",R,11,0.0,142,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19883,826,611,113,25,12,"",R,12,0.0,135,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19884,826,729,113,10,16,"",R,13,0.0,129,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19885,826,768,150,16,5,"",R,14,0.0,126,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19886,826,654,114,2,14,"",R,15,0.0,123,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19887,826,653,135,76,27,"",R,16,0.0,110,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19888,826,615,113,59,11,"",R,17,0.0,109,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19889,826,700,113,73,15,"",R,18,0.0,93,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19890,826,769,155,71,33,"",R,19,0.0,97,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19891,826,521,156,8,19,"",R,20,0.0,93,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19892,826,593,113,3,8,"",R,21,0.0,87,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19893,826,770,113,4,10,"",R,22,0.0,80,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19894,826,526,113,98,6,"",R,23,0.0,78,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19895,826,630,134,6,32,"",R,24,0.0,73,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19896,826,733,113,32,28,"",R,25,0.0,56,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19897,826,771,113,44,13,"",R,26,0.0,55,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19898,826,449,139,48,25,"",R,27,0.0,34,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19899,826,629,113,23,18,"",R,28,0.0,30,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19900,826,657,111,81,20,"",R,29,0.0,29,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19901,826,726,110,22,21,"",R,30,0.0,29,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19902,826,772,150,19,23,"",R,31,0.0,18,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19903,826,732,105,12,26,"",R,32,0.0,15,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19904,826,728,107,26,30,"",R,33,0.0,8,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19905,827,642,51,4,2,1,1,1,8.0,36,2:45:46.2,9946200,"","",\N,"",2023-08-19T22:50:32.175+05:30
19906,827,647,6,8,4,2,2,2,6.0,36,+2:51.0,10117200,"","",\N,"",2023-08-19T22:50:32.175+05:30
19907,827,633,6,10,3,3,3,3,4.0,36,+4:21.9,10208100,"","",\N,"",2023-08-19T22:50:32.175+05:30
19908,827,627,154,14,7,4,4,4,3.0,34,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19909,827,704,154,22,8,5,5,5,2.0,34,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19910,827,429,154,24,12,6,6,6,0.0,33,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19911,827,660,154,16,11,7,7,7,0.0,33,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19912,827,773,154,26,13,8,8,8,0.0,32,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19913,827,579,51,2,1,9,9,9,1.0,32,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19914,827,589,154,18,9,"",R,10,0.0,28,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19915,827,763,51,6,6,"",R,11,0.0,11,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19916,827,641,6,12,5,"",R,12,0.0,8,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19917,827,741,154,20,10,"",R,13,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19918,828,786,51,8,7,1,1,1,4.0,77,3:22:11.0,12131000,"","",\N,"",2023-08-19T22:50:32.175+05:30
19919,828,647,6,14,6,2,2,2,3.0,77,+58.2,12189200,"","",\N,"",2023-08-19T22:50:32.175+05:30
19920,828,633,6,10,4,3,3,3,4.0,74,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19921,828,686,6,26,9,4,4,4,3.0,73,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19922,828,642,51,2,2,5,5,5,2.0,73,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19923,828,589,154,42,8,6,6,6,0.0,71,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19924,828,704,154,46,11,7,7,7,0.0,71,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19925,828,774,154,44,14,8,8,8,0.0,69,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19926,828,764,154,48,19,9,9,9,0.0,66,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19927,828,763,51,6,5,10,10,10,0.0,58,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19928,828,579,51,24,1,11,11,11,0.0,55,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19929,828,660,154,28,12,"",R,12,0.0,54,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19930,828,627,154,40,13,"",R,13,0.0,43,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19931,828,741,154,38,10,"",R,14,0.0,37,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19932,828,775,141,36,17,"",R,15,0.0,27,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19933,828,501,105,20,22,"",R,16,0.0,23,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19934,828,427,141,32,18,"",R,17,0.0,11,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19935,828,647,6,12,3,"",R,18,0.0,10,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19936,828,609,141,34,21,"",R,19,0.0,7,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19937,828,626,141,30,23,"",R,20,0.0,3,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19938,828,670,105,50,15,"",R,21,0.0,2,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19939,828,640,105,18,16,"",R,22,0.0,1,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19940,828,687,6,24,20,"",R,23,0.0,1,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19941,829,498,6,12,1,1,1,1,8.0,90,2:42:18.2,9738200,"","",\N,"",2023-08-19T22:50:32.175+05:30
19942,829,579,51,2,2,2,2,2,6.0,90,+51.0,9789200,"","",\N,"",2023-08-19T22:50:32.175+05:30
19943,829,633,6,10,5,3,3,3,4.0,88,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19944,829,697,51,4,7,4,4,4,3.0,87,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19945,829,686,66,6,20,5,5,5,2.0,85,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19946,829,763,51,3,6,6,6,6,0.0,84,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19947,829,661,66,7,19,7,7,7,0.0,84,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19948,829,778,151,9,12,8,8,8,0.0,84,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19949,829,687,6,14,8,9,9,9,0.0,83,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19950,829,627,154,22,9,10,10,10,0.0,83,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19951,829,619,151,8,10,11,11,11,0.0,82,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19952,829,708,154,18,11,12,12,12,0.0,81,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19953,829,660,154,25,14,13,13,13,0.0,80,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19954,829,642,51,1,3,"",R,14,1.0,75,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19955,829,776,126,5,18,"",N,15,0.0,75,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19956,829,647,6,11,4,"",R,16,0.0,56,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19957,829,777,105,17,16,"",R,17,0.0,46,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19958,829,747,105,15,15,"",R,18,0.0,45,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19959,829,589,154,23,13,"",R,19,0.0,41,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19960,829,779,105,16,17,"",R,20,0.0,23,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19961,830,647,6,71,1,1,1,1,8.0,20,3:23:03.3,12183300,"","",\N,"",2023-08-19T22:50:32.175+05:30
19962,830,579,51,75,3,2,2,2,7.0,20,+30.5,12213800,"","",\N,"",2023-08-19T22:50:32.175+05:30
19963,830,498,6,74,2,3,3,3,4.0,20,+4:39.0,12462300,"","",\N,"",2023-08-19T22:50:32.175+05:30
19964,830,633,6,72,5,4,4,4,3.0,20,+5:50.2,12533500,"","",\N,"",2023-08-19T22:50:32.175+05:30
19965,830,641,6,73,6,5,5,5,2.0,20,+7:49.1,12652400,"","",\N,"",2023-08-19T22:50:32.175+05:30
19966,830,723,6,91,8,6,6,6,0.0,19,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19967,830,626,141,82,9,7,7,7,0.0,19,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19968,830,627,154,84,15,8,8,8,0.0,19,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19969,830,773,154,90,19,9,9,9,0.0,18,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19970,830,680,154,93,22,10,10,10,0.0,18,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19971,830,660,154,94,18,11,11,11,0.0,17,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19972,830,704,154,87,11,"",R,12,0.0,17,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19973,830,427,141,81,14,"",R,13,0.0,13,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19974,830,697,51,77,10,"",R,14,0.0,12,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19975,830,708,154,88,20,"",R,15,0.0,12,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19976,830,756,51,78,7,"",R,16,0.0,11,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19977,830,609,141,83,12,"",R,17,0.0,11,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19978,830,642,51,76,4,"",R,18,0.0,8,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19979,830,741,154,86,21,"",R,19,0.0,4,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19980,830,589,154,85,13,"",R,20,0.0,3,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19981,830,780,105,92,17,"",R,21,0.0,3,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19982,830,640,105,79,16,"",R,22,0.0,2,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19983,831,647,6,2,3,1,1,1,8.0,80,2:42:39.3,9759300,"","",\N,"",2023-08-19T22:50:32.175+05:30
19984,831,498,6,6,4,2,2,2,6.0,80,+24.6,9783900,"","",\N,"",2023-08-19T22:50:32.175+05:30
19985,831,697,51,40,7,3,3,3,2.0,79,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19986,831,633,6,4,5,4,4,4,3.0,79,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19987,831,641,6,8,6,5,5,5,2.0,78,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19988,831,609,141,48,11,6,6,6,0.0,74,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19989,831,627,154,18,15,7,7,7,0.0,73,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19990,831,704,154,24,14,8,8,8,0.0,72,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19991,831,762,127,44,18,9,9,9,0.0,67,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19992,831,579,51,38,1,"",R,10,0.0,39,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19993,831,427,141,50,12,"",R,11,0.0,29,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19994,831,626,141,46,13,"",R,12,0.0,29,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19995,831,589,154,20,17,"",R,13,0.0,23,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19996,831,773,154,22,20,"",R,14,0.0,9,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19997,831,680,154,28,22,"",R,15,0.0,7,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19998,831,642,51,34,2,"",R,16,0.0,6,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
19999,831,660,154,26,21,"",R,17,0.0,4,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20000,831,640,51,36,9,"",R,18,0.0,1,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20001,831,687,6,16,19,"",R,19,0.0,1,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20002,831,622,6,12,16,"",R,20,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20003,831,686,66,30,8,"",W,21,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20004,831,781,66,32,10,"",W,22,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20005,832,579,51,22,2,1,1,1,9.0,70,2:46:54.10,10014100,"","",\N,"",2023-08-19T22:50:32.175+05:30
20006,832,498,6,6,3,2,2,2,6.0,70,+54.28,10068380,"","",\N,"",2023-08-19T22:50:32.175+05:30
20007,832,642,51,20,4,3,3,3,4.0,70,+1:45.54,10119640,"","",\N,"",2023-08-19T22:50:32.175+05:30
20008,832,647,6,2,1,4,4,4,3.0,68,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20009,832,697,51,24,8,5,5,5,2.0,68,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20010,832,640,51,26,6,6,6,6,0.0,66,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20011,832,627,154,28,20,7,7,7,0.0,64,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20012,832,741,154,34,13,8,8,8,0.0,63,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20013,832,626,141,14,9,9,9,9,0.0,63,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20014,832,580,105,44,17,10,10,10,0.0,60,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20015,832,633,6,4,5,"",R,11,0.0,48,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20016,832,609,141,16,10,"",R,12,0.0,48,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20017,832,660,154,36,15,"",R,13,0.0,37,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20018,832,641,6,8,7,"",R,14,0.0,30,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20019,832,427,141,12,11,"",R,15,0.0,25,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20020,832,783,154,38,16,"",R,16,0.0,23,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20021,832,704,154,32,14,"",R,17,0.0,7,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20022,832,589,154,30,12,"",R,18,0.0,4,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20023,832,669,105,18,19,"",R,19,0.0,1,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20024,832,782,105,46,18,"",W,20,0.0,0,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20025,833,642,51,2,1,1,1,1,9.0,70,2:13:23.6,8003600,"","",\N,"",2023-08-19T22:50:32.175+05:30
20026,833,786,51,3,2,2,2,2,6.0,70,+2.6,8006200,"","",\N,"",2023-08-19T22:50:32.175+05:30
20027,833,686,51,4,4,3,3,3,4.0,70,+52.0,8055600,"","",\N,"",2023-08-19T22:50:32.175+05:30
20028,833,704,154,14,6,4,4,4,3.0,68,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20029,833,627,154,15,9,5,5,5,2.0,68,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20030,833,619,151,12,13,6,6,6,0.0,67,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20031,833,787,151,11,15,7,7,7,0.0,67,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20032,833,741,154,16,14,8,8,8,0.0,65,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20033,833,784,105,6,16,9,9,9,0.0,64,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20034,833,778,105,10,20,10,10,10,0.0,64,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20035,833,660,154,18,21,11,11,11,0.0,64,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20036,833,579,51,1,3,"",R,12,0.0,62,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20037,833,776,126,23,19,"",N,13,0.0,57,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20038,833,669,105,21,5,"",R,14,0.0,49,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20039,833,747,105,5,18,"",R,15,0.0,44,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20040,833,785,126,24,17,"",R,16,0.0,43,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20041,833,640,105,20,8,"",R,17,0.0,36,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20042,833,589,105,19,11,"",R,18,0.0,26,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20043,833,789,154,17,7,"",R,19,0.0,8,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20044,833,661,151,9,10,"",R,20,0.0,5,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20045,833,790,151,8,12,"",R,21,0.0,2,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20046,834,579,51,34,1,1,1,1,9.0,100,3:13:18.7,11598700,"","",\N,"",2023-08-19T22:50:32.175+05:30
20047,834,647,6,40,7,2,2,2,6.0,99,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20048,834,589,105,48,8,3,3,3,4.0,98,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20049,834,793,6,42,9,4,4,4,3.0,97,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20050,834,669,105,50,15,5,5,5,2.0,95,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
20051,834,619,151,26,16,6,6,6,0.0,94,\N,"","","",\N,"",2023-08-19T22:50:32.175+05:30
