qualify_id,race_id,driver_id,constructor_id,number,position,q1,q2,q3,ingestion_date
2300,244,92,30,16,21,1:29.039,\N,\N,2023-08-19T22:56:02.814+05:30
2301,244,64,28,21,22,1:29.244,\N,\N,2023-08-19T22:56:02.814+05:30
2302,244,50,31,12,23,1:29.391,\N,\N,2023-08-19T22:56:02.814+05:30
2303,244,90,28,22,24,1:29.608,\N,\N,2023-08-19T22:56:02.814+05:30
2304,244,85,30,17,25,1:30.149,\N,\N,2023-08-19T22:56:02.814+05:30
2305,244,89,29,10,26,1:31.542,\N,\N,2023-08-19T22:56:02.814+05:30
2306,245,30,22,1,1,1:27.661,\N,\N,2023-08-19T22:56:02.814+05:30
2307,245,71,3,5,2,1:28.039,\N,\N,2023-08-19T22:56:02.814+05:30
2308,245,14,3,6,3,1:28.091,\N,\N,2023-08-19T22:56:02.814+05:30
2309,245,77,6,28,4,1:28.189,\N,\N,2023-08-19T22:56:02.814+05:30
2310,245,55,6,27,5,1:28.474,\N,\N,2023-08-19T22:56:02.814+05:30
2311,245,65,22,2,6,1:28.498,\N,\N,2023-08-19T22:56:02.814+05:30
2312,245,57,1,8,7,1:28.910,\N,\N,2023-08-19T22:56:02.814+05:30
2313,245,56,17,15,8,1:29.021,\N,\N,2023-08-19T22:56:02.814+05:30
2314,245,22,17,14,9,1:29.171,\N,\N,2023-08-19T22:56:02.814+05:30
2315,245,87,1,7,10,1:29.641,\N,\N,2023-08-19T22:56:02.814+05:30
2316,245,44,27,26,11,1:29.809,\N,\N,2023-08-19T22:56:02.814+05:30
2317,245,49,15,30,12,1:30.017,\N,\N,2023-08-19T22:56:02.814+05:30
2318,245,81,29,9,13,1:30.159,\N,\N,2023-08-19T22:56:02.814+05:30
2319,245,84,27,25,14,1:30.255,\N,\N,2023-08-19T22:56:02.814+05:30
2320,245,63,25,4,15,1:30.657,\N,\N,2023-08-19T22:56:02.814+05:30
2321,245,79,25,3,16,1:31.382,\N,\N,2023-08-19T22:56:02.814+05:30
2322,245,94,18,23,17,1:31.445,\N,\N,2023-08-19T22:56:02.814+05:30
2323,245,96,15,29,18,1:31.838,\N,\N,2023-08-19T22:56:02.814+05:30
2324,245,69,18,24,19,1:31.853,\N,\N,2023-08-19T22:56:02.814+05:30
2325,245,92,30,16,20,1:32.841,\N,\N,2023-08-19T22:56:02.814+05:30
2326,245,85,30,17,21,1:32.894,\N,\N,2023-08-19T22:56:02.814+05:30
2327,245,89,29,10,22,1:32.995,\N,\N,2023-08-19T22:56:02.814+05:30
2328,245,90,28,22,23,1:34.000,\N,\N,2023-08-19T22:56:02.814+05:30
2329,245,64,28,21,24,1:34.982,\N,\N,2023-08-19T22:56:02.814+05:30
2330,246,71,3,5,1,1:17.225,\N,\N,2023-08-19T22:56:02.814+05:30
2331,246,30,22,1,2,1:17.512,\N,\N,2023-08-19T22:56:02.814+05:30
2332,246,14,3,6,3,1:17.925,\N,\N,2023-08-19T22:56:02.814+05:30
2333,246,55,6,27,4,1:18.761,\N,\N,2023-08-19T22:56:02.814+05:30
2334,246,22,17,14,5,1:18.810,\N,\N,2023-08-19T22:56:02.814+05:30
2335,246,44,27,26,6,1:19.047,\N,\N,2023-08-19T22:56:02.814+05:30
2336,246,77,6,28,7,1:19.051,\N,\N,2023-08-19T22:56:02.814+05:30
2337,246,57,1,8,8,1:19.238,\N,\N,2023-08-19T22:56:02.814+05:30
2338,246,84,27,25,9,1:19.384,\N,\N,2023-08-19T22:56:02.814+05:30
2339,246,65,22,2,10,1:19.555,\N,\N,2023-08-19T22:56:02.814+05:30
2340,246,56,17,15,11,1:19.845,\N,\N,2023-08-19T22:56:02.814+05:30
2341,246,49,15,30,12,1:20.309,\N,\N,2023-08-19T22:56:02.814+05:30
2342,246,87,1,7,13,1:20.527,\N,\N,2023-08-19T22:56:02.814+05:30
2343,246,63,25,4,14,1:20.796,\N,\N,2023-08-19T22:56:02.814+05:30
2344,246,96,15,29,15,1:20.943,\N,\N,2023-08-19T22:56:02.814+05:30
2345,246,81,29,9,16,1:21.076,\N,\N,2023-08-19T22:56:02.814+05:30
2346,246,69,18,24,17,1:21.323,\N,\N,2023-08-19T22:56:02.814+05:30
2347,246,89,29,10,18,1:21.894,\N,\N,2023-08-19T22:56:02.814+05:30
2348,246,79,25,3,19,1:21.930,\N,\N,2023-08-19T22:56:02.814+05:30
2349,246,94,18,23,20,1:22.104,\N,\N,2023-08-19T22:56:02.814+05:30
2350,246,85,30,17,21,1:23.466,\N,\N,2023-08-19T22:56:02.814+05:30
2351,246,92,30,16,22,1:23.647,\N,\N,2023-08-19T22:56:02.814+05:30
2352,246,64,28,21,23,1:24.184,\N,\N,2023-08-19T22:56:02.814+05:30
2353,246,90,28,22,24,1:24.865,\N,\N,2023-08-19T22:56:02.814+05:30
2354,247,71,3,5,1,1:28.124,\N,\N,2023-08-19T22:56:02.814+05:30
2355,247,30,22,1,2,1:28.397,\N,\N,2023-08-19T22:56:02.814+05:30
2356,247,14,3,6,3,1:28.947,\N,\N,2023-08-19T22:56:02.814+05:30
2357,247,77,6,28,4,1:29.657,\N,\N,2023-08-19T22:56:02.814+05:30
2358,247,65,22,2,5,1:29.867,\N,\N,2023-08-19T22:56:02.814+05:30
2359,247,55,6,27,6,1:29.874,\N,\N,2023-08-19T22:56:02.814+05:30
2360,247,56,17,15,7,1:30.083,\N,\N,2023-08-19T22:56:02.814+05:30
2361,247,57,1,8,8,1:30.140,\N,\N,2023-08-19T22:56:02.814+05:30
2362,247,22,17,14,9,1:30.354,\N,\N,2023-08-19T22:56:02.814+05:30
2363,247,87,1,7,10,1:30.453,\N,\N,2023-08-19T22:56:02.814+05:30
2364,247,84,27,25,11,1:30.946,\N,\N,2023-08-19T22:56:02.814+05:30
2365,247,49,15,30,12,1:31.602,\N,\N,2023-08-19T22:56:02.814+05:30
2366,247,44,27,26,13,1:31.842,\N,\N,2023-08-19T22:56:02.814+05:30
2367,247,79,25,3,14,1:32.087,\N,\N,2023-08-19T22:56:02.814+05:30
2368,247,94,18,23,15,1:32.259,\N,\N,2023-08-19T22:56:02.814+05:30
2369,247,96,15,29,16,1:33.166,\N,\N,2023-08-19T22:56:02.814+05:30
2370,247,97,29,9,17,1:34.154,\N,\N,2023-08-19T22:56:02.814+05:30
2371,247,69,18,24,18,1:34.556,\N,\N,2023-08-19T22:56:02.814+05:30
2372,247,89,29,10,19,1:35.323,\N,\N,2023-08-19T22:56:02.814+05:30
2373,247,64,28,21,20,1:36.023,\N,\N,2023-08-19T22:56:02.814+05:30
2374,247,92,30,16,21,1:36.076,\N,\N,2023-08-19T22:56:02.814+05:30
2375,247,90,28,22,22,1:36.651,\N,\N,2023-08-19T22:56:02.814+05:30
2376,247,63,25,3,23,1:48.639,\N,\N,2023-08-19T22:56:02.814+05:30
2377,247,85,30,17,24,1:52.398,\N,\N,2023-08-19T22:56:02.814+05:30
2378,248,71,3,5,1,1:44.385,\N,\N,2023-08-19T22:56:02.814+05:30
2379,248,30,22,1,2,1:44.465,\N,\N,2023-08-19T22:56:02.814+05:30
2380,248,14,3,6,3,1:44.540,\N,\N,2023-08-19T22:56:02.814+05:30
2381,248,77,6,28,4,1:45.553,\N,\N,2023-08-19T22:56:02.814+05:30
2382,248,22,17,14,5,1:45.765,\N,\N,2023-08-19T22:56:02.814+05:30
2383,248,56,17,15,6,1:45.846,\N,\N,2023-08-19T22:56:02.814+05:30
2384,248,57,1,8,7,1:45.849,\N,\N,2023-08-19T22:56:02.814+05:30
2385,248,87,1,7,8,1:46.221,\N,\N,2023-08-19T22:56:02.814+05:30
2386,248,65,22,2,9,1:46.315,\N,\N,2023-08-19T22:56:02.814+05:30
2387,248,55,6,27,10,1:46.356,\N,\N,2023-08-19T22:56:02.814+05:30
2388,248,49,15,30,11,1:46.801,\N,\N,2023-08-19T22:56:02.814+05:30
2389,248,44,27,26,12,1:47.372,\N,\N,2023-08-19T22:56:02.814+05:30
2390,248,63,25,4,13,1:47.507,\N,\N,2023-08-19T22:56:02.814+05:30
2391,248,96,15,29,14,1:47.636,\N,\N,2023-08-19T22:56:02.814+05:30
2392,248,97,29,9,15,1:48.093,\N,\N,2023-08-19T22:56:02.814+05:30
2393,248,69,18,24,16,1:49.302,\N,\N,2023-08-19T22:56:02.814+05:30
2394,248,79,25,3,17,1:49.402,\N,\N,2023-08-19T22:56:02.814+05:30
2395,248,88,27,25,18,1:49.716,\N,\N,2023-08-19T22:56:02.814+05:30
2396,248,89,29,10,19,1:49.892,\N,\N,2023-08-19T22:56:02.814+05:30
2397,248,94,18,23,20,1:49.990,\N,\N,2023-08-19T22:56:02.814+05:30
2398,248,64,28,21,21,1:52.961,\N,\N,2023-08-19T22:56:02.814+05:30
2399,248,90,28,22,22,1:53.405,\N,\N,2023-08-19T22:56:02.814+05:30
2400,248,85,30,17,23,1:53.492,\N,\N,2023-08-19T22:56:02.814+05:30
2401,248,86,30,16,24,1:54.625,\N,\N,2023-08-19T22:56:02.814+05:30
2402,249,71,3,5,1,1:16.982,\N,\N,2023-08-19T22:56:02.814+05:30
2403,249,14,3,6,2,1:17.366,\N,\N,2023-08-19T22:56:02.814+05:30
2404,249,30,22,1,3,1:17.558,\N,\N,2023-08-19T22:56:02.814+05:30
2405,249,77,6,28,4,1:18.059,\N,\N,2023-08-19T22:56:02.814+05:30
2406,249,57,1,8,5,1:18.363,\N,\N,2023-08-19T22:56:02.814+05:30
2407,249,55,6,27,6,1:18.968,\N,\N,2023-08-19T22:56:02.814+05:30
2408,249,56,17,15,7,1:19.499,\N,\N,2023-08-19T22:56:02.814+05:30
2409,249,84,27,25,8,1:19.748,\N,\N,2023-08-19T22:56:02.814+05:30
2410,249,65,22,2,9,1:20.072,\N,\N,2023-08-19T22:56:02.814+05:30
2411,249,44,27,26,10,1:20.160,\N,\N,2023-08-19T22:56:02.814+05:30
2412,249,49,15,30,11,1:20.413,\N,\N,2023-08-19T22:56:02.814+05:30
2413,249,69,18,24,12,1:20.543,\N,\N,2023-08-19T22:56:02.814+05:30
2414,249,87,1,7,13,1:20.640,\N,\N,2023-08-19T22:56:02.814+05:30
2415,249,22,17,14,14,1:20.902,\N,\N,2023-08-19T22:56:02.814+05:30
2416,249,83,18,23,15,1:21.156,\N,\N,2023-08-19T22:56:02.814+05:30
2417,249,63,25,4,16,1:21.624,\N,\N,2023-08-19T22:56:02.814+05:30
2418,249,79,25,3,17,1:21.702,\N,\N,2023-08-19T22:56:02.814+05:30
2419,249,89,29,10,18,1:22.081,\N,\N,2023-08-19T22:56:02.814+05:30
2420,249,96,15,29,19,1:22.161,\N,\N,2023-08-19T22:56:02.814+05:30
2421,249,97,29,9,20,1:23.275,\N,\N,2023-08-19T22:56:02.814+05:30
2422,249,90,28,22,21,1:24.351,\N,\N,2023-08-19T22:56:02.814+05:30
2423,249,85,30,17,22,1:24.371,\N,\N,2023-08-19T22:56:02.814+05:30
2424,249,64,28,21,23,1:24.695,\N,\N,2023-08-19T22:56:02.814+05:30
2425,249,86,30,16,24,1:26.570,\N,\N,2023-08-19T22:56:02.814+05:30
2426,250,77,6,28,1,1:54.392,\N,\N,2023-08-19T22:56:02.814+05:30
2427,250,55,6,27,2,1:54.631,\N,\N,2023-08-19T22:56:02.814+05:30
2428,250,57,1,8,3,1:55.435,\N,\N,2023-08-19T22:56:02.814+05:30
2429,250,65,22,2,4,1:56.085,\N,\N,2023-08-19T22:56:02.814+05:30
2430,250,14,3,6,5,1:56.254,\N,\N,2023-08-19T22:56:02.814+05:30
2431,250,87,1,7,6,1:56.622,\N,\N,2023-08-19T22:56:02.814+05:30
2432,250,56,17,15,7,1:57.001,\N,\N,2023-08-19T22:56:02.814+05:30
2433,250,71,3,5,8,1:57.768,\N,\N,2023-08-19T22:56:02.814+05:30
2434,250,44,27,26,9,1:58.021,\N,\N,2023-08-19T22:56:02.814+05:30
2435,250,49,15,30,10,1:58.148,\N,\N,2023-08-19T22:56:02.814+05:30
2436,250,63,25,4,11,1:58.224,\N,\N,2023-08-19T22:56:02.814+05:30
2437,250,22,17,14,12,1:58.293,\N,\N,2023-08-19T22:56:02.814+05:30
2438,250,84,27,26,13,1:58.314,\N,\N,2023-08-19T22:56:02.814+05:30
2439,250,96,15,29,14,1:58.356,\N,\N,2023-08-19T22:56:02.814+05:30
2440,250,79,25,3,15,1:58.551,\N,\N,2023-08-19T22:56:02.814+05:30
2441,250,30,22,1,16,1:59.079,\N,\N,2023-08-19T22:56:02.814+05:30
2442,250,83,18,23,17,1:59.256,\N,\N,2023-08-19T22:56:02.814+05:30
2443,250,89,29,10,18,2:00.990,\N,\N,2023-08-19T22:56:02.814+05:30
2444,250,69,18,24,19,2:01.013,\N,\N,2023-08-19T22:56:02.814+05:30
2445,250,97,29,9,20,2:01.685,\N,\N,2023-08-19T22:56:02.814+05:30
2446,250,85,30,17,21,2:02.405,\N,\N,2023-08-19T22:56:02.814+05:30
2447,250,90,28,22,22,2:03.817,\N,\N,2023-08-19T22:56:02.814+05:30
2448,250,86,30,16,23,2:06.407,\N,\N,2023-08-19T22:56:02.814+05:30
2449,250,64,28,21,24,2:09.537,\N,\N,2023-08-19T22:56:02.814+05:30
2450,251,14,3,6,1,1:24.462,\N,\N,2023-08-19T22:56:02.814+05:30
2451,251,30,22,1,2,1:25.026,\N,\N,2023-08-19T22:56:02.814+05:30
2452,251,77,6,28,3,1:25.353,\N,\N,2023-08-19T22:56:02.814+05:30
2453,251,71,3,5,4,1:25.699,\N,\N,2023-08-19T22:56:02.814+05:30
2454,251,55,6,27,5,1:25.707,\N,\N,2023-08-19T22:56:02.814+05:30
2455,251,22,17,14,6,1:25.919,\N,\N,2023-08-19T22:56:02.814+05:30
2456,251,57,1,8,7,1:25.920,\N,\N,2023-08-19T22:56:02.814+05:30
2457,251,65,22,2,8,1:26.433,\N,\N,2023-08-19T22:56:02.814+05:30
2458,251,87,1,7,9,1:26.472,\N,\N,2023-08-19T22:56:02.814+05:30
2459,251,49,15,30,10,1:26.541,\N,\N,2023-08-19T22:56:02.814+05:30
2460,251,84,27,26,11,1:27.067,\N,\N,2023-08-19T22:56:02.814+05:30
2461,251,56,17,15,12,1:27.271,\N,\N,2023-08-19T22:56:02.814+05:30
2462,251,44,27,26,13,1:27.384,\N,\N,2023-08-19T22:56:02.814+05:30
2463,251,96,15,29,14,1:28.741,\N,\N,2023-08-19T22:56:02.814+05:30
2464,251,97,29,9,15,1:28.870,\N,\N,2023-08-19T22:56:02.814+05:30
2465,251,63,25,4,16,1:29.028,\N,\N,2023-08-19T22:56:02.814+05:30
2466,251,79,25,3,17,1:29.287,\N,\N,2023-08-19T22:56:02.814+05:30
2467,251,69,18,24,18,1:29.559,\N,\N,2023-08-19T22:56:02.814+05:30
2468,251,83,18,23,19,1:29.936,\N,\N,2023-08-19T22:56:02.814+05:30
2469,251,89,29,10,20,1:30.515,\N,\N,2023-08-19T22:56:02.814+05:30
2470,251,85,30,17,21,1:30.721,\N,\N,2023-08-19T22:56:02.814+05:30
2471,251,90,28,22,22,1:30.834,\N,\N,2023-08-19T22:56:02.814+05:30
2472,251,64,28,21,23,1:32.102,\N,\N,2023-08-19T22:56:02.814+05:30
2473,251,86,30,16,24,1:32.470,\N,\N,2023-08-19T22:56:02.814+05:30
2474,252,14,3,6,1,1:20.537,\N,\N,2023-08-19T22:56:02.814+05:30
2475,252,71,3,5,2,1:20.905,\N,\N,2023-08-19T22:56:02.814+05:30
2476,252,30,22,1,3,1:21.301,\N,\N,2023-08-19T22:56:02.814+05:30
2477,252,77,6,28,4,1:21.970,\N,\N,2023-08-19T22:56:02.814+05:30
2478,252,49,15,30,5,1:22.226,\N,\N,2023-08-19T22:56:02.814+05:30
2479,252,65,22,2,6,1:22.322,\N,\N,2023-08-19T22:56:02.814+05:30
2480,252,55,6,27,7,1:22.391,\N,\N,2023-08-19T22:56:02.814+05:30
2481,252,22,17,14,8,1:22.538,\N,\N,2023-08-19T22:56:02.814+05:30
2482,252,84,27,25,9,1:22.588,\N,\N,2023-08-19T22:56:02.814+05:30
2483,252,56,17,15,10,1:22.831,\N,\N,2023-08-19T22:56:02.814+05:30
2484,252,44,27,26,11,1:22.904,\N,\N,2023-08-19T22:56:02.814+05:30
2485,252,87,1,7,12,1:22.914,\N,\N,2023-08-19T22:56:02.814+05:30
2486,252,57,1,8,13,1:23.064,\N,\N,2023-08-19T22:56:02.814+05:30
2487,252,96,15,29,14,1:23.934,\N,\N,2023-08-19T22:56:02.814+05:30
2488,252,63,25,4,15,1:23.936,\N,\N,2023-08-19T22:56:02.814+05:30
2489,252,79,25,3,16,1:24.287,\N,\N,2023-08-19T22:56:02.814+05:30
2490,252,83,18,23,17,1:24.657,\N,\N,2023-08-19T22:56:02.814+05:30
2491,252,69,18,24,18,1:24.778,\N,\N,2023-08-19T22:56:02.814+05:30
2492,252,89,29,10,19,1:24.883,\N,\N,2023-08-19T22:56:02.814+05:30
2493,252,97,29,9,20,1:25.179,\N,\N,2023-08-19T22:56:02.814+05:30
2494,252,85,30,17,21,1:26.172,\N,\N,2023-08-19T22:56:02.814+05:30
2495,252,64,28,21,22,1:27.292,\N,\N,2023-08-19T22:56:02.814+05:30
2496,252,90,28,22,23,1:27.523,\N,\N,2023-08-19T22:56:02.814+05:30
2497,252,98,30,16,24,1:32.769,\N,\N,2023-08-19T22:56:02.814+05:30
2498,253,14,3,6,1,1:18.738,\N,\N,2023-08-19T22:56:02.814+05:30
2499,253,71,3,5,2,1:18.972,\N,\N,2023-08-19T22:56:02.814+05:30
2500,253,30,22,1,3,1:19.150,\N,\N,2023-08-19T22:56:02.814+05:30
2501,253,77,6,28,4,1:19.821,\N,\N,2023-08-19T22:56:02.814+05:30
2502,253,56,17,15,5,1:20.488,\N,\N,2023-08-19T22:56:02.814+05:30
2503,253,55,6,27,6,1:20.510,\N,\N,2023-08-19T22:56:02.814+05:30
2504,253,65,22,2,7,1:20.653,\N,\N,2023-08-19T22:56:02.814+05:30
2505,253,49,15,30,8,1:20.749,\N,\N,2023-08-19T22:56:02.814+05:30
2506,253,57,1,8,9,1:20.866,\N,\N,2023-08-19T22:56:02.814+05:30
2507,253,87,1,7,10,1:20.909,\N,\N,2023-08-19T22:56:02.814+05:30
2508,253,22,17,14,11,1:21.211,\N,\N,2023-08-19T22:56:02.814+05:30
2509,253,84,27,25,12,1:21.541,\N,\N,2023-08-19T22:56:02.814+05:30
2510,253,96,15,29,13,1:22.059,\N,\N,2023-08-19T22:56:02.814+05:30
2511,253,44,27,26,14,1:22.062,\N,\N,2023-08-19T22:56:02.814+05:30
2512,253,63,25,4,15,1:23.058,\N,\N,2023-08-19T22:56:02.814+05:30
2513,253,83,18,23,16,1:23.328,\N,\N,2023-08-19T22:56:02.814+05:30
2514,253,97,29,9,17,1:23.689,\N,\N,2023-08-19T22:56:02.814+05:30
2515,253,69,18,24,18,1:23.760,\N,\N,2023-08-19T22:56:02.814+05:30
2516,253,99,25,3,19,1:24.286,\N,\N,2023-08-19T22:56:02.814+05:30
2517,253,85,30,17,20,1:24.696,\N,\N,2023-08-19T22:56:02.814+05:30
2518,253,89,29,10,21,1:24.900,\N,\N,2023-08-19T22:56:02.814+05:30
2519,253,64,28,21,22,1:25.157,\N,\N,2023-08-19T22:56:02.814+05:30
2520,253,90,28,22,23,1:26.098,\N,\N,2023-08-19T22:56:02.814+05:30
2521,253,98,30,16,24,1:27.853,\N,\N,2023-08-19T22:56:02.814+05:30
2522,254,14,3,6,1,1:14.013,\N,\N,2023-08-19T22:56:02.814+05:30
2523,254,71,3,5,2,1:14.213,\N,\N,2023-08-19T22:56:02.814+05:30
2524,254,30,22,1,3,1:14.284,\N,\N,2023-08-19T22:56:02.814+05:30
2525,254,55,6,27,4,1:14.919,\N,\N,2023-08-19T22:56:02.814+05:30
2526,254,77,6,28,5,1:14.974,\N,\N,2023-08-19T22:56:02.814+05:30
2527,254,56,17,15,6,1:15.354,\N,\N,2023-08-19T22:56:02.814+05:30
2528,254,65,22,2,7,1:15.556,\N,\N,2023-08-19T22:56:02.814+05:30
2529,254,49,15,30,8,1:15.561,\N,\N,2023-08-19T22:56:02.814+05:30
2530,254,44,27,26,9,1:15.621,\N,\N,2023-08-19T22:56:02.814+05:30
2531,254,87,1,7,10,1:15.652,\N,\N,2023-08-19T22:56:02.814+05:30
2532,254,22,17,14,11,1:15.774,\N,\N,2023-08-19T22:56:02.814+05:30
2533,254,76,1,8,12,1:16.339,\N,\N,2023-08-19T22:56:02.814+05:30
2534,254,88,27,25,13,1:16.519,\N,\N,2023-08-19T22:56:02.814+05:30
2535,254,83,18,23,14,1:16.596,\N,\N,2023-08-19T22:56:02.814+05:30
2536,254,96,15,29,15,1:16.646,\N,\N,2023-08-19T22:56:02.814+05:30
2537,254,69,18,24,16,1:16.887,\N,\N,2023-08-19T22:56:02.814+05:30
2538,254,79,25,3,17,1:17.014,\N,\N,2023-08-19T22:56:02.814+05:30
2539,254,63,25,4,18,1:17.213,\N,\N,2023-08-19T22:56:02.814+05:30
2540,254,81,29,9,19,1:18.114,\N,\N,2023-08-19T22:56:02.814+05:30
2541,254,89,29,10,20,1:18.212,\N,\N,2023-08-19T22:56:02.814+05:30
2542,254,64,28,21,21,1:19.579,\N,\N,2023-08-19T22:56:02.814+05:30
2543,254,90,28,22,22,1:19.745,\N,\N,2023-08-19T22:56:02.814+05:30
2544,254,85,30,17,23,1:20.093,\N,\N,2023-08-19T22:56:02.814+05:30
2545,254,92,30,16,24,1:21.405,\N,\N,2023-08-19T22:56:02.814+05:30
2546,255,30,22,1,1,1:38.023,\N,\N,2023-08-19T22:56:02.814+05:30
2547,255,55,6,27,2,1:38.888,\N,\N,2023-08-19T22:56:02.814+05:30
2548,255,57,1,8,3,1:38.954,\N,\N,2023-08-19T22:56:02.814+05:30
2549,255,71,3,5,4,1:39.032,\N,\N,2023-08-19T22:56:02.814+05:30
2550,255,77,6,28,5,1:39.040,\N,\N,2023-08-19T22:56:02.814+05:30
2551,255,14,3,6,6,1:39.155,\N,\N,2023-08-19T22:56:02.814+05:30
2552,255,56,17,15,7,1:39.621,\N,\N,2023-08-19T22:56:02.814+05:30
2553,255,49,15,30,8,1:40.010,\N,\N,2023-08-19T22:56:02.814+05:30
2554,255,65,22,2,9,1:40.349,\N,\N,2023-08-19T22:56:02.814+05:30
2555,255,22,17,14,10,1:40.381,\N,\N,2023-08-19T22:56:02.814+05:30
2556,255,44,27,26,11,1:40.838,\N,\N,2023-08-19T22:56:02.814+05:30
2557,255,63,25,4,12,1:41.355,\N,\N,2023-08-19T22:56:02.814+05:30
2558,255,88,27,25,13,1:41.592,\N,\N,2023-08-19T22:56:02.814+05:30
2559,255,79,25,3,14,1:41.977,\N,\N,2023-08-19T22:56:02.814+05:30
2560,255,81,29,9,15,1:42.059,\N,\N,2023-08-19T22:56:02.814+05:30
2561,255,91,15,29,16,1:42.912,\N,\N,2023-08-19T22:56:02.814+05:30
2562,255,83,18,23,17,1:43.102,\N,\N,2023-08-19T22:56:02.814+05:30
2563,255,69,18,24,18,1:43.542,\N,\N,2023-08-19T22:56:02.814+05:30
2564,255,89,29,10,19,1:44.074,\N,\N,2023-08-19T22:56:02.814+05:30
2565,255,85,30,17,20,1:46.097,\N,\N,2023-08-19T22:56:02.814+05:30
2566,255,64,28,21,21,1:46.654,\N,\N,2023-08-19T22:56:02.814+05:30
2567,255,90,28,22,22,1:48.267,\N,\N,2023-08-19T22:56:02.814+05:30
2568,255,92,30,16,23,1:48.289,\N,\N,2023-08-19T22:56:02.814+05:30
2569,255,87,1,7,24,16:42.640,\N,\N,2023-08-19T22:56:02.814+05:30
2570,256,71,3,5,1,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2571,256,14,3,6,2,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2572,256,30,22,1,3,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2573,256,77,6,28,4,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2574,256,55,6,27,5,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2575,256,49,15,30,6,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2576,256,22,17,14,7,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2577,256,65,22,2,8,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2578,256,56,17,15,9,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2579,256,87,1,7,10,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2580,256,84,27,25,11,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2581,256,44,27,26,12,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2582,256,81,29,9,13,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2583,256,63,25,4,14,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2584,256,69,18,24,15,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2585,256,79,25,3,16,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2586,256,83,18,23,17,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2587,256,91,15,29,18,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2588,256,89,29,10,19,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2589,256,90,28,22,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2590,256,64,28,21,21,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2591,256,85,30,16,22,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2592,256,92,30,16,23,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2593,256,57,1,8,24,\N,\N,\N,2023-08-19T22:56:02.814+05:30
2594,257,102,3,2,1,1:15.962,\N,\N,2023-08-19T22:56:02.814+05:30
2595,257,30,22,5,2,1:16.290,\N,\N,2023-08-19T22:56:02.814+05:30
2596,257,55,6,27,3,1:17.385,\N,\N,2023-08-19T22:56:02.814+05:30
2597,257,71,3,0,4,1:17.554,\N,\N,2023-08-19T22:56:02.814+05:30
2598,257,49,15,30,5,1:17.806,\N,\N,2023-08-19T22:56:02.814+05:30
2599,257,81,29,10,6,1:17.866,\N,\N,2023-08-19T22:56:02.814+05:30
2600,257,91,15,29,7,1:17.927,\N,\N,2023-08-19T22:56:02.814+05:30
2601,257,57,1,7,8,1:18.122,\N,\N,2023-08-19T22:56:02.814+05:30
2602,257,50,22,6,9,1:18.183,\N,\N,2023-08-19T22:56:02.814+05:30
2603,257,79,25,3,10,1:18.194,\N,\N,2023-08-19T22:56:02.814+05:30
2604,257,104,29,9,11,1:18.204,\N,\N,2023-08-19T22:56:02.814+05:30
2605,257,87,25,4,12,1:18.246,\N,\N,2023-08-19T22:56:02.814+05:30
2606,257,100,33,20,13,1:18.321,\N,\N,2023-08-19T22:56:02.814+05:30
2607,257,22,17,14,14,1:18.414,\N,\N,2023-08-19T22:56:02.814+05:30
2608,257,94,18,23,15,1:18.659,\N,\N,2023-08-19T22:56:02.814+05:30
2609,257,56,17,15,16,1:18.751,\N,\N,2023-08-19T22:56:02.814+05:30
2610,257,77,6,28,17,1:18.855,\N,\N,2023-08-19T22:56:02.814+05:30
2611,257,84,1,8,18,1:18.864,\N,\N,2023-08-19T22:56:02.814+05:30
2612,257,44,27,26,19,1:19.304,\N,\N,2023-08-19T22:56:02.814+05:30
2613,257,103,27,25,20,1:19.398,\N,\N,2023-08-19T22:56:02.814+05:30
2614,257,65,32,12,21,1:19.483,\N,\N,2023-08-19T22:56:02.814+05:30
2615,257,105,18,24,22,1:19.517,\N,\N,2023-08-19T22:56:02.814+05:30
2616,257,106,33,19,23,1:19.524,\N,\N,2023-08-19T22:56:02.814+05:30
2617,257,83,32,11,24,1:19.975,\N,\N,2023-08-19T22:56:02.814+05:30
