qualify_id,race_id,driver_id,constructor_id,number,position,q1,q2,q3,ingestion_date
985,64,8,1,3,1,1:15.214,1:14.410,1:14.070,2023-08-19T22:56:02.814+05:30
986,64,30,6,5,2,1:14.904,1:13.778,1:14.205,2023-08-19T22:56:02.814+05:30
987,64,13,6,6,3,1:14.412,1:14.094,1:14.569,2023-08-19T22:56:02.814+05:30
988,64,18,11,12,4,1:15.869,1:14.378,1:14.862,2023-08-19T22:56:02.814+05:30
989,64,21,4,2,5,1:15.916,1:14.540,1:14.894,2023-08-19T22:56:02.814+05:30
990,64,22,11,11,6,1:15.757,1:14.652,1:14.934,2023-08-19T22:56:02.814+05:30
991,64,4,4,1,7,1:15.518,1:14.746,1:15.282,2023-08-19T22:56:02.814+05:30
992,64,23,7,7,8,1:15.789,1:14.743,1:15.923,2023-08-19T22:56:02.814+05:30
993,64,37,1,4,9,1:15.655,1:15.021,1:15.936,2023-08-19T22:56:02.814+05:30
994,64,14,9,14,10,1:15.836,1:14.826,1:16.326,2023-08-19T22:56:02.814+05:30
995,64,17,3,9,11,1:15.719,1:15.094,\N,2023-08-19T22:56:02.814+05:30
996,64,32,9,15,12,1:15.816,1:15.141,\N,2023-08-19T22:56:02.814+05:30
997,64,15,7,8,13,1:15.430,1:15.150,\N,2023-08-19T22:56:02.814+05:30
998,64,35,2,17,14,1:16.281,1:15.329,\N,2023-08-19T22:56:02.814+05:30
999,64,3,3,10,15,1:16.183,1:15.380,\N,2023-08-19T22:56:02.814+05:30
1000,64,2,2,16,16,1:16.234,1:15.397,\N,2023-08-19T22:56:02.814+05:30
1001,64,24,5,20,17,1:16.399,\N,\N,2023-08-19T22:56:02.814+05:30
1002,64,27,13,19,18,1:17.093,\N,\N,2023-08-19T22:56:02.814+05:30
1003,64,11,8,22,19,1:17.185,\N,\N,2023-08-19T22:56:02.814+05:30
1004,64,33,13,18,20,1:17.836,\N,\N,2023-08-19T22:56:02.814+05:30
1005,64,29,8,23,21,1:20.444,\N,\N,2023-08-19T22:56:02.814+05:30
1006,64,26,5,21,22,\N,\N,\N,2023-08-19T22:56:02.814+05:30
1007,65,8,1,3,1,1:20.080,1:19.704,1:19.599,2023-08-19T22:56:02.814+05:30
1008,65,13,6,6,2,1:19.742,1:19.504,1:19.886,2023-08-19T22:56:02.814+05:30
1009,65,22,11,11,3,1:21.141,1:19.783,1:20.085,2023-08-19T22:56:02.814+05:30
1010,65,18,11,12,4,1:20.820,1:19.943,1:20.092,2023-08-19T22:56:02.814+05:30
1011,65,37,1,4,5,1:21.288,1:19.991,1:20.117,2023-08-19T22:56:02.814+05:30
1012,65,17,3,9,6,1:21.335,1:20.047,1:20.266,2023-08-19T22:56:02.814+05:30
1013,65,23,7,7,7,1:21.112,1:20.243,1:20.759,2023-08-19T22:56:02.814+05:30
1014,65,21,4,2,8,1:21.370,1:20.154,1:20.924,2023-08-19T22:56:02.814+05:30
1015,65,15,7,8,9,1:21.434,1:20.231,1:21.132,2023-08-19T22:56:02.814+05:30
1016,65,9,2,17,10,1:20.891,1:20.256,1:22.049,2023-08-19T22:56:02.814+05:30
1017,65,2,2,16,11,1:21.437,1:20.623,\N,2023-08-19T22:56:02.814+05:30
1018,65,30,6,5,12,1:21.440,1:20.875,\N,2023-08-19T22:56:02.814+05:30
1019,65,14,9,14,13,1:21.163,1:20.890,\N,2023-08-19T22:56:02.814+05:30
1020,65,32,9,15,14,1:22.027,1:21.207,\N,2023-08-19T22:56:02.814+05:30
1021,65,4,4,1,15,1:21.792,1:21.364,\N,2023-08-19T22:56:02.814+05:30
1022,65,33,13,18,16,1:22.009,1:23.767,\N,2023-08-19T22:56:02.814+05:30
1023,65,24,5,20,17,1:22.068,\N,\N,2023-08-19T22:56:02.814+05:30
1024,65,3,3,10,18,1:22.084,\N,\N,2023-08-19T22:56:02.814+05:30
1025,65,26,5,21,19,1:22.317,\N,\N,2023-08-19T22:56:02.814+05:30
1026,65,11,8,22,20,1:22.967,\N,\N,2023-08-19T22:56:02.814+05:30
1027,65,27,13,19,21,1:23.146,\N,\N,2023-08-19T22:56:02.814+05:30
1028,65,29,8,23,22,1:24.016,\N,\N,2023-08-19T22:56:02.814+05:30
1029,66,13,6,6,1,1:27.306,1:27.059,1:26.907,2023-08-19T22:56:02.814+05:30
1030,66,30,6,5,2,1:27.385,1:25.850,1:27.284,2023-08-19T22:56:02.814+05:30
1031,66,4,4,1,3,1:27.861,1:26.917,1:27.321,2023-08-19T22:56:02.814+05:30
1032,66,21,4,2,4,1:28.175,1:27.346,1:27.564,2023-08-19T22:56:02.814+05:30
1033,66,23,7,7,5,1:27.668,1:27.062,1:27.569,2023-08-19T22:56:02.814+05:30
1034,66,2,2,16,6,1:28.200,1:27.251,1:27.785,2023-08-19T22:56:02.814+05:30
1035,66,18,11,12,7,1:28.222,1:26.872,1:27.790,2023-08-19T22:56:02.814+05:30
1036,66,8,1,3,8,1:28.236,1:27.202,1:27.866,2023-08-19T22:56:02.814+05:30
1037,66,9,2,17,9,1:28.212,1:27.405,1:28.167,2023-08-19T22:56:02.814+05:30
1038,66,17,3,9,10,1:28.307,1:27.608,1:29.436,2023-08-19T22:56:02.814+05:30
1039,66,32,9,15,11,1:28.271,1:27.852,\N,2023-08-19T22:56:02.814+05:30
1040,66,37,1,4,12,1:28.403,1:27.897,\N,2023-08-19T22:56:02.814+05:30
1041,66,15,7,8,13,1:28.549,1:27.973,\N,2023-08-19T22:56:02.814+05:30
1042,66,22,11,11,14,1:28.411,1:28.257,\N,2023-08-19T22:56:02.814+05:30
1043,66,3,3,10,15,1:28.889,1:28.386,\N,2023-08-19T22:56:02.814+05:30
1044,66,27,13,19,16,1:29.021,1:28.639,\N,2023-08-19T22:56:02.814+05:30
1045,66,14,9,14,17,1:29.136,\N,\N,2023-08-19T22:56:02.814+05:30
1046,66,26,5,21,18,1:29.158,\N,\N,2023-08-19T22:56:02.814+05:30
1047,66,24,5,20,19,1:29.250,\N,\N,2023-08-19T22:56:02.814+05:30
1048,66,33,13,18,20,1:29.901,\N,\N,2023-08-19T22:56:02.814+05:30
1049,66,29,8,23,21,1:30.607,\N,\N,2023-08-19T22:56:02.814+05:30
1050,66,11,8,22,22,1:30.850,\N,\N,2023-08-19T22:56:02.814+05:30
1051,67,8,1,3,1,1:21.994,1:21.349,1:21.484,2023-08-19T22:56:02.814+05:30
1052,67,30,6,5,2,1:21.711,1:21.353,1:21.486,2023-08-19T22:56:02.814+05:30
1053,67,2,2,16,3,1:21.764,1:21.425,1:21.653,2023-08-19T22:56:02.814+05:30
1054,67,13,6,6,4,1:22.028,1:21.225,1:21.704,2023-08-19T22:56:02.814+05:30
1055,67,18,11,12,5,1:22.512,1:21.572,1:22.011,2023-08-19T22:56:02.814+05:30
1056,67,9,2,17,6,1:22.437,1:21.270,1:22.258,2023-08-19T22:56:02.814+05:30
1057,67,37,1,4,7,1:22.422,1:21.878,1:22.280,2023-08-19T22:56:02.814+05:30
1058,67,22,11,11,8,1:22.640,1:21.688,1:22.787,2023-08-19T22:56:02.814+05:30
1059,67,21,4,2,9,1:22.486,1:21.722,1:23.175,2023-08-19T22:56:02.814+05:30
1060,67,4,4,1,10,1:21.747,1:21.526,1:25.688,2023-08-19T22:56:02.814+05:30
1061,67,15,7,8,11,1:22.093,1:21.924,\N,2023-08-19T22:56:02.814+05:30
1062,67,3,3,10,12,1:22.581,1:22.203,\N,2023-08-19T22:56:02.814+05:30
1063,67,23,7,7,13,1:22.622,1:22.280,\N,2023-08-19T22:56:02.814+05:30
1064,67,14,9,14,14,1:22.618,1:22.589,\N,2023-08-19T22:56:02.814+05:30
1065,67,26,5,21,15,1:22.943,1:23.165,\N,2023-08-19T22:56:02.814+05:30
1066,67,32,9,15,16,1:22.898,\N,\N,2023-08-19T22:56:02.814+05:30
1067,67,24,5,20,17,1:23.043,\N,\N,2023-08-19T22:56:02.814+05:30
1068,67,27,14,19,18,1:23.116,\N,\N,2023-08-19T22:56:02.814+05:30
1069,67,17,3,9,19,1:23.341,\N,\N,2023-08-19T22:56:02.814+05:30
1070,67,33,14,18,20,1:23.920,\N,\N,2023-08-19T22:56:02.814+05:30
1071,67,11,8,22,21,1:24.289,\N,\N,2023-08-19T22:56:02.814+05:30
1072,67,29,8,23,22,1:26.001,\N,\N,2023-08-19T22:56:02.814+05:30
1073,68,4,4,1,1,1:44.128,1:43.951,1:44.360,2023-08-19T22:56:02.814+05:30
1074,68,21,4,2,2,1:44.378,1:44.336,1:44.992,2023-08-19T22:56:02.814+05:30
1075,68,22,11,11,3,1:47.072,1:45.228,1:45.503,2023-08-19T22:56:02.814+05:30
1076,68,18,11,12,4,1:45.809,1:44.662,1:45.503,2023-08-19T22:56:02.814+05:30
1077,68,8,1,3,5,1:44.909,1:45.622,1:45.754,2023-08-19T22:56:02.814+05:30
1078,68,30,6,5,6,1:47.366,1:45.660,1:45.775,2023-08-19T22:56:02.814+05:30
1079,68,37,1,4,7,1:44.808,1:45.095,1:45.877,2023-08-19T22:56:02.814+05:30
1080,68,2,2,16,8,1:46.249,1:45.055,1:46.053,2023-08-19T22:56:02.814+05:30
1081,68,9,2,17,9,1:46.049,1:45.576,1:46.632,2023-08-19T22:56:02.814+05:30
1082,68,38,9,15,10,1:46.387,1:45.747,1:48.021,2023-08-19T22:56:02.814+05:30
1083,68,26,5,21,11,1:46.222,1:45.851,\N,2023-08-19T22:56:02.814+05:30
1084,68,14,9,14,12,1:45.931,1:45.968,\N,2023-08-19T22:56:02.814+05:30
1085,68,24,5,20,13,1:45.564,1:46.172,\N,2023-08-19T22:56:02.814+05:30
1086,68,17,3,9,14,1:48.560,1:46.413,\N,2023-08-19T22:56:02.814+05:30
1087,68,3,3,10,15,1:47.535,1:47.419,\N,2023-08-19T22:56:02.814+05:30
1088,68,23,7,7,16,1:48.894,\N,\N,2023-08-19T22:56:02.814+05:30
1089,68,15,7,8,17,1:49.098,\N,\N,2023-08-19T22:56:02.814+05:30
1090,68,33,14,18,18,1:49.903,\N,\N,2023-08-19T22:56:02.814+05:30
1091,68,29,8,23,19,1:55.560,\N,\N,2023-08-19T22:56:02.814+05:30
1092,68,13,6,6,20,1:47.231,1:45.970,\N,2023-08-19T22:56:02.814+05:30
1093,68,11,8,22,21,1:50.326,\N,\N,2023-08-19T22:56:02.814+05:30
1094,68,27,14,19,22,1:49.542,\N,\N,2023-08-19T22:56:02.814+05:30
1095,69,13,6,6,1,1:30.112,1:29.830,1:29.599,2023-08-19T22:56:02.814+05:30
1096,69,30,6,5,2,1:31.279,1:28.954,1:29.711,2023-08-19T22:56:02.814+05:30
1097,69,23,7,7,3,1:30.595,1:30.299,1:29.989,2023-08-19T22:56:02.814+05:30
1098,69,15,7,8,4,1:30.420,1:30.204,1:30.039,2023-08-19T22:56:02.814+05:30
1099,69,4,4,1,5,1:30.976,1:30.357,1:30.371,2023-08-19T22:56:02.814+05:30
1100,69,21,4,2,6,1:31.696,1:30.306,1:30.599,2023-08-19T22:56:02.814+05:30
1101,69,18,11,12,7,1:30.847,1:30.268,1:30.992,2023-08-19T22:56:02.814+05:30
1102,69,22,11,11,8,1:31.972,1:30.598,1:31.478,2023-08-19T22:56:02.814+05:30
1103,69,2,2,16,9,1:31.811,1:30.470,1:31.513,2023-08-19T22:56:02.814+05:30
1104,69,3,3,10,10,1:30.585,1:30.321,1:31.856,2023-08-19T22:56:02.814+05:30
1105,69,8,1,3,11,1:32.080,1:30.827,\N,2023-08-19T22:56:02.814+05:30
1106,69,9,2,17,12,1:31.204,1:31.094,\N,2023-08-19T22:56:02.814+05:30
1107,69,37,1,4,13,1:31.581,1:31.254,\N,2023-08-19T22:56:02.814+05:30
1108,69,17,3,9,14,1:31.647,1:31.276,\N,2023-08-19T22:56:02.814+05:30
1109,69,24,5,20,15,1:31.741,1:31.943,\N,2023-08-19T22:56:02.814+05:30
1110,69,27,14,19,16,1:32.221,1:33.750,\N,2023-08-19T22:56:02.814+05:30
1111,69,14,9,14,17,1:32.252,\N,\N,2023-08-19T22:56:02.814+05:30
1112,69,38,9,15,18,1:32.402,\N,\N,2023-08-19T22:56:02.814+05:30
1113,69,26,5,21,19,1:32.867,\N,\N,2023-08-19T22:56:02.814+05:30
1114,69,11,8,22,20,1:33.666,\N,\N,2023-08-19T22:56:02.814+05:30
1115,69,33,14,18,21,1:33.709,\N,\N,2023-08-19T22:56:02.814+05:30
1116,69,29,8,23,22,\N,\N,\N,2023-08-19T22:56:02.814+05:30
1117,70,13,6,6,1,1:10.643,1:10.775,1:10.680,2023-08-19T22:56:02.814+05:30
1118,70,8,1,3,2,1:12.035,1:11.386,1:11.299,2023-08-19T22:56:02.814+05:30
1119,70,15,7,8,3,1:11.885,1:11.343,1:11.328,2023-08-19T22:56:02.814+05:30
1120,70,4,4,1,4,1:11.791,1:11.148,1:11.567,2023-08-19T22:56:02.814+05:30
1121,70,22,11,11,5,1:12.017,1:11.578,1:11.619,2023-08-19T22:56:02.814+05:30
1122,70,21,4,2,6,1:12.042,1:11.461,1:11.629,2023-08-19T22:56:02.814+05:30
1123,70,23,7,7,7,1:11.713,1:11.550,1:11.695,2023-08-19T22:56:02.814+05:30
1124,70,2,2,16,8,1:12.307,1:11.648,1:11.882,2023-08-19T22:56:02.814+05:30
1125,70,9,2,17,9,1:12.040,1:11.589,1:12.131,2023-08-19T22:56:02.814+05:30
1126,70,30,6,5,10,1:11.565,1:10.313,\N,2023-08-19T22:56:02.814+05:30
1127,70,17,3,9,11,1:11.973,1:11.650,\N,2023-08-19T22:56:02.814+05:30
1128,70,37,1,4,12,1:11.825,1:11.658,\N,2023-08-19T22:56:02.814+05:30
1129,70,3,3,10,13,1:11.974,1:11.679,\N,2023-08-19T22:56:02.814+05:30
1130,70,18,11,12,14,1:12.085,1:11.742,\N,2023-08-19T22:56:02.814+05:30
1131,70,38,9,15,15,1:12.530,1:12.591,\N,2023-08-19T22:56:02.814+05:30
1132,70,24,5,20,16,1:12.855,1:12.861,\N,2023-08-19T22:56:02.814+05:30
1133,70,26,5,21,17,1:12.856,\N,\N,2023-08-19T22:56:02.814+05:30
1134,70,27,14,19,18,1:13.138,\N,\N,2023-08-19T22:56:02.814+05:30
1135,70,14,9,14,19,1:13.249,\N,\N,2023-08-19T22:56:02.814+05:30
1136,70,11,8,22,20,1:13.269,\N,\N,2023-08-19T22:56:02.814+05:30
1137,70,29,8,23,21,1:13.357,\N,\N,2023-08-19T22:56:02.814+05:30
1138,70,33,14,18,22,\N,\N,\N,2023-08-19T22:56:02.814+05:30
1139,77,2,3,8,1,1:30.081,\N,\N,2023-08-19T22:56:02.814+05:30
1140,77,8,1,9,2,1:30.197,\N,\N,2023-08-19T22:56:02.814+05:30
1141,77,17,3,7,3,1:30.368,\N,\N,2023-08-19T22:56:02.814+05:30
1142,77,15,7,16,4,1:30.700,\N,\N,2023-08-19T22:56:02.814+05:30
1143,77,31,1,10,5,1:30.890,\N,\N,2023-08-19T22:56:02.814+05:30
1144,77,4,4,5,6,1:31.056,\N,\N,2023-08-19T22:56:02.814+05:30
1145,77,22,6,2,7,1:31.249,\N,\N,2023-08-19T22:56:02.814+05:30
1146,77,23,7,17,8,1:31.392,\N,\N,2023-08-19T22:56:02.814+05:30
1147,77,21,4,6,9,1:31.566,\N,\N,2023-08-19T22:56:02.814+05:30
1148,77,30,6,1,10,1:31.585,\N,\N,2023-08-19T22:56:02.814+05:30
1149,77,13,15,12,11,1:32.205,\N,\N,2023-08-19T22:56:02.814+05:30
1150,77,14,9,14,12,1:32.553,\N,\N,2023-08-19T22:56:02.814+05:30
1151,77,18,16,3,13,1:32.594,\N,\N,2023-08-19T22:56:02.814+05:30
1152,77,24,9,15,14,1:32.642,\N,\N,2023-08-19T22:56:02.814+05:30
1153,77,35,15,11,15,1:32.891,\N,\N,2023-08-19T22:56:02.814+05:30
1154,77,11,16,4,16,1:32.926,\N,\N,2023-08-19T22:56:02.814+05:30
1155,77,33,17,18,17,1:35.047,\N,\N,2023-08-19T22:56:02.814+05:30
1156,77,40,18,20,18,1:35.954,\N,\N,2023-08-19T22:56:02.814+05:30
1157,77,39,17,19,19,1:36.192,\N,\N,2023-08-19T22:56:02.814+05:30
1158,77,27,18,21,20,1:36.239,\N,\N,2023-08-19T22:56:02.814+05:30
1159,78,18,16,3,1,1:15.217,\N,\N,2023-08-19T22:56:02.814+05:30
1160,78,30,6,1,2,1:15.475,\N,\N,2023-08-19T22:56:02.814+05:30
1161,78,4,4,5,3,1:15.561,\N,\N,2023-08-19T22:56:02.814+05:30
1162,78,21,4,6,4,1:15.577,\N,\N,2023-08-19T22:56:02.814+05:30
1163,78,31,1,10,5,1:15.669,\N,\N,2023-08-19T22:56:02.814+05:30
1164,78,11,16,4,6,1:15.729,\N,\N,2023-08-19T22:56:02.814+05:30
1165,78,8,1,9,7,1:15.923,\N,\N,2023-08-19T22:56:02.814+05:30
1166,78,35,15,11,8,1:16.116,\N,\N,2023-08-19T22:56:02.814+05:30
1167,78,15,7,16,9,1:16.201,\N,\N,2023-08-19T22:56:02.814+05:30
1168,78,23,7,17,10,1:16.362,\N,\N,2023-08-19T22:56:02.814+05:30
1169,78,13,15,12,11,1:16.661,\N,\N,2023-08-19T22:56:02.814+05:30
1170,78,14,9,14,12,1:16.890,\N,\N,2023-08-19T22:56:02.814+05:30
1171,78,2,3,8,13,1:17.081,\N,\N,2023-08-19T22:56:02.814+05:30
1172,78,17,3,7,14,1:17.749,\N,\N,2023-08-19T22:56:02.814+05:30
1173,78,27,18,21,15,1:18.214,\N,\N,2023-08-19T22:56:02.814+05:30
1174,78,32,9,15,16,1:18.249,\N,\N,2023-08-19T22:56:02.814+05:30
1175,78,39,17,19,17,1:18.664,\N,\N,2023-08-19T22:56:02.814+05:30
1176,78,33,17,18,18,1:19.034,\N,\N,2023-08-19T22:56:02.814+05:30
1177,78,40,18,20,19,1:19.574,\N,\N,2023-08-19T22:56:02.814+05:30
1178,78,22,6,2,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
1179,79,15,7,16,1,1:10.625,\N,\N,2023-08-19T22:56:02.814+05:30
1180,79,8,1,9,2,1:10.694,\N,\N,2023-08-19T22:56:02.814+05:30
1181,79,18,16,3,3,1:11.277,\N,\N,2023-08-19T22:56:02.814+05:30
1182,79,21,4,6,4,1:11.290,\N,\N,2023-08-19T22:56:02.814+05:30
1183,79,30,6,1,5,1:11.369,\N,\N,2023-08-19T22:56:02.814+05:30
1184,79,4,4,5,6,1:11.380,\N,\N,2023-08-19T22:56:02.814+05:30
1185,79,22,6,2,7,1:11.431,\N,\N,2023-08-19T22:56:02.814+05:30
1186,79,11,16,4,8,1:11.497,\N,\N,2023-08-19T22:56:02.814+05:30
1187,79,17,3,7,9,1:11.527,\N,\N,2023-08-19T22:56:02.814+05:30
1188,79,13,15,12,10,1:11.555,\N,\N,2023-08-19T22:56:02.814+05:30
1189,79,31,1,10,11,1:11.681,\N,\N,2023-08-19T22:56:02.814+05:30
1190,79,35,15,11,12,1:11.691,\N,\N,2023-08-19T22:56:02.814+05:30
1191,79,41,7,17,13,1:11.754,\N,\N,2023-08-19T22:56:02.814+05:30
1192,79,32,9,15,14,1:12.132,\N,\N,2023-08-19T22:56:02.814+05:30
1193,79,2,3,8,15,1:12.430,\N,\N,2023-08-19T22:56:02.814+05:30
1194,79,14,9,14,16,1:12.682,\N,\N,2023-08-19T22:56:02.814+05:30
1195,79,33,17,18,17,1:13.462,\N,\N,2023-08-19T22:56:02.814+05:30
1196,79,27,18,21,18,1:13.632,\N,\N,2023-08-19T22:56:02.814+05:30
1197,79,39,17,19,19,1:13.776,\N,\N,2023-08-19T22:56:02.814+05:30
1198,79,40,18,20,20,1:14.494,\N,\N,2023-08-19T22:56:02.814+05:30
1199,80,4,4,5,1,1:14.412,\N,\N,2023-08-19T22:56:02.814+05:30
1200,80,15,7,16,2,1:14.521,\N,\N,2023-08-19T22:56:02.814+05:30
1201,80,8,1,9,3,1:14.559,\N,\N,2023-08-19T22:56:02.814+05:30
1202,80,30,6,1,4,1:14.572,\N,\N,2023-08-19T22:56:02.814+05:30
1203,80,11,16,4,5,1:14.655,\N,\N,2023-08-19T22:56:02.814+05:30
1204,80,22,6,2,6,1:14.832,\N,\N,2023-08-19T22:56:02.814+05:30
1205,80,21,4,6,7,1:14.887,\N,\N,2023-08-19T22:56:02.814+05:30
1206,80,18,16,3,8,1:15.051,\N,\N,2023-08-19T22:56:02.814+05:30
1207,80,31,1,10,9,1:15.406,\N,\N,2023-08-19T22:56:02.814+05:30
1208,80,13,15,12,10,1:15.566,\N,\N,2023-08-19T22:56:02.814+05:30
1209,80,35,15,11,11,1:15.699,\N,\N,2023-08-19T22:56:02.814+05:30
1210,80,23,7,17,12,1:15.771,\N,\N,2023-08-19T22:56:02.814+05:30
1211,80,17,3,7,13,1:15.885,\N,\N,2023-08-19T22:56:02.814+05:30
1212,80,2,3,8,14,1:16.207,\N,\N,2023-08-19T22:56:02.814+05:30
1213,80,14,9,14,15,1:16.434,\N,\N,2023-08-19T22:56:02.814+05:30
1214,80,32,9,15,16,1:16.547,\N,\N,2023-08-19T22:56:02.814+05:30
1215,80,39,17,19,17,1:17.857,\N,\N,2023-08-19T22:56:02.814+05:30
1216,80,40,18,20,18,1:17.960,\N,\N,2023-08-19T22:56:02.814+05:30
1217,80,33,17,18,19,1:18.047,\N,\N,2023-08-19T22:56:02.814+05:30
1218,80,27,18,21,20,1:18.335,\N,\N,2023-08-19T22:56:02.814+05:30
1219,81,4,4,5,1,1:19.905,\N,\N,2023-08-19T22:56:02.814+05:30
1220,81,8,1,9,2,1:19.932,\N,\N,2023-08-19T22:56:02.814+05:30
1221,81,18,16,3,3,1:20.207,\N,\N,2023-08-19T22:56:02.814+05:30
1222,81,31,1,10,4,1:20.382,\N,\N,2023-08-19T22:56:02.814+05:30
1223,81,15,7,16,5,1:20.459,\N,\N,2023-08-19T22:56:02.814+05:30
1224,81,22,6,2,6,1:20.906,\N,\N,2023-08-19T22:56:02.814+05:30
1225,81,21,4,6,7,1:21.010,\N,\N,2023-08-19T22:56:02.814+05:30
1226,81,11,16,4,8,1:21.114,\N,\N,2023-08-19T22:56:02.814+05:30
1227,81,23,7,17,9,1:21.191,\N,\N,2023-08-19T22:56:02.814+05:30
1228,81,30,6,1,10,1:21.275,\N,\N,2023-08-19T22:56:02.814+05:30
1229,81,35,15,11,11,1:21.352,\N,\N,2023-08-19T22:56:02.814+05:30
1230,81,17,3,7,12,1:21.997,\N,\N,2023-08-19T22:56:02.814+05:30
1231,81,14,9,14,13,1:22.108,\N,\N,2023-08-19T22:56:02.814+05:30
1232,81,2,3,8,14,1:22.117,\N,\N,2023-08-19T22:56:02.814+05:30
1233,81,32,9,15,15,1:22.207,\N,\N,2023-08-19T22:56:02.814+05:30
1234,81,13,15,12,16,1:22.495,\N,\N,2023-08-19T22:56:02.814+05:30
1235,81,39,17,19,17,1:23.583,\N,\N,2023-08-19T22:56:02.814+05:30
1236,81,27,18,21,18,1:24.576,\N,\N,2023-08-19T22:56:02.814+05:30
1237,81,40,18,20,19,1:25.566,\N,\N,2023-08-19T22:56:02.814+05:30
1238,81,33,17,18,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
1239,82,8,1,9,1,1:14.320,\N,\N,2023-08-19T22:56:02.814+05:30
1240,82,18,16,3,2,1:14.759,\N,\N,2023-08-19T22:56:02.814+05:30
1241,82,4,4,5,3,1:14.904,\N,\N,2023-08-19T22:56:02.814+05:30
1242,82,21,4,6,4,1:14.927,\N,\N,2023-08-19T22:56:02.814+05:30
1243,82,30,6,1,5,1:15.006,\N,\N,2023-08-19T22:56:02.814+05:30
1244,82,17,3,7,6,1:15.070,\N,\N,2023-08-19T22:56:02.814+05:30
1245,82,2,3,8,7,1:15.403,\N,\N,2023-08-19T22:56:02.814+05:30
1246,82,11,16,4,8,1:15.501,\N,\N,2023-08-19T22:56:02.814+05:30
1247,82,15,7,16,9,1:15.532,\N,\N,2023-08-19T22:56:02.814+05:30
1248,82,32,9,15,10,1:15.635,\N,\N,2023-08-19T22:56:02.814+05:30
1249,82,14,9,14,11,1:15.679,\N,\N,2023-08-19T22:56:02.814+05:30
1250,82,23,7,17,12,1:15.689,\N,\N,2023-08-19T22:56:02.814+05:30
1251,82,13,15,12,13,1:16.009,\N,\N,2023-08-19T22:56:02.814+05:30
1252,82,35,15,11,14,1:16.012,\N,\N,2023-08-19T22:56:02.814+05:30
1253,82,22,6,2,15,1:16.230,\N,\N,2023-08-19T22:56:02.814+05:30
1254,82,27,18,21,16,1:17.519,\N,\N,2023-08-19T22:56:02.814+05:30
1255,82,38,18,20,17,1:18.313,\N,\N,2023-08-19T22:56:02.814+05:30
1256,82,33,17,18,18,1:18.599,\N,\N,2023-08-19T22:56:02.814+05:30
1257,82,31,1,10,19,\N,\N,\N,2023-08-19T22:56:02.814+05:30
1258,82,39,17,19,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
1259,83,30,6,1,1,1:19.882,\N,\N,2023-08-19T22:56:02.814+05:30
1260,83,31,1,10,2,1:20.779,\N,\N,2023-08-19T22:56:02.814+05:30
1261,83,15,7,16,3,1:20.839,\N,\N,2023-08-19T22:56:02.814+05:30
1262,83,8,1,9,4,1:20.891,\N,\N,2023-08-19T22:56:02.814+05:30
1263,83,23,7,17,5,1:20.964,\N,\N,2023-08-19T22:56:02.814+05:30
1264,83,4,4,5,6,1:21.141,\N,\N,2023-08-19T22:56:02.814+05:30
1265,83,22,6,2,7,1:21.158,\N,\N,2023-08-19T22:56:02.814+05:30
1266,83,18,16,3,8,1:21.302,\N,\N,2023-08-19T22:56:02.814+05:30
1267,83,21,4,6,9,1:21.333,\N,\N,2023-08-19T22:56:02.814+05:30
1268,83,11,16,4,10,1:21.787,\N,\N,2023-08-19T22:56:02.814+05:30
1269,83,32,9,15,11,1:21.937,\N,\N,2023-08-19T22:56:02.814+05:30
1270,83,2,3,8,12,1:22.086,\N,\N,2023-08-19T22:56:02.814+05:30
1271,83,14,9,14,13,1:22.279,\N,\N,2023-08-19T22:56:02.814+05:30
1272,83,13,15,12,14,1:22.565,\N,\N,2023-08-19T22:56:02.814+05:30
1273,83,35,15,11,15,1:22.866,\N,\N,2023-08-19T22:56:02.814+05:30
1274,83,17,3,7,16,1:23.495,\N,\N,2023-08-19T22:56:02.814+05:30
1275,83,27,18,21,17,1:24.443,\N,\N,2023-08-19T22:56:02.814+05:30
1276,83,39,17,19,18,1:25.057,\N,\N,2023-08-19T22:56:02.814+05:30
1277,83,38,18,20,19,1:25.484,\N,\N,2023-08-19T22:56:02.814+05:30
1278,83,33,17,18,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
1279,84,8,1,9,1,1:26.797,\N,\N,2023-08-19T22:56:02.814+05:30
1280,84,21,4,6,2,1:27.039,\N,\N,2023-08-19T22:56:02.814+05:30
1281,84,4,4,5,3,1:27.050,\N,\N,2023-08-19T22:56:02.814+05:30
1282,84,31,1,10,4,1:27.352,\N,\N,2023-08-19T22:56:02.814+05:30
1283,84,15,7,16,5,1:27.501,\N,\N,2023-08-19T22:56:02.814+05:30
1284,84,2,3,8,6,1:27.929,\N,\N,2023-08-19T22:56:02.814+05:30
1285,84,17,3,7,7,1:27.944,\N,\N,2023-08-19T22:56:02.814+05:30
1286,84,13,15,12,8,1:28.419,\N,\N,2023-08-19T22:56:02.814+05:30
1287,84,23,7,17,9,1:28.594,\N,\N,2023-08-19T22:56:02.814+05:30
1288,84,32,9,15,10,1:28.963,\N,\N,2023-08-19T22:56:02.814+05:30
1289,84,22,6,2,11,1:29.369,\N,\N,2023-08-19T22:56:02.814+05:30
