result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,race_time,milliseconds,fastest_lap,rank,fastest_lap_time,fastest_lap_speed,race_year,race_name,race_date,circuit_location,driver_ref,driver_number,code,driver_name,dob,driver_nationality,constructor_ref,team,nationality,ingestion_date,created_date
19009,789,498,118,18,6,"",R,28,0.0,0,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,gonzalez,"",\N,José Froilán González,1922-10-05,Argentine,vanwall,Vanwall,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19008,789,541,66,25,17,"",R,27,0.0,2,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,flockhart,"",\N,Ron Flockhart,1923-06-16,British,brm,BRM,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19007,789,356,105,30,28,"",R,26,0.0,3,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,jack_brabham,"",\N,Jack Brabham,1926-04-02,Australian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19006,789,585,99,32,23,"",R,25,0.0,12,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,emery,"",\N,Paul Emery,1916-11-12,British,emeryson,Emeryson,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19005,789,637,125,19,10,"",R,24,0.0,16,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,scott_Brown,"",\N,Archie Scott Brown,1927-05-13,British,connaught,Connaught,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19004,789,620,105,12,24,"",R,23,0.0,21,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,maglioli,"",\N,Umberto Maglioli,1928-06-05,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19003,789,506,105,29,20,"",R,22,0.0,22,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,halford,"",\N,Bruce Halford,1931-05-18,British,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19002,789,627,105,27,27,"",R,21,0.0,23,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,rosier,"",\N,Louis Rosier,1905-11-05,French,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19001,789,578,66,23,3,"",R,20,0.0,24,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,hawthorn,"",\N,Mike Hawthorn,1929-04-10,British,brm,BRM,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19000,789,479,66,24,9,"",R,19,0.0,39,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,brooks,"",\N,Tony Brooks,1932-02-25,British,brm,BRM,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18999,789,456,105,28,7,"",R,18,0.0,59,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,salvadori,"",\N,Roy Salvadori,1922-05-12,British,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18998,789,581,6,2,4,"",R,17,0.0,64,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,collins,"",\N,Peter Collins,1931-11-06,British,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18997,789,624,128,14,26,"",R,16,0.0,71,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,ramos,"",\N,Hernando da Silva Ramos,1925-12-07,Brazilian,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18996,789,427,118,17,16,"",R,15,0.0,74,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,trintignant,"",\N,Maurice Trintignant,1917-10-30,French,vanwall,Vanwall,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18995,789,636,125,20,11,"",R,14,0.0,74,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,titterington,"",\N,Desmond Titterington,1928-05-01,British,connaught,Connaught,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18994,789,501,118,16,5,"",R,13,0.0,87,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,schell,"",\N,Harry Schell,1921-06-29,American,vanwall,Vanwall,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18993,789,475,105,7,1,"",R,12,1.0,94,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,moss,"",\N,Stirling Moss,1929-09-17,British,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18992,789,619,87,26,22,11,11,11,0.0,88,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,gerard,"",\N,Bob Gerard,1914-01-19,British,cooper,Cooper,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18991,789,608,6,3,8,10,10,10,0.0,92,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,castellotti,"",\N,Eugenio Castellotti,1930-10-10,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18990,789,626,128,15,18,9,9,9,0.0,94,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,manzon,"",\N,Robert Manzon,1917-04-12,French,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18989,789,580,105,10,25,8,8,8,0.0,94,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,godia,"",\N,Paco Godia,1921-03-21,Spanish,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18988,789,607,105,9,15,7,7,7,0.0,95,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,perdisa,"",\N,Cesare Perdisa,1932-10-21,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18987,789,633,105,11,19,6,6,6,0.0,96,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,villoresi,"",\N,Luigi Villoresi,1909-05-16,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18986,789,547,105,31,14,5,5,5,2.0,97,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,gould,"",\N,Horace Gould,1918-09-20,British,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18985,789,486,125,21,21,4,4,4,3.0,98,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,fairman,"",\N,Jack Fairman,1913-03-15,British,connaught,Connaught,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18984,789,554,105,8,13,3,3,3,4.0,99,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,behra,"",\N,Jean Behra,1921-02-16,French,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18983,789,606,6,4,12,2,2,2,3.0,100,\N,"","","",\N,"",1956,British Grand Prix,"",Silverstone,portago,"",\N,Alfonso de Portago,1928-10-11,Spanish,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
18982,789,579,6,1,2,1,1,1,8.0,101,2:59:47.0,10787000,"","",\N,"",1956,British Grand Prix,"",Silverstone,fangio,"",\N,Juan Fangio,1911-06-24,Argentine,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19031,790,586,105,18,0,"",W,22,0.0,0,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,piotti,"",\N,Luigi Piotti,1913-10-27,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19030,790,429,128,11,0,"",W,21,0.0,0,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,andre_pilette,"",\N,André Pilette,1918-10-06,Belgian,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19029,790,607,105,8,0,"",W,20,0.0,0,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,perdisa,"",\N,Cesare Perdisa,1932-10-21,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19028,790,483,6,14,17,"",R,19,0.0,0,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,scarlatti,"",\N,Giorgio Scarlatti,1921-10-02,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19027,790,626,128,10,15,"",R,18,0.0,0,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,manzon,"",\N,Robert Manzon,1917-04-12,French,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19026,790,456,105,16,9,"",R,17,0.0,2,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,salvadori,"",\N,Roy Salvadori,1922-05-12,British,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19025,790,547,105,19,13,"",R,16,0.0,3,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,gould,"",\N,Horace Gould,1918-09-20,British,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19024,790,620,105,8,7,"",R,15,0.0,3,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,maglioli,"",\N,Umberto Maglioli,1928-06-05,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19023,790,608,6,3,3,"",R,14,0.0,5,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,castellotti,"",\N,Eugenio Castellotti,1930-10-10,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19022,790,581,6,2,2,"",R,13,0.0,8,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,collins,"",\N,Peter Collins,1931-11-06,British,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19021,790,577,6,4,5,"",R,12,0.0,11,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,musso,"",\N,Luigi Musso,1924-07-28,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19020,790,633,105,18,20,"",R,11,0.0,13,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,villoresi,"",\N,Luigi Villoresi,1909-05-16,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19019,790,501,105,12,12,"",R,10,0.0,13,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,schell,"",\N,Harry Schell,1921-06-29,American,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19018,790,606,6,5,10,"",R,9,0.0,14,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,portago,"",\N,Alfonso de Portago,1928-10-11,Spanish,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19017,790,639,128,11,21,"",R,8,0.0,15,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,milhoux,"",\N,André Milhoux,1928-12-09,Belgian,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19016,790,638,105,22,19,"",N,7,0.0,16,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,volonterio,"",\N,Ottorino Volonterio,1917-12-07,Swiss,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19015,790,506,105,21,11,"",D,6,0.0,20,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,halford,"",\N,Bruce Halford,1931-05-18,British,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19014,790,627,105,15,14,5,5,5,2.0,19,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,rosier,"",\N,Louis Rosier,1905-11-05,French,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19013,790,580,105,20,16,4,4,4,3.0,20,\N,"","","",\N,"",1956,German Grand Prix,"",Nürburg,godia,"",\N,Paco Godia,1921-03-21,Spanish,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19012,790,554,105,6,8,3,3,3,4.0,22,+7:38.3,13582000,"","",\N,"",1956,German Grand Prix,"",Nürburg,behra,"",\N,Jean Behra,1921-02-16,French,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19011,790,475,105,7,4,2,2,2,6.0,22,+46.4,13170100,"","",\N,"",1956,German Grand Prix,"",Nürburg,moss,"",\N,Stirling Moss,1929-09-17,British,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19010,790,579,6,1,1,1,1,1,9.0,22,3:38:43.7,13123700,"","",\N,"",1956,German Grand Prix,"",Nürburg,fangio,"",\N,Juan Fangio,1911-06-24,Argentine,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20284,791,347,105,34,8,"",R,20,0.0,7,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,bonnier,"",\N,Jo Bonnier,1930-01-31,Swedish,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20283,791,554,105,46,13,"",R,13,0.0,42,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,behra,"",\N,Jean Behra,1921-02-16,French,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20282,791,608,6,22,1,8,8,8,0.0,46,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,castellotti,"",\N,Eugenio Castellotti,1930-10-10,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20281,791,579,6,26,7,2,2,2,3.0,50,+5.7,8627000,"","",\N,"",1956,Italian Grand Prix,"",Monza,fangio,"",\N,Juan Fangio,1911-06-24,Argentine,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19056,791,476,6,50,0,"",W,25,0.0,0,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,trips,"",\N,Wolfgang von Trips,1928-05-04,German,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19055,791,624,128,8,21,"",R,24,0.0,3,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,ramos,"",\N,Hernando da Silva Ramos,1925-12-07,Brazilian,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19054,791,610,125,2,20,"",R,23,0.0,6,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,leston,"",\N,Les Leston,1920-12-16,British,connaught,Connaught,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19053,791,606,6,30,9,"",R,22,0.0,6,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,portago,"",\N,Alfonso de Portago,1928-10-11,Spanish,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19052,791,626,128,10,23,"",R,21,0.0,7,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,manzon,"",\N,Robert Manzon,1917-04-12,French,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19051,791,633,105,34,8,"",R,20,0.0,7,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,villoresi,"",\N,Luigi Villoresi,1909-05-16,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19050,791,608,6,24,2,"",R,19,0.0,9,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,castellotti,"",\N,Eugenio Castellotti,1930-10-10,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19049,791,641,118,16,4,"",R,18,0.0,12,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,taruffi,"",\N,Piero Taruffi,1906-10-12,Italian,vanwall,Vanwall,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19048,791,427,118,20,11,"",R,17,0.0,13,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,trintignant,"",\N,Maurice Trintignant,1917-10-30,French,vanwall,Vanwall,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19047,791,506,105,48,22,"",R,16,0.0,16,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,halford,"",\N,Bruce Halford,1931-05-18,British,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19046,791,554,105,32,5,"",R,15,0.0,23,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,behra,"",\N,Jean Behra,1921-02-16,French,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19045,791,501,118,18,10,"",R,14,0.0,32,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,schell,"",\N,Harry Schell,1921-06-29,American,vanwall,Vanwall,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19044,791,620,105,46,13,"",R,13,0.0,42,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,maglioli,"",\N,Umberto Maglioli,1928-06-05,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19043,791,577,6,28,3,"",R,12,0.0,47,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,musso,"",\N,Luigi Musso,1924-07-28,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19042,791,456,105,44,14,11,11,11,0.0,41,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,salvadori,"",\N,Roy Salvadori,1922-05-12,British,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19041,791,583,105,42,17,10,10,10,0.0,42,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,gerini,"",\N,Gerino Gerini,1928-08-10,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19040,791,609,128,12,25,9,9,9,0.0,45,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,simon,"",\N,André Simon,1920-01-05,French,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19039,791,579,6,22,1,8,8,8,0.0,46,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,fangio,"",\N,Juan Fangio,1911-06-24,Argentine,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19038,791,640,105,14,19,7,7,7,0.0,46,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,graffenried,"",\N,Toulo de Graffenried,1914-05-18,Swiss,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19037,791,586,105,40,15,6,6,6,0.0,47,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,piotti,"",\N,Luigi Piotti,1913-10-27,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19036,791,486,125,6,16,5,5,5,2.0,47,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,fairman,"",\N,Jack Fairman,1913-03-15,British,connaught,Connaught,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19035,791,580,105,38,18,4,4,4,3.0,49,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,godia,"",\N,Paco Godia,1921-03-21,Spanish,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19034,791,541,125,4,26,3,3,3,4.0,49,\N,"","","",\N,"",1956,Italian Grand Prix,"",Monza,flockhart,"",\N,Ron Flockhart,1923-06-16,British,connaught,Connaught,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19033,791,581,6,26,7,2,2,2,3.0,50,+5.7,8627000,"","",\N,"",1956,Italian Grand Prix,"",Monza,collins,"",\N,Peter Collins,1931-11-06,British,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19032,791,475,105,36,6,1,1,1,9.0,50,2:23:41.3,8621300,"","",\N,"",1956,Italian Grand Prix,"",Monza,moss,"",\N,Stirling Moss,1929-09-17,British,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19871,825,721,144,52,16,"",R,21,0.0,0,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,hirt,"",\N,Peter Hirt,1910-03-30,Swiss,veritas,Veritas,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19870,825,498,154,42,13,"",R,20,0.0,10,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,gonzalez,"",\N,José Froilán González,1922-10-05,Argentine,lago,Talbot-Lago,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19869,825,633,6,18,3,"",R,19,0.0,12,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,villoresi,"",\N,Luigi Villoresi,1909-05-16,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19868,825,704,154,6,15,"",R,18,0.0,14,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,cabantous,"",\N,Yves Cabantous,1904-10-08,French,lago,Talbot-Lago,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19867,825,725,133,12,20,"",R,17,0.0,23,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,abecassis,"",\N,George Abecassis,1913-03-21,British,hwm,HWM,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19866,825,765,154,10,11,"",R,16,0.0,30,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,louveau,"",\N,Henri Louveau,1910-01-25,French,lago,Talbot-Lago,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19865,825,687,6,16,9,"",R,15,0.0,36,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,whitehead,"",\N,Peter Whitehead,1914-11-12,British,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19864,825,764,154,40,21,14,14,14,0.0,31,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,guy_mairesse,"",\N,Guy Mairesse,1910-08-10,French,lago,Talbot-Lago,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19863,825,660,154,2,18,13,13,13,0.0,35,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,claes,"",\N,Johnny Claes,1916-08-11,Belgian,lago,Talbot-Lago,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19862,825,501,105,32,17,12,12,12,0.0,38,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,schell,"",\N,Harry Schell,1921-06-29,American,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19861,825,723,6,38,10,11,11,11,0.0,39,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,fischer,"",\N,Rudi Fischer,1912-04-19,Swiss,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19860,825,741,154,4,12,10,10,10,0.0,39,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,etancelin,"",\N,Philippe Étancelin,1896-12-28,French,lago,Talbot-Lago,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19859,825,627,154,8,8,9,9,9,0.0,39,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,rosier,"",\N,Louis Rosier,1905-11-05,French,lago,Talbot-Lago,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19858,825,475,133,14,14,8,8,8,0.0,40,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,moss,"",\N,Stirling Moss,1929-09-17,British,hwm,HWM,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19857,825,589,105,30,19,7,7,7,0.0,40,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,chiron,"",\N,Louis Chiron,1899-08-03,Monegasque,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19856,825,647,6,20,7,6,6,6,0.0,40,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,ascari,"",\N,Alberto Ascari,1918-07-13,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19855,825,640,51,26,5,5,5,5,2.0,40,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,graffenried,"",\N,Toulo de Graffenried,1914-05-18,Swiss,alfa,Alfa Romeo,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19854,825,763,51,28,4,4,4,4,3.0,41,\N,"","","",\N,"",1951,Swiss Grand Prix,"",Bern,sanesi,"",\N,Consalvo Sanesi,1911-03-28,Italian,alfa,Alfa Romeo,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19853,825,642,51,22,2,3,3,3,4.0,42,+1:19.31,7752950,"","",\N,"",1951,Swiss Grand Prix,"",Bern,farina,"",\N,Nino Farina,1906-10-30,Italian,alfa,Alfa Romeo,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19852,825,641,6,44,6,2,2,2,6.0,42,+55.24,7728880,"","",\N,"",1951,Swiss Grand Prix,"",Bern,taruffi,"",\N,Piero Taruffi,1906-10-12,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19851,825,579,51,24,1,1,1,1,9.0,42,2:07:53.64,7673640,"","",\N,"",1951,Swiss Grand Prix,"",Bern,fangio,"",\N,Juan Fangio,1911-06-24,Argentine,alfa,Alfa Romeo,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20185,826,675,113,9,3,3,3,3,2.0,200,+2:51.39,14429440,"","",\N,"",1951,Indianapolis 500,"",Indianapolis,ayulo,"",\N,Manny Ayulo,1921-10-20,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
